rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,Num Cands,Num Seats
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,5,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
Skipped,Skipped,Skipped,Skipped,10,Skipped,Skipped,Skipped,Skipped,Skipped,8,4,Skipped,Skipped,Skipped,7,Skipped,Skipped,3,2,5,Skipped,Skipped,6,Skipped,Skipped,9,Skipped,Skipped,1,Skipped,Skipped,,
32,32,32,32,32,2,32,32,3,32,5,32,32,32,32,32,32,32,20,32,32,32,32,32,32,32,1,32,32,32,32,32,,
32,2,32,4,1,32,32,32,4,32,4,8,32,32,32,32,32,8,32,32,32,32,8,32,8,32,4,32,32,3,8,32,,
6,32,9,32,32,32,32,32,32,32,7,32,5,32,32,2,32,32,32,1,8,3,32,32,6,32,4,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,2,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2,32,32,32,32,32,,
32,32,32,4,32,3,32,32,10,32,2,32,32,32,32,32,32,11,32,32,32,32,25,32,32,32,1,32,32,32,7,32,,
32,32,32,32,32,32,32,32,32,32,32,2,32,32,32,3,32,32,32,1,32,32,32,32,32,32,32,32,32,4,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,20,32,11,32,32,32,32,15,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,10,32,32,32,32,32,,
21,3,25,4,6,24,18,Skipped,15,Skipped,5,12,19,13,20,26,Skipped,7,14,1,11,9,Skipped,Skipped,23,22,8,10,Skipped,2,17,16,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,16,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
14,31,31,31,31,31,12,13,5,31,2,7,31,17,31,9,31,31,3,1,3,31,8,11,31,31,16,10,31,15,31,6,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,30,32,32,32,32,32,,
32,32,32,3,32,4,32,32,32,32,32,32,32,32,32,32,32,32,2,5,32,32,32,32,32,32,32,32,32,32,1,32,,
32,32,32,7,32,32,13,32,1,32,32,2,32,32,32,2,5,32,14,13,32,32,32,32,32,32,32,32,32,1,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,4,32,32,32,32,32,2,32,32,32,32,32,,
32,32,32,8,32,32,2,32,32,32,32,32,32,32,32,32,5,32,4,1,3,32,32,32,32,32,32,32,32,6,32,7,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,3,Skipped,5,8,Skipped,7,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,31,Skipped,Skipped,Skipped,4,Skipped,Skipped,6,Skipped,Skipped,,
32,1,32,32,32,32,32,32,32,32,32,3,32,32,32,5,32,4,32,6,32,32,32,32,32,32,2,32,32,32,32,32,,
32,32,32,5,32,2,32,32,32,6,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,4,32,32,3,32,32,,
32,32,32,32,32,1,32,32,32,32,2,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,3,32,,
32,5,32,8,9,32,32,32,32,32,1,32,6,2,32,9,32,32,32,32,32,32,4,32,32,32,3,32,32,32,32,7,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,2,32,32,32,32,32,2,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,4,32,32,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,,
32,32,32,32,32,32,32,3,32,32,32,4,32,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,14,32,,
Skipped,Skipped,Skipped,32,Skipped,2,Skipped,3,32,4,32,32,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,32,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,2,6,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,,
32,7,13,2,32,12,32,32,32,32,3,14,32,5,32,10,32,11,32,32,4,32,32,32,32,32,1,9,32,6,8,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,3,32,32,32,2,32,32,32,32,1,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2,32,32,32,32,32,32,1,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,,
32,32,32,32,3,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,2,32,32,32,32,32,32,32,32,,
32,9,32,7,32,32,32,32,32,32,8,12,13,32,10,32,32,2,32,6,32,14,32,32,32,32,1,4,32,5,11,3,,
32,32,32,32,32,32,32,32,32,32,32,4,5,32,32,3,32,32,32,1,2,32,32,32,32,32,32,32,32,32,6,32,,
8,7,32,32,4,6,32,32,32,32,32,32,32,1,32,32,32,32,32,32,3,2,32,9,32,32,32,32,32,5,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,3,32,32,32,32,2,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,2,32,32,32,32,32,,
17,6,25,10,28,1,8,21,31,12,7,24,32,14,18,22,30,19,5,9,2,3,27,15,23,26,16,29,20,4,13,11,,
14,27,21,8,28,32,5,20,4,24,30,2,10,19,9,23,17,22,11,1,31,15,18,12,16,29,26,3,13,7,6,25,,
32,4,32,32,32,32,32,32,32,32,4,2,32,32,32,1,32,3,32,1,32,32,32,32,32,32,6,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,,
32,32,32,32,32,32,6,32,32,32,32,32,32,32,32,32,32,32,32,5,7,32,32,32,32,32,10,32,32,1,32,32,,
32,32,32,32,32,2,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,7,4,32,,
