rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,Num Cands,Num Seats
22,22,22,22,22,22,1,22,6,7,22,22,3,2,22,22,4,22,22,5,22,22,,
9,7,19,6,14,20,2,8,16,10,3,5,1,17,18,11,15,4,13,12,22,21,,
Skipped,11,Skipped,Skipped,14,Skipped,7,2,1,13,4,Skipped,6,12,10,Skipped,5,3,9,8,Skipped,Skipped,,
22,5,18,20,8,19,18,1,10,11,3,15,4,12,16,21,6,2,7,9,13,14,,
Skipped,15,Skipped,2,Skipped,Skipped,1,20,15,15,20,20,3,20,20,Skipped,15,15,20,20,Skipped,Skipped,,
22,7,13,20,6,17,16,4,9,8,2,12,3,15,18,22,5,1,11,10,19,14,,
14,20,6,20,20,22,2,13,20,7,13,13,1,8,3,13,4,5,20,20,21,20,,
Skipped,8,Skipped,Skipped,10,Skipped,6,4,12,9,3,Skipped,2,13,Skipped,Skipped,5,Skipped,1,7,11,Skipped,,
22,5,22,22,12,22,15,1,8,6,3,7,14,11,13,22,9,2,4,10,22,22,,
22,22,22,22,7,22,2,1,22,4,22,22,8,22,22,22,22,6,3,5,22,22,,
Skipped,22,22,22,22,22,10,3,11,8,4,22,6,5,22,Skipped,1,22,2,7,9,22,,
22,8,9,18,5,20,18,2,11,13,1,12,7,18,18,14,4,6,3,10,19,21,,
22,12,22,14,9,22,5,2,22,3,8,22,6,11,7,22,10,13,1,4,15,22,,
2,13,21,1,14,11,5,6,17,8,20,10,4,18,12,3,15,16,9,7,22,19,,
21,6,10,17,12,19,8,7,4,14,2,13,1,20,18,22,3,9,5,15,11,16,,
22,12,14,18,13,22,8,1,4,10,2,22,7,11,17,22,5,3,9,6,16,15,,
Skipped,13,8,19,18,14,9,1,10,7,2,15,4,22,17,Skipped,5,3,6,12,22,11,,
Skipped,7,Skipped,15,5,Skipped,11,2,Skipped,Skipped,8,14,4,9,16,Skipped,3,10,1,12,6,13,,
22,22,22,22,7,22,22,3,22,5,4,22,2,6,22,22,1,4,2,3,22,22,,
22,8,22,22,22,22,7,6,22,4,22,22,2,22,22,22,1,22,3,5,22,22,,
1,22,22,22,22,22,1,22,22,22,22,22,1,22,22,22,22,22,22,22,22,22,,
17,4,2,15,3,7,13,9,22,8,12,10,14,21,6,18,5,11,1,16,19,20,,
19,11,12,21,15,18,9,13,4,8,3,14,1,7,6,20,2,16,10,5,17,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
10,8,16,17,13,21,12,3,11,12,4,7,1,20,22,19,2,6,9,5,18,16,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,6,4,1,Skipped,7,9,Skipped,Skipped,5,3,8,Skipped,Skipped,Skipped,,
21,8,16,15,7,22,11,4,10,13,2,18,1,12,17,20,3,6,9,5,14,19,,
22,22,22,22,22,22,5,2,22,22,3,22,1,6,22,22,1,22,4,22,22,22,,
6,22,22,22,22,22,22,5,22,8,7,22,1,22,3,22,2,22,4,22,22,22,,
22,4,21,22,5,22,3,2,4,5,3,5,3,21,22,22,3,4,1,4,6,6,,
22,22,22,22,22,22,22,1,22,22,22,22,2,22,22,22,22,22,22,22,22,22,,
22,17,18,22,12,22,15,2,9,6,5,16,4,3,7,22,8,14,1,13,11,22,,
22,22,5,22,15,22,5,3,5,5,2,5,1,5,5,22,4,5,5,5,5,22,,
21,10,8,19,13,20,5,2,16,7,14,17,3,9,11,22,4,12,1,6,15,18,,
Skipped,9,Skipped,Skipped,Skipped,Skipped,Skipped,3,7,8,5,Skipped,1,10,Skipped,Skipped,6,4,2,11,Skipped,Skipped,,
22,6,22,22,7,22,22,2,8,8,1,5,3,8,22,22,5,7,4,6,22,6,,
22,12,22,22,9,22,4,5,22,2,3,22,1,22,22,22,8,7,10,11,6,22,,
14,4,17,18,8,20,10,1,9,13,3,12,22,5,11,15,7,2,21,6,16,19,,
Skipped,9,22,22,22,22,5,7,10,8,4,22,22,6,22,22,1,3,2,22,22,22,,
20,6,18,19,8,17,13,2,12,10,3,16,5,11,21,22,1,7,4,9,15,14,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,7,22,22,22,22,20,4,3,5,6,22,21,11,22,22,2,8,1,10,22,11,,
18,11,17,21,9,22,5,3,8,12,2,15,4,10,16,19,6,1,7,13,20,14,,
22,4,22,22,22,22,5,6,22,22,3,22,22,22,22,22,1,22,22,2,22,22,,
16,6,15,20,14,22,11,2,13,9,5,8,10,7,21,19,4,3,1,12,17,18,,
22,6,15,22,17,22,22,1,12,3,1,19,3,22,22,22,7,3,3,8,22,22,,
4,13,11,13,12,6,8,16,21,9,2,7,20,19,22,5,1,10,3,18,14,17,,
22,22,22,22,22,22,22,1,3,22,22,22,5,22,22,22,22,4,22,2,22,22,,
Skipped,22,Skipped,Skipped,19,Skipped,7,2,21,5,2,18,1,3,Skipped,Skipped,6,2,4,8,20,Skipped,,
Skipped,8,Skipped,Skipped,10,Skipped,4,7,Skipped,5,9,Skipped,1,12,Skipped,Skipped,2,11,6,3,Skipped,Skipped,,
22,22,22,22,22,22,4,5,22,22,6,22,2,7,22,22,1,22,3,22,22,22,,
10,14,6,3,15,12,4,7,16,13,9,20,1,11,5,18,2,17,21,8,19,22,,
22,22,22,22,22,22,22,22,22,22,1,22,22,22,22,22,22,2,22,22,22,22,,
17,13,16,22,8,22,7,6,12,9,5,10,1,11,14,22,2,3,4,22,15,22,,
16,5,9,19,11,4,8,6,18,10,1,17,2,15,14,21,3,13,7,12,22,20,,
21,17,10,3,16,Skipped,6,5,11,13,4,14,1,18,12,Skipped,2,8,9,7,22,15,,
22,22,22,22,22,22,22,4,22,3,22,22,1,22,22,22,22,22,2,22,22,22,,
22,4,5,22,6,8,6,1,7,4,3,7,2,5,7,22,3,6,5,4,8,8,,
22,22,22,8,22,22,5,4,22,22,7,22,1,10,9,22,2,22,3,6,22,22,,
22,13,22,22,18,22,22,1,17,19,12,22,16,21,22,22,15,2,14,20,22,22,,
2,14,19,13,3,16,15,1,18,8,7,17,9,6,12,21,4,11,5,10,20,22,,
22,4,22,22,22,22,3,1,22,22,22,22,1,22,22,22,2,22,6,5,22,22,,
22,22,22,22,22,22,3,2,22,22,22,22,22,22,22,22,1,22,22,22,22,22,,
22,8,22,11,15,17,5,3,1,12,4,13,9,14,16,22,6,2,7,10,18,22,,
22,9,22,22,10,22,11,7,6,22,3,22,1,22,22,22,4,2,5,8,12,22,,
22,5,22,22,11,22,10,4,13,8,6,22,2,12,22,22,1,9,7,3,22,14,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
13,6,14,17,7,Skipped,3,5,16,10,9,15,1,20,11,8,19,2,18,4,12,Skipped,,
22,7,17,17,10,18,14,2,6,15,1,11,3,9,13,22,4,4,5,8,12,16,,
6,5,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,1,7,Skipped,Skipped,2,Skipped,3,Skipped,Skipped,Skipped,,
22,13,22,22,14,22,10,5,12,9,2,11,4,8,15,22,1,7,3,6,22,22,,
Skipped,6,6,Skipped,5,6,6,2,4,5,1,6,4,6,6,Skipped,4,3,5,6,Skipped,Skipped,,
21,9,8,17,14,20,12,4,11,5,3,19,2,13,18,22,1,7,10,6,16,15,,
22,6,22,22,22,22,5,22,22,22,3,22,1,22,22,22,2,4,22,10,22,22,,
22,2,1,4,20,22,1,2,22,1,2,22,1,22,20,22,2,3,4,1,22,22,,
Skipped,7,Skipped,Skipped,10,16,15,1,12,8,4,9,5,13,Skipped,Skipped,2,11,6,3,14,Skipped,,
22,16,22,22,17,22,11,1,22,14,15,13,12,22,22,22,21,18,20,19,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
11,9,22,22,7,22,6,5,22,22,8,10,3,22,22,12,2,22,4,1,22,22,,
22,22,22,22,22,22,22,1,22,2,22,22,22,4,22,22,22,3,5,22,22,22,,
18,11,22,15,14,22,12,3,9,6,4,13,2,17,16,18,1,5,8,7,22,10,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
Skipped,7,Skipped,Skipped,5,Skipped,4,6,Skipped,Skipped,8,Skipped,2,3,Skipped,Skipped,9,Skipped,1,Skipped,Skipped,Skipped,,
2,7,Skipped,Skipped,3,Skipped,12,1,16,14,1,Skipped,6,13,Skipped,3,2,6,11,8,Skipped,15,,
Skipped,11,Skipped,Skipped,Skipped,9,8,6,10,Skipped,7,Skipped,2,13,Skipped,Skipped,3,12,4,1,Skipped,Skipped,,
22,22,22,22,22,22,22,5,3,22,2,22,4,22,22,22,1,22,22,22,22,22,,
22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,22,1,22,22,22,22,,
22,9,22,22,22,22,10,2,6,7,5,12,22,8,22,22,3,4,1,22,22,22,,
4,22,22,8,3,22,7,3,22,10,5,22,2,22,22,6,2,3,1,9,22,22,,
11,22,22,22,22,22,22,2,6,5,1,22,4,10,22,22,22,8,3,7,22,9,,
Skipped,22,Skipped,22,22,Skipped,5,22,Skipped,3,22,22,1,2,Skipped,Skipped,3,22,2,22,22,22,,
4,22,22,22,22,22,22,6,22,11,22,22,1,22,8,3,15,22,22,10,22,22,,
Skipped,10,Skipped,15,7,Skipped,12,4,Skipped,14,13,11,5,Skipped,Skipped,Skipped,1,3,2,6,Skipped,Skipped,,
22,7,22,11,22,22,16,1,9,4,3,15,6,14,22,22,8,2,5,10,22,22,,
Skipped,8,11,Skipped,6,14,9,2,Skipped,15,7,4,1,13,Skipped,Skipped,3,5,12,10,Skipped,Skipped,,
22,3,22,22,3,22,2,1,2,3,1,22,1,2,22,22,1,2,1,3,22,22,,
12,6,Skipped,8,11,Skipped,5,10,9,13,1,14,3,10,15,Skipped,2,5,7,4,Skipped,16,,
2,1,11,4,14,20,6,3,18,17,12,5,16,19,22,15,7,21,9,10,8,13,,
22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
Skipped,Skipped,Skipped,Skipped,7,Skipped,4,6,Skipped,Skipped,Skipped,Skipped,1,8,Skipped,Skipped,5,Skipped,2,3,Skipped,Skipped,,
18,22,22,20,3,22,2,1,12,13,10,8,7,16,17,19,11,6,5,9,14,22,,
22,22,22,22,22,22,22,1,22,22,2,22,22,22,22,22,22,22,22,22,22,22,,
22,4,19,19,10,20,3,9,19,19,19,19,2,19,19,21,1,6,8,5,19,7,,
22,22,22,22,22,22,5,3,22,22,22,22,22,4,22,22,1,22,2,22,22,22,,
Skipped,4,Skipped,Skipped,Skipped,Skipped,17,3,7,5,1,Skipped,10,6,Skipped,Skipped,12,Skipped,2,Skipped,Skipped,Skipped,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
Skipped,10,Skipped,Skipped,12,Skipped,13,3,5,9,6,14,7,8,Skipped,Skipped,4,1,2,11,Skipped,15,,
Skipped,6,9,Skipped,7,Skipped,14,1,11,14,2,14,5,22,16,10,8,4,3,15,17,18,,
22,5,22,22,22,22,3,22,22,22,2,22,22,22,22,22,6,1,22,4,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
12,10,16,17,4,Skipped,3,7,15,13,5,14,1,20,9,8,19,2,18,6,11,Skipped,,
22,6,9,17,18,14,15,1,12,4,3,16,5,13,21,22,8,2,7,10,19,11,,
22,9,14,22,6,22,4,5,8,12,13,15,1,11,22,22,3,7,2,10,22,16,,
19,9,16,20,14,22,10,2,5,8,3,15,1,13,17,22,4,6,7,11,18,12,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,6,Skipped,2,1,Skipped,1,5,10,Skipped,1,Skipped,5,2,Skipped,Skipped,,
22,9,22,22,9,22,7,6,22,2,7,22,3,9,22,22,1,4,9,4,22,22,,
7,6,20,2,10,14,5,9,17,18,11,15,12,3,6,1,19,16,13,4,8,21,,
22,22,22,22,22,22,22,1,22,22,2,22,22,22,22,22,4,3,22,22,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,3,22,22,22,1,22,22,22,22,22,,
Skipped,15,Skipped,7,6,Skipped,9,5,11,14,8,16,2,12,Skipped,Skipped,4,13,3,10,Skipped,17,,
22,22,22,22,22,22,22,3,22,4,2,22,1,22,22,22,5,22,22,22,22,22,,
22,16,22,22,13,22,22,1,20,21,14,22,15,19,22,22,17,22,18,22,22,22,,
22,22,22,22,22,22,5,22,22,3,22,22,6,4,22,22,2,22,1,22,22,22,,
1,11,19,8,4,22,6,14,20,17,13,16,3,21,10,2,12,9,5,7,15,18,,
22,2,22,22,9,22,6,8,10,13,4,22,12,11,22,22,5,1,7,3,14,4,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,22,22,22,22,6,22,22,5,22,2,22,22,22,3,4,1,22,22,22,,
16,4,12,10,16,Skipped,11,3,8,6,2,9,1,16,16,16,7,5,14,15,13,16,,
22,6,22,22,22,22,4,2,22,8,22,22,1,7,22,9,3,22,5,22,22,22,,
Skipped,8,Skipped,19,14,Skipped,12,5,15,6,4,11,2,10,16,Skipped,1,9,3,7,17,18,,
11,6,15,21,3,13,9,1,19,12,2,16,5,20,10,21,14,4,7,8,18,21,,
22,18,11,20,4,10,8,1,15,17,7,14,2,9,5,21,6,12,19,3,13,16,,
22,22,22,22,22,22,6,4,22,22,2,22,3,7,22,22,1,22,5,22,22,22,,
22,6,22,22,11,22,7,2,5,14,4,13,3,12,22,22,10,9,1,8,22,22,,
22,12,22,22,13,22,7,2,6,11,1,22,10,3,22,22,1,5,4,9,8,22,,
15,11,9,Skipped,6,Skipped,14,3,16,9,2,6,5,12,9,Skipped,1,6,4,11,Skipped,13,,
18,14,16,15,9,22,8,1,11,3,2,13,6,12,20,21,7,5,4,10,17,19,,
5,6,15,13,7,19,1,3,14,21,8,17,2,22,12,4,9,18,16,10,11,20,,
22,10,12,18,7,21,11,1,15,8,2,17,9,15,16,19,3,5,6,4,20,15,,
20,15,11,7,19,14,13,1,12,18,8,2,17,9,21,22,5,3,6,4,10,16,,
5,15,17,19,11,Skipped,6,3,22,8,12,13,1,4,10,7,2,16,9,20,14,21,,
22,13,17,11,14,22,5,3,9,8,6,22,1,15,16,22,2,7,10,4,12,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,10,22,22,11,22,12,4,7,3,5,13,9,2,15,22,8,6,1,22,22,14,,
17,13,10,12,11,21,8,4,15,9,3,19,1,18,16,20,2,7,5,6,20,14,,
19,7,13,14,12,22,9,1,8,11,5,15,4,22,22,18,6,3,2,10,16,17,,
22,22,22,22,22,22,5,8,22,22,4,22,2,7,22,22,1,22,6,3,22,22,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,6,Skipped,2,Skipped,Skipped,Skipped,1,Skipped,4,3,Skipped,Skipped,,
22,4,22,22,22,22,22,3,8,2,22,22,22,6,22,22,7,5,1,22,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,22,22,22,,
22,9,22,17,11,22,4,1,6,13,5,12,3,14,16,22,3,2,7,10,8,15,,
22,9,22,22,11,22,5,6,14,4,7,13,3,1,12,22,2,22,8,15,22,10,,
20,12,10,19,15,22,8,4,7,9,3,16,2,17,11,21,1,6,5,14,18,13,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
21,7,20,17,6,22,13,5,9,11,4,14,1,10,18,19,2,3,15,8,16,12,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
Skipped,13,18,Skipped,17,Skipped,3,12,11,7,5,15,1,10,8,Skipped,2,4,6,9,16,14,,
22,13,22,22,14,22,3,2,8,7,5,22,4,12,15,22,1,6,9,11,10,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,7,22,22,2,10,14,1,9,11,3,5,15,16,17,22,8,4,12,13,22,22,,
22,22,22,22,22,22,22,1,22,22,22,22,Skipped,22,22,22,22,22,22,22,22,22,,
4,12,9,16,14,22,8,5,13,18,6,15,2,1,10,3,17,7,19,11,21,20,,
21,6,17,14,10,19,22,1,4,13,2,12,7,11,20,16,8,3,9,5,18,15,,
4,22,22,2,22,22,9,15,22,22,22,22,7,6,22,3,13,22,8,22,22,22,,
Skipped,9,Skipped,14,3,Skipped,11,1,12,4,5,6,10,13,16,Skipped,7,8,2,17,15,Skipped,,
22,22,22,22,22,22,22,1,4,22,2,22,22,22,22,22,22,3,5,22,22,22,,
18,4,10,19,22,16,1,7,13,5,9,20,2,12,14,8,6,15,11,3,21,17,,
22,5,22,22,22,22,6,3,22,10,22,22,2,7,9,22,1,22,4,8,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,1,4,5,22,3,22,2,22,22,22,,
22,3,9,16,13,18,7,8,5,4,1,12,2,10,15,22,17,6,14,11,19,22,,
22,9,22,22,8,22,12,1,13,14,7,10,6,5,22,22,3,4,2,11,22,22,,
22,4,22,22,22,13,22,1,10,7,2,12,8,14,22,22,5,3,9,6,22,22,,
Skipped,10,Skipped,Skipped,Skipped,Skipped,8,9,Skipped,4,7,Skipped,1,3,Skipped,Skipped,5,Skipped,6,2,Skipped,Skipped,,
Skipped,9,6,14,6,17,12,1,6,4,2,11,5,15,13,Skipped,8,5,3,7,16,10,,
19,16,12,20,4,17,7,1,15,6,13,10,14,3,9,18,5,8,2,11,21,22,,
11,7,22,22,22,22,22,6,9,4,3,22,1,8,22,10,2,22,5,22,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
11,10,17,3,10,12,14,7,14,10,9,10,20,12,20,10,7,11,16,21,10,9,,
19,16,12,21,17,22,4,5,14,8,2,11,1,9,10,20,3,7,6,13,18,15,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
10,22,22,9,22,22,6,1,22,8,4,7,3,12,22,22,5,11,2,22,22,22,,
22,22,22,4,22,22,5,22,22,22,22,22,3,22,22,22,1,22,22,2,22,22,,
3,12,15,8,9,19,22,7,21,18,14,17,2,6,4,20,1,16,5,11,10,13,,
22,13,22,22,12,22,10,1,11,3,4,22,7,6,22,22,2,8,5,9,22,22,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,9,3,7,10,4,11,2,12,Skipped,Skipped,1,8,5,6,Skipped,Skipped,,
19,3,13,17,4,21,16,1,2,11,6,7,15,9,18,21,10,5,22,12,14,8,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
19,6,8,20,12,22,15,5,9,7,1,11,3,13,17,18,4,2,10,14,21,16,,
Skipped,10,8,Skipped,9,Skipped,7,9,13,10,2,Skipped,1,Skipped,6,Skipped,5,6,2,4,14,Skipped,,
22,12,22,22,22,22,1,8,22,18,20,22,22,22,22,21,22,22,22,22,17,22,,
22,7,22,22,8,22,22,1,6,13,2,12,4,22,14,22,5,3,10,9,11,22,,
22,22,22,22,22,22,3,4,5,22,22,22,22,22,22,22,1,22,2,22,22,22,,
Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,2,4,Skipped,Skipped,Skipped,7,5,Skipped,Skipped,3,Skipped,1,Skipped,Skipped,Skipped,,
22,22,22,22,22,22,22,22,22,22,22,22,2,22,22,22,1,22,3,22,22,22,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,5,5,2,1,Skipped,4,Skipped,Skipped,Skipped,2,7,7,6,Skipped,Skipped,,
21,8,11,10,7,14,13,1,9,19,6,12,3,15,17,22,4,2,5,20,16,18,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
13,17,10,12,Skipped,Skipped,19,1,Skipped,3,11,9,6,15,Skipped,8,2,4,5,7,13,22,,
17,9,17,17,6,17,10,2,8,3,5,17,4,7,17,17,4,6,1,10,17,17,,
15,8,22,5,17,12,3,6,16,4,9,22,1,10,13,22,7,14,2,11,22,22,,
1,22,3,22,22,4,22,22,22,22,22,22,22,22,22,4,22,22,22,22,2,5,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,16,5,10,Skipped,15,1,Skipped,Skipped,3,12,8,Skipped,Skipped,Skipped,,
2,5,Skipped,6,3,Skipped,10,2,Skipped,12,8,Skipped,1,7,Skipped,6,2,3,1,5,Skipped,Skipped,,
16,14,15,15,8,22,5,7,10,9,3,12,6,2,11,15,4,22,1,13,15,15,,
22,12,11,20,14,19,7,1,10,17,4,9,15,13,18,22,5,2,3,6,16,8,,
22,22,9,22,22,22,22,3,7,8,6,22,2,10,22,22,5,1,4,22,22,22,,
22,14,12,22,7,19,6,2,13,9,8,11,1,15,17,22,3,5,10,4,18,16,,
22,11,22,22,10,22,8,6,9,7,3,12,1,22,22,22,2,13,4,5,22,22,,
22,11,22,22,22,22,22,8,5,2,1,22,9,7,22,22,4,3,6,10,22,22,,
22,22,22,22,13,8,5,7,10,6,9,22,3,11,9,22,2,22,4,1,22,22,,
21,4,13,12,16,5,19,1,8,18,3,9,15,7,11,22,6,2,17,14,20,10,,
21,6,13,19,9,22,11,3,8,14,1,16,2,15,12,18,5,7,4,10,20,17,,
22,22,22,22,10,22,4,7,11,6,3,22,1,12,22,22,2,22,5,22,22,22,,
4,21,10,18,8,22,6,3,15,13,11,17,14,1,16,5,7,9,2,19,12,20,,
22,22,22,22,22,22,6,1,22,22,2,8,3,22,22,22,4,5,22,7,22,22,,
12,5,16,20,9,22,8,3,10,8,4,10,1,21,7,15,2,5,11,10,6,12,,
Skipped,10,Skipped,Skipped,6,Skipped,8,3,Skipped,Skipped,7,10,2,6,8,Skipped,3,Skipped,2,Skipped,Skipped,Skipped,,
Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,1,7,Skipped,6,Skipped,Skipped,Skipped,3,Skipped,2,Skipped,Skipped,Skipped,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,11,22,22,11,22,10,3,9,6,7,11,1,14,22,22,2,5,8,4,22,22,,
19,3,21,21,21,22,21,1,21,21,2,21,21,21,21,21,20,21,5,21,21,21,,
Skipped,3,Skipped,Skipped,Skipped,Skipped,5,2,4,22,3,Skipped,22,22,Skipped,Skipped,5,4,1,Skipped,Skipped,Skipped,,
Skipped,22,Skipped,Skipped,9,Skipped,11,1,3,22,5,12,7,2,22,Skipped,4,6,8,10,22,Skipped,,
22,1,22,22,14,22,6,4,8,12,1,13,5,11,9,22,3,7,10,22,22,15,,
Skipped,9,12,13,12,14,11,1,8,7,6,12,3,10,14,Skipped,2,5,4,7,13,13,,
22,7,15,17,13,16,9,6,5,3,1,10,2,5,12,18,8,4,14,6,14,11,,
21,13,19,17,15,16,11,1,7,9,5,11,6,12,18,22,4,2,3,8,20,14,,
Skipped,5,Skipped,6,Skipped,Skipped,1,8,Skipped,Skipped,Skipped,Skipped,2,7,Skipped,Skipped,10,Skipped,4,Skipped,9,Skipped,,
22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,15,5,22,2,22,1,8,20,13,17,11,4,6,12,22,9,14,7,3,19,10,,
18,9,21,17,13,20,10,7,8,6,5,14,1,16,19,22,2,11,15,4,3,12,,
Skipped,12,Skipped,Skipped,21,Skipped,22,11,8,3,9,10,20,1,Skipped,Skipped,2,7,19,6,5,4,,
22,5,22,22,9,22,10,6,22,1,11,22,3,8,22,22,4,7,2,22,22,22,,
12,10,20,17,16,22,15,1,7,9,2,14,4,8,21,13,5,3,6,11,19,18,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
18,11,12,20,16,15,7,3,9,13,5,14,4,19,17,21,1,10,2,6,19,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
8,19,20,13,3,16,2,1,15,6,10,7,14,17,18,9,22,4,12,5,11,21,,
22,22,22,22,22,22,5,4,22,22,22,22,1,22,22,22,2,22,3,22,22,22,,
Skipped,4,Skipped,11,12,Skipped,6,5,Skipped,7,9,14,2,10,13,Skipped,3,15,1,8,16,Skipped,,
5,9,Skipped,2,12,Skipped,3,4,Skipped,Skipped,6,10,1,12,Skipped,Skipped,8,7,Skipped,11,Skipped,Skipped,,
18,3,11,22,7,17,5,1,16,10,2,13,12,19,9,Skipped,4,8,15,6,14,20,,
20,17,13,18,10,22,4,3,1,12,7,19,2,15,9,21,6,11,5,14,8,16,,
22,22,22,22,5,22,22,4,22,6,22,22,1,22,22,22,3,7,2,22,22,22,,
22,13,11,22,10,22,7,3,10,6,1,5,2,14,15,22,2,4,9,8,22,12,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,22,22,22,22,22,22,22,2,22,3,22,22,1,4,22,22,22,22,22,,
22,9,22,22,5,22,3,3,22,22,3,10,2,11,22,22,1,7,6,8,22,22,,
14,11,16,21,10,18,2,1,6,4,3,13,22,17,19,15,7,12,5,8,20,9,,
22,22,22,22,5,9,22,1,22,7,4,3,5,22,22,22,8,2,22,6,22,22,,
22,4,11,17,13,21,16,3,8,2,5,15,1,14,18,19,6,9,10,7,20,12,,
22,9,10,22,11,22,8,1,12,7,2,15,5,14,13,22,3,4,6,22,22,22,,
5,16,13,11,17,9,14,4,22,15,8,10,3,7,1,12,2,21,6,18,19,20,,
21,9,19,16,6,13,14,1,10,5,4,11,2,8,20,22,12,3,7,17,15,18,,
Skipped,10,7,Skipped,13,Skipped,14,5,15,12,4,9,2,16,Skipped,Skipped,3,1,11,6,Skipped,8,,
Skipped,10,16,Skipped,14,Skipped,11,3,15,6,8,13,4,2,Skipped,Skipped,5,7,1,12,Skipped,Skipped,,
22,3,22,22,22,22,10,1,22,7,2,22,6,11,22,22,5,8,4,9,22,22,,
22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,2,22,22,22,22,22,,
12,7,11,22,9,22,8,5,22,11,10,11,2,22,22,11,1,22,3,6,4,22,,
22,7,16,21,17,20,2,9,3,12,4,19,1,15,10,14,6,13,5,8,11,18,,
22,11,12,8,7,21,14,1,16,5,2,15,9,13,17,19,3,4,6,10,18,20,,
12,11,21,21,21,21,6,3,8,7,2,21,1,10,21,12,22,9,5,4,21,21,,
22,19,15,16,19,19,6,2,19,7,9,14,8,4,11,10,12,5,1,3,21,13,,
13,22,22,18,3,22,11,4,2,7,8,11,5,1,22,14,10,9,6,17,12,15,,
22,3,22,22,22,22,22,4,22,22,2,22,22,22,22,22,5,1,22,22,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
4,22,22,22,22,8,3,1,22,22,22,22,5,22,22,22,22,6,7,2,22,22,,
19,10,22,22,15,18,11,3,13,4,7,9,5,2,16,22,6,12,1,8,14,17,,
