rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,Num Cands,Num Seats
1,25,2,25,25,25,25,25,25,3,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,,
1,8,2,12,14,Skipped,18,9,Skipped,15,Skipped,Skipped,4,Skipped,Skipped,Skipped,6,5,16,3,10,7,13,Skipped,11,,
1,7,1,10,5,9,8,2,4,13,6,7,7,12,10,9,9,8,9,3,14,8,8,13,14,,
2,5,1,13,16,24,23,8,3,9,6,18,4,25,20,10,7,17,15,14,21,11,12,22,19,,
1,25,2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5,25,3,25,25,25,25,25,,
1,12,6,9,10,12,10,7,12,12,8,12,5,12,12,12,5,2,12,4,13,5,3,12,12,,
4,7,5,13,22,24,23,9,20,15,11,10,12,25,8,18,3,2,17,14,21,1,19,6,16,,
1,5,3,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2,25,25,25,4,25,25,25,,
1,6,2,8,25,25,25,5,25,25,6,7,4,25,25,25,25,4,12,3,25,6,25,25,25,,
1,9,6,8,7,25,11,25,25,25,25,10,2,25,25,25,25,25,25,25,12,25,3,4,5,,
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,,
1,11,2,13,20,18,19,15,10,6,4,17,12,22,9,25,3,5,21,14,16,8,23,7,25,,
2,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,,
2,11,1,12,19,22,16,3,21,23,7,13,4,25,15,17,18,9,5,8,24,10,6,20,14,,
25,25,25,25,25,25,25,25,25,25,1,25,25,25,2,25,25,25,4,25,25,25,3,25,25,,
1,25,2,25,25,25,25,25,25,7,4,25,8,25,25,25,25,25,10,25,25,25,5,25,25,,
1,25,2,25,5,6,6,4,25,25,25,25,25,25,3,25,25,25,25,25,25,25,25,25,25,,
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,,
1,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,6,4,2,11,8,Skipped,Skipped,12,7,Skipped,15,9,14,10,Skipped,5,13,,
1,4,1,7,6,7,6,4,5,3,2,7,4,7,4,6,5,6,4,5,8,6,4,8,6,,
1,3,2,13,15,6,25,8,Skipped,21,13,13,14,4,8,Skipped,21,5,Skipped,7,25,21,9,21,21,,
1,1,4,19,12,23,10,19,15,17,22,15,22,21,17,12,25,15,16,24,25,15,22,8,25,,
1,25,2,25,7,5,4,25,25,25,3,25,25,25,25,25,25,25,25,25,25,25,6,25,25,,
1,7,1,4,25,25,25,25,25,6,25,25,7,25,7,25,2,2,4,3,25,2,4,25,5,,
1,Skipped,2,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,4,Skipped,Skipped,6,Skipped,Skipped,Skipped,,
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,,
1,16,2,14,25,15,25,14,25,15,3,6,13,15,13,25,4,7,9,8,12,4,10,5,11,,
1,4,2,19,21,25,23,10,6,5,3,15,9,24,14,13,17,22,12,7,16,18,8,11,20,,
2,25,1,25,25,25,25,8,4,25,3,25,7,25,25,25,25,5,25,25,25,25,6,25,25,,
1,3,7,17,25,25,25,15,10,8,11,16,6,25,25,13,12,4,14,2,25,5,9,19,18,,
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,,
