rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,Num Cands,Num Seats
Skipped,2,4,17,Skipped,6,13,20,Skipped,12,18,5,16,15,19,Skipped,Skipped,7,8,1,11,3,14,Skipped,10,9,,
11,1,11,11,25,11,24,22,3,7,17,17,7,3,11,17,10,7,26,3,3,2,17,21,23,11,,
12,1,15,9,17,5,21,19,23,3,18,16,7,11,22,4,13,6,25,8,20,2,26,24,14,10,,
19,1,10,12,8,6,9,Skipped,Skipped,2,20,14,11,26,17,4,18,Skipped,5,7,Skipped,13,15,25,3,16,,
5,1,9,11,16,9,24,26,17,3,15,11,3,5,12,21,11,7,25,4,10,2,10,15,22,8,,
21,1,13,6,12,15,25,22,14,3,19,8,7,10,16,24,20,5,23,9,11,2,17,18,26,4,,
Skipped,15,19,8,1,17,18,16,9,5,Skipped,11,20,Skipped,4,10,Skipped,7,6,3,12,13,Skipped,14,2,Skipped,,
3,1,7,Skipped,11,5,Skipped,Skipped,10,Skipped,6,Skipped,4,8,15,Skipped,Skipped,Skipped,Skipped,2,9,26,12,13,Skipped,Skipped,,
8,2,11,3,13,Skipped,26,Skipped,Skipped,3,19,7,6,9,Skipped,24,Skipped,Skipped,Skipped,4,10,1,Skipped,Skipped,24,Skipped,,
11,2,Skipped,12,15,5,Skipped,17,13,Skipped,16,Skipped,7,3,14,Skipped,Skipped,4,Skipped,10,9,1,6,Skipped,Skipped,8,,
12,1,21,11,25,7,21,22,8,21,21,9,10,6,14,13,21,3,15,5,16,2,26,21,21,4,,
13,2,12,8,18,20,25,23,14,3,16,11,6,5,17,22,19,7,26,4,10,1,24,15,21,9,,
9,1,17,13,8,14,26,24,10,4,21,5,6,3,18,12,19,7,25,15,11,2,20,22,23,16,,
Skipped,1,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,4,,
6,1,7,4,9,6,Skipped,Skipped,5,4,9,6,6,6,7,9,Skipped,4,Skipped,3,7,2,10,Skipped,Skipped,4,,
9,1,13,13,Skipped,11,12,Skipped,Skipped,6,14,10,7,7,Skipped,12,Skipped,2,Skipped,4,8,5,Skipped,14,Skipped,3,,
8,1,8,5,9,8,Skipped,Skipped,9,3,Skipped,7,4,6,Skipped,8,Skipped,5,Skipped,7,9,2,10,Skipped,Skipped,5,,
8,1,14,5,10,11,Skipped,Skipped,9,6,10,9,3,8,Skipped,Skipped,12,3,Skipped,4,12,2,13,Skipped,Skipped,4,,
12,2,13,5,15,16,22,20,10,3,23,6,7,18,14,19,Skipped,4,Skipped,11,8,1,Skipped,21,17,9,,
8,1,15,6,12,10,24,23,17,5,21,11,4,3,13,22,16,Skipped,25,7,14,2,19,20,18,9,,
6,1,5,6,10,5,Skipped,Skipped,Skipped,6,10,Skipped,5,12,6,Skipped,10,2,Skipped,Skipped,Skipped,4,5,Skipped,Skipped,2,,
9,1,12,4,8,21,20,18,10,2,15,7,19,14,22,16,11,5,17,Skipped,20,3,13,Skipped,Skipped,6,,
Skipped,1,10,11,8,9,Skipped,Skipped,Skipped,Skipped,Skipped,5,3,2,Skipped,Skipped,Skipped,7,Skipped,12,4,Skipped,Skipped,Skipped,Skipped,6,,
15,2,8,10,18,12,19,21,26,3,11,13,7,14,16,24,25,5,23,4,6,1,17,20,22,9,,
23,2,16,7,13,14,21,24,12,3,18,5,11,10,15,19,17,9,26,4,6,1,22,25,20,8,,
2,1,13,8,15,6,26,26,18,2,17,15,11,16,14,16,24,4,25,5,10,7,12,3,23,9,,
Skipped,3,4,Skipped,1,Skipped,25,Skipped,20,23,6,5,Skipped,Skipped,10,21,Skipped,Skipped,26,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,,
Skipped,2,3,Skipped,Skipped,5,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,,
12,1,16,10,23,15,26,25,23,6,23,7,5,4,23,23,23,9,23,11,3,2,13,23,23,8,,
13,2,12,9,17,16,23,25,14,3,19,11,6,5,20,22,15,7,23,4,8,1,24,18,21,10,,
Skipped,1,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,2,4,Skipped,Skipped,Skipped,26,Skipped,Skipped,3,Skipped,2,Skipped,2,Skipped,Skipped,Skipped,4,,
23,1,10,14,12,13,25,16,18,4,22,7,6,17,11,15,21,5,26,3,9,2,20,19,24,8,,
3,1,11,6,11,10,Skipped,16,14,4,12,15,4,8,7,Skipped,10,12,Skipped,9,14,2,Skipped,Skipped,Skipped,7,,
12,1,15,10,13,16,Skipped,Skipped,14,9,Skipped,6,5,4,Skipped,Skipped,Skipped,8,Skipped,11,3,2,Skipped,Skipped,Skipped,7,,
Skipped,1,14,10,Skipped,15,17,16,13,4,Skipped,7,3,5,Skipped,Skipped,Skipped,9,Skipped,12,6,2,11,Skipped,Skipped,8,,
22,1,7,11,21,6,4,25,24,13,16,17,12,15,14,3,26,10,5,8,23,2,19,20,18,9,,
Skipped,Skipped,9,Skipped,8,10,Skipped,Skipped,Skipped,4,Skipped,5,3,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,7,Skipped,Skipped,Skipped,6,,
14,1,18,10,17,20,23,22,16,7,19,6,4,3,Skipped,15,Skipped,9,Skipped,12,5,2,13,21,11,8,,
12,1,14,7,16,18,26,24,13,3,17,11,10,4,19,23,20,6,25,5,8,2,22,15,21,9,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
7,1,Skipped,Skipped,Skipped,8,Skipped,Skipped,Skipped,2,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,3,Skipped,6,Skipped,4,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,4,3,1,Skipped,Skipped,Skipped,Skipped,Skipped,6,2,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,10,7,9,13,Skipped,Skipped,Skipped,11,Skipped,4,3,2,8,Skipped,Skipped,6,Skipped,12,1,Skipped,Skipped,Skipped,Skipped,5,,
12,1,15,10,14,16,18,17,Skipped,11,Skipped,6,3,4,Skipped,Skipped,Skipped,9,Skipped,13,2,5,7,Skipped,Skipped,8,,
9,1,18,12,16,9,Skipped,Skipped,17,7,Skipped,14,11,10,14,Skipped,15,4,Skipped,5,6,2,17,Skipped,Skipped,3,,
Skipped,Skipped,9,Skipped,Skipped,11,1,Skipped,Skipped,10,Skipped,5,4,3,Skipped,Skipped,Skipped,Skipped,Skipped,7,2,6,Skipped,Skipped,Skipped,8,,
8,1,17,7,16,18,Skipped,Skipped,14,17,22,18,6,18,3,2,16,16,5,18,22,4,14,10,9,12,,
3,1,5,Skipped,Skipped,9,24,Skipped,Skipped,12,17,23,4,20,7,8,18,Skipped,Skipped,6,Skipped,2,12,13,15,14,,
12,1,13,10,17,15,24,24,14,3,18,9,8,4,16,22,19,7,24,5,6,2,23,20,21,11,,
Skipped,1,9,Skipped,Skipped,Skipped,12,11,Skipped,8,Skipped,5,4,3,Skipped,Skipped,Skipped,Skipped,Skipped,10,2,6,Skipped,Skipped,Skipped,7,,
Skipped,Skipped,7,12,8,10,15,14,9,11,Skipped,4,3,2,Skipped,Skipped,Skipped,6,Skipped,13,1,Skipped,Skipped,Skipped,Skipped,5,,
23,1,18,7,15,13,20,21,9,3,17,5,12,8,14,19,24,11,26,4,6,2,22,25,16,10,,
10,1,14,9,13,15,Skipped,Skipped,Skipped,11,Skipped,5,4,3,Skipped,Skipped,Skipped,8,Skipped,12,2,6,Skipped,Skipped,Skipped,7,,
Skipped,1,10,Skipped,Skipped,11,Skipped,Skipped,Skipped,8,Skipped,6,4,3,Skipped,Skipped,Skipped,Skipped,Skipped,9,2,5,Skipped,Skipped,Skipped,7,,
11,2,18,6,16,4,25,26,24,8,15,14,1,10,19,21,22,5,23,9,13,3,17,20,12,7,,
Skipped,1,14,11,13,15,Skipped,Skipped,Skipped,12,Skipped,6,2,3,Skipped,Skipped,Skipped,10,Skipped,8,4,5,7,Skipped,Skipped,9,,
Skipped,1,14,10,12,15,17,16,13,7,Skipped,5,6,3,Skipped,Skipped,Skipped,9,Skipped,11,2,4,Skipped,Skipped,Skipped,8,,
Skipped,1,13,10,11,14,Skipped,Skipped,Skipped,7,Skipped,5,3,2,Skipped,Skipped,Skipped,9,Skipped,12,4,6,Skipped,Skipped,Skipped,8,,
16,1,10,18,Skipped,11,19,14,Skipped,5,17,8,4,2,13,Skipped,Skipped,7,15,3,20,9,12,Skipped,20,6,,
Skipped,1,13,9,12,14,16,15,Skipped,10,Skipped,6,4,3,Skipped,Skipped,Skipped,8,Skipped,11,2,5,Skipped,Skipped,Skipped,7,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
6,3,7,2,Skipped,6,Skipped,Skipped,4,1,11,4,5,Skipped,Skipped,Skipped,10,5,Skipped,Skipped,5,2,Skipped,Skipped,7,5,,
7,1,13,14,12,4,Skipped,Skipped,Skipped,Skipped,10,Skipped,6,3,Skipped,Skipped,9,14,Skipped,2,11,5,8,Skipped,Skipped,14,,
17,1,11,4,16,13,Skipped,Skipped,10,8,Skipped,9,7,19,14,15,20,3,Skipped,6,12,2,18,Skipped,Skipped,5,,
Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,1,6,Skipped,Skipped,Skipped,,
Skipped,Skipped,13,11,12,15,17,16,Skipped,8,Skipped,6,2,4,Skipped,Skipped,Skipped,10,Skipped,14,3,5,7,Skipped,Skipped,9,,
Skipped,3,Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,4,Skipped,7,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,5,,
23,1,14,7,15,13,19,24,12,4,21,5,11,8,16,17,20,10,25,3,6,2,20,22,18,9,,
6,1,17,Skipped,13,9,Skipped,Skipped,Skipped,3,16,10,7,11,14,Skipped,15,4,Skipped,8,Skipped,2,12,Skipped,Skipped,5,,
26,2,7,13,26,12,26,26,25,14,15,10,6,1,26,11,26,5,26,4,8,9,26,26,26,3,,
17,1,13,8,18,3,26,25,23,16,12,15,6,11,21,14,10,2,20,5,19,4,7,24,22,9,,
5,1,4,4,Skipped,4,6,6,Skipped,4,5,2,2,2,Skipped,Skipped,Skipped,Skipped,Skipped,4,2,2,Skipped,4,Skipped,3,,
Skipped,1,15,9,Skipped,14,17,16,Skipped,6,Skipped,7,5,4,Skipped,Skipped,Skipped,Skipped,Skipped,11,3,2,10,13,Skipped,8,,
14,1,4,18,8,6,26,25,12,3,21,22,5,7,10,13,20,11,23,9,24,2,15,16,19,17,,
14,7,4,18,23,15,5,6,21,10,16,13,19,1,12,22,21,17,26,8,3,24,2,12,25,11,,
15,3,9,5,8,Skipped,18,Skipped,6,1,14,4,12,11,16,10,19,Skipped,17,Skipped,7,2,20,21,13,Skipped,,
16,1,Skipped,4,8,Skipped,18,21,9,3,10,6,14,10,15,7,11,Skipped,19,13,11,1,17,20,5,Skipped,,
3,1,3,Skipped,12,3,Skipped,Skipped,12,Skipped,Skipped,Skipped,3,10,Skipped,9,10,7,Skipped,Skipped,Skipped,2,12,Skipped,Skipped,7,,
25,7,12,8,19,16,20,15,18,6,11,4,10,21,3,9,24,22,14,26,2,5,17,13,1,23,,
7,1,Skipped,4,9,8,Skipped,Skipped,12,10,10,14,5,9,9,8,9,2,11,4,13,8,5,Skipped,Skipped,3,,
14,2,16,10,17,9,18,18,18,4,15,11,8,13,18,18,18,6,18,5,7,1,18,3,18,12,,
Skipped,1,11,Skipped,Skipped,6,Skipped,Skipped,Skipped,2,Skipped,9,8,4,Skipped,12,Skipped,Skipped,Skipped,10,7,3,13,Skipped,Skipped,5,,
15,1,13,10,12,16,Skipped,Skipped,11,7,17,6,5,4,Skipped,Skipped,Skipped,9,Skipped,14,3,2,Skipped,Skipped,Skipped,8,,
9,1,15,13,25,10,25,25,17,7,19,6,5,3,25,16,18,12,25,4,2,26,8,25,25,11,,
12,1,17,9,13,14,Skipped,Skipped,21,3,20,5,6,11,15,19,18,7,Skipped,4,10,2,16,22,23,8,,
13,2,10,3,17,15,24,20,11,4,23,9,6,5,22,16,21,12,26,8,7,1,19,18,25,14,,
Skipped,1,12,Skipped,Skipped,12,12,13,Skipped,12,Skipped,Skipped,12,Skipped,12,Skipped,Skipped,Skipped,5,4,6,2,Skipped,Skipped,12,Skipped,,
6,1,7,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,11,Skipped,Skipped,8,Skipped,Skipped,5,Skipped,3,10,Skipped,Skipped,9,,
Skipped,1,11,Skipped,Skipped,12,Skipped,Skipped,Skipped,6,Skipped,7,4,3,Skipped,Skipped,Skipped,Skipped,Skipped,9,2,5,10,Skipped,13,8,,
10,1,20,11,16,4,26,5,5,2,20,14,7,5,20,17,19,10,25,9,12,3,15,21,18,13,,
16,1,6,Skipped,17,4,8,21,Skipped,3,18,10,5,Skipped,11,14,Skipped,22,13,15,20,2,12,7,9,19,,
Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,3,Skipped,7,Skipped,1,Skipped,Skipped,Skipped,4,,
20,1,15,7,14,13,23,25,12,4,17,5,11,8,16,21,22,9,26,3,6,2,19,24,18,10,,
9,1,11,Skipped,6,7,Skipped,Skipped,Skipped,3,Skipped,Skipped,10,12,4,Skipped,Skipped,Skipped,Skipped,8,Skipped,2,5,Skipped,Skipped,Skipped,,
7,2,5,13,5,4,6,8,20,15,17,9,3,19,4,5,5,10,9,10,8,16,12,1,7,5,,
12,2,7,11,Skipped,5,Skipped,Skipped,Skipped,8,Skipped,4,6,13,Skipped,Skipped,Skipped,10,Skipped,1,Skipped,3,Skipped,Skipped,Skipped,9,,
14,1,Skipped,6,Skipped,Skipped,Skipped,Skipped,11,3,Skipped,Skipped,5,9,Skipped,Skipped,10,4,Skipped,8,Skipped,2,13,Skipped,Skipped,7,,
Skipped,1,13,5,Skipped,14,Skipped,Skipped,12,3,Skipped,6,11,8,Skipped,Skipped,Skipped,10,Skipped,2,7,4,Skipped,Skipped,Skipped,9,,
7,1,15,9,11,7,17,19,13,2,12,10,6,4,14,8,14,6,18,5,9,3,16,19,8,10,,
17,2,7,9,16,8,24,25,19,4,21,6,5,12,18,20,15,14,22,3,10,1,11,23,26,13,,
13,1,15,10,Skipped,17,19,18,Skipped,9,Skipped,6,5,4,12,Skipped,Skipped,Skipped,11,14,3,2,7,16,Skipped,8,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
10,1,Skipped,13,Skipped,7,Skipped,Skipped,Skipped,4,Skipped,11,5,6,Skipped,Skipped,Skipped,14,Skipped,3,9,2,8,Skipped,Skipped,12,,
23,7,16,4,15,14,20,22,9,2,18,3,13,6,17,19,17,10,24,1,5,8,21,25,12,11,,
15,1,20,6,12,9,?,?,14,3,16,10,5,8,17,?,18,11,?,4,?,2,13,21,19,7,,
