rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,Num Cands,Num Seats
Skipped,Skipped,1,7,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,3,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,8,5,Skipped,Skipped,Skipped,Skipped,,
13,6,3,Skipped,Skipped,14,Skipped,Skipped,12,Skipped,17,Skipped,Skipped,7,8,5,11,16,Skipped,Skipped,Skipped,4,9,1,Skipped,10,22,Skipped,2,Skipped,15,,
13,2,4,18,28,14,15,11,30,6,27,26,25,19,7,10,12,21,3,31,9,16,24,5,23,8,22,20,1,17,29,,
14,4,2,Skipped,15,13,23,Skipped,9,Skipped,17,Skipped,Skipped,10,5,7,16,22,Skipped,19,20,18,11,3,8,6,12,Skipped,1,Skipped,21,,
12,Skipped,1,Skipped,25,22,Skipped,16,9,13,23,17,14,6,8,2,3,22,15,24,Skipped,Skipped,22,4,14,10,22,12,5,24,7,,
5,20,7,10,29,27,25,14,31,19,26,9,22,18,12,13,6,8,1,23,11,21,24,3,15,4,17,16,2,30,28,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,3,2,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,4,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,,
11,Skipped,4,8,31,14,Skipped,2,18,Skipped,15,Skipped,30,Skipped,Skipped,10,1,9,5,12,Skipped,13,16,3,Skipped,24,6,Skipped,7,Skipped,17,,
Skipped,Skipped,3,11,13,Skipped,Skipped,5,15,10,Skipped,8,18,Skipped,Skipped,Skipped,2,Skipped,17,16,12,7,Skipped,6,14,1,9,19,4,Skipped,Skipped,,
Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,6,Skipped,Skipped,7,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,14,1,13,7,16,Skipped,Skipped,12,5,6,Skipped,Skipped,Skipped,Skipped,Skipped,10,8,2,11,3,9,Skipped,4,15,Skipped,,
Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,5,4,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,,
17,14,19,1,28,23,25,7,12,22,24,13,9,31,16,20,2,30,27,15,6,29,18,26,21,5,4,8,10,11,3,,
26,Skipped,2,Skipped,9,Skipped,Skipped,31,5,6,30,28,Skipped,27,Skipped,25,29,Skipped,Skipped,7,24,4,8,12,11,3,1,Skipped,29,23,10,,
3,Skipped,11,Skipped,Skipped,Skipped,Skipped,Skipped,8,Skipped,Skipped,Skipped,Skipped,6,9,Skipped,Skipped,Skipped,7,Skipped,Skipped,Skipped,Skipped,5,Skipped,4,2,Skipped,10,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
16,24,4,21,14,23,Skipped,Skipped,18,15,12,22,Skipped,7,8,11,1,Skipped,6,Skipped,Skipped,Skipped,13,3,9,5,10,17,2,20,19,,
Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
14,23,3,9,Skipped,22,17,5,18,22,6,Skipped,21,10,8,22,Skipped,1,7,Skipped,12,2,20,4,11,15,13,Skipped,22,19,16,,
4,Skipped,3,5,6,Skipped,Skipped,4,5,1,7,6,6,5,5,4,4,Skipped,5,Skipped,5,7,6,2,7,5,5,5,3,Skipped,5,,
14,29,8,30,19,7,12,20,15,5,27,23,24,9,6,10,2,22,17,18,21,28,13,3,16,1,4,31,11,26,25,,
18,30,2,11,31,30,30,7,22,5,20,23,24,15,12,6,3,9,14,30,13,10,21,4,17,16,8,25,1,30,19,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
7,21,31,24,14,12,16,22,3,15,29,27,26,4,18,1,19,30,13,10,23,17,2,6,20,25,11,28,9,8,5,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
3,1,5,15,31,7,23,18,6,20,30,22,28,17,21,10,8,10,16,19,14,12,9,2,26,13,11,27,4,24,29,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
7,11,3,12,24,5,Skipped,Skipped,8,18,17,Skipped,Skipped,19,9,14,4,6,20,Skipped,15,2,21,16,10,13,1,Skipped,22,Skipped,23,,
20,3,4,Skipped,31,12,26,17,22,2,Skipped,Skipped,Skipped,9,10,5,16,Skipped,6,14,Skipped,8,30,Skipped,Skipped,7,Skipped,Skipped,1,27,Skipped,,
21,18,4,20,22,6,25,1,30,31,26,13,25,25,17,2,9,27,15,10,12,7,28,3,5,16,8,19,29,14,11,,
Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,5,2,Skipped,8,Skipped,9,1,Skipped,7,,
Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,,
5,22,2,22,4,22,22,22,8,Skipped,31,22,22,7,9,3,22,22,Skipped,22,22,22,6,22,22,22,Skipped,22,1,Skipped,22,,
7,11,1,Skipped,18,8,Skipped,Skipped,15,4,20,Skipped,Skipped,10,Skipped,12,6,Skipped,9,Skipped,Skipped,13,17,3,14,5,Skipped,16,2,Skipped,19,,
2,Skipped,7,Skipped,Skipped,Skipped,Skipped,Skipped,4,5,10,Skipped,Skipped,8,Skipped,3,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,11,Skipped,Skipped,Skipped,6,Skipped,9,,
11,Skipped,1,3,18,Skipped,Skipped,15,13,2,31,Skipped,Skipped,14,17,12,10,Skipped,19,Skipped,8,Skipped,4,5,Skipped,7,Skipped,Skipped,6,16,9,,
20,10,9,14,13,21,18,27,12,5,17,29,23,25,11,7,3,28,4,24,15,19,6,2,26,1,22,30,8,16,31,,
12,5,1,20,28,9,23,19,17,24,27,29,30,7,10,4,2,16,8,15,21,13,14,18,26,6,11,31,3,22,25,,
25,20,3,10,14,17,10,4,22,25,14,25,17,19,2,1,10,17,10,21,22,14,Skipped,10,10,27,4,14,27,Skipped,Skipped,,
Skipped,Skipped,3,7,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,5,Skipped,1,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,1,Skipped,3,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,,
11,25,4,12,19,26,22,8,14,5,31,27,29,30,7,20,6,13,3,24,17,18,15,16,9,1,10,29,2,23,21,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,5,Skipped,1,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
14,15,13,8,17,26,24,21,12,2,10,20,18,6,7,1,9,27,Skipped,11,23,28,16,4,5,3,Skipped,19,22,25,Skipped,,
1,22,3,18,31,26,23,6,21,7,16,15,29,28,9,20,8,30,10,27,14,4,12,2,25,11,5,17,13,24,19,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,3,Skipped,Skipped,1,Skipped,Skipped,,
13,7,2,Skipped,16,3,Skipped,Skipped,14,4,17,Skipped,Skipped,10,11,15,8,5,6,Skipped,Skipped,Skipped,18,1,Skipped,12,9,Skipped,3,Skipped,19,,
Skipped,Skipped,1,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,,
10,Skipped,6,Skipped,Skipped,9,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,7,8,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,2,3,Skipped,1,Skipped,Skipped,,
15,Skipped,4,3,20,Skipped,27,6,23,1,21,22,25,10,2,9,12,17,14,Skipped,19,18,26,11,16,7,5,13,8,28,24,,
9,Skipped,4,20,2,20,20,12,8,21,Skipped,Skipped,20,Skipped,11,1,20,20,Skipped,20,5,3,Skipped,Skipped,Skipped,10,7,20,Skipped,Skipped,6,,
19,Skipped,15,Skipped,20,Skipped,Skipped,9,8,17,21,11,13,14,13,7,4,Skipped,10,Skipped,Skipped,Skipped,5,1,6,16,3,12,2,Skipped,18,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
13,6,1,Skipped,14,12,Skipped,Skipped,31,Skipped,Skipped,Skipped,Skipped,7,8,12,15,4,Skipped,5,Skipped,Skipped,10,3,Skipped,Skipped,Skipped,Skipped,2,Skipped,9,,
7,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,9,Skipped,Skipped,Skipped,Skipped,5,Skipped,6,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,1,Skipped,8,,
27,30,1,15,22,19,24,2,20,11,31,21,28,3,8,7,4,18,10,17,16,12,9,14,6,13,25,30,5,23,24,,
Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,25,Skipped,Skipped,Skipped,7,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,,
3,Skipped,9,9,10,14,12,Skipped,5,1,Skipped,14,18,6,8,2,Skipped,18,Skipped,Skipped,Skipped,Skipped,Skipped,11,14,Skipped,7,18,18,Skipped,14,,
20,16,4,11,30,17,19,13,21,18,31,25,24,22,10,8,3,2,6,23,12,5,29,15,14,9,7,26,1,27,28,,
8,Skipped,3,Skipped,11,7,Skipped,Skipped,9,Skipped,Skipped,Skipped,Skipped,13,Skipped,Skipped,1,Skipped,4,6,Skipped,Skipped,Skipped,2,5,31,Skipped,Skipped,12,Skipped,10,,
2,Skipped,3,Skipped,11,12,Skipped,Skipped,6,8,16,Skipped,Skipped,4,5,9,1,Skipped,Skipped,13,Skipped,Skipped,15,Skipped,Skipped,10,Skipped,Skipped,7,Skipped,14,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,1,Skipped,Skipped,Skipped,Skipped,,
2,Skipped,5,Skipped,11,4,10,Skipped,Skipped,9,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,6,8,Skipped,Skipped,Skipped,Skipped,Skipped,3,7,Skipped,,
20,4,7,16,21,5,23,10,18,27,31,12,11,26,25,9,6,2,29,13,22,15,14,8,24,1,28,19,3,30,17,,
23,25,8,7,26,11,24,2,28,9,31,27,29,21,20,16,4,10,18,13,14,12,22,15,3,6,5,17,1,19,30,,
Skipped,14,1,3,14,Skipped,Skipped,14,Skipped,Skipped,8,Skipped,4,Skipped,Skipped,Skipped,14,8,Skipped,Skipped,8,Skipped,8,2,Skipped,Skipped,Skipped,14,Skipped,14,8,,
14,5,1,Skipped,12,Skipped,Skipped,Skipped,16,3,11,Skipped,Skipped,Skipped,4,2,7,Skipped,Skipped,Skipped,Skipped,Skipped,6,13,Skipped,9,10,Skipped,8,Skipped,15,,
9,Skipped,2,Skipped,7,Skipped,Skipped,Skipped,10,Skipped,Skipped,Skipped,Skipped,Skipped,5,4,1,Skipped,8,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,6,,
Skipped,6,Skipped,5,Skipped,Skipped,10,Skipped,Skipped,Skipped,2,10,Skipped,Skipped,Skipped,3,11,31,9,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,8,11,4,Skipped,7,,
23,11,8,6,2,12,19,3,15,18,16,21,31,7,4,5,25,13,26,27,10,17,9,20,30,24,28,21,1,30,14,,
23,22,2,6,26,8,27,4,29,24,13,12,10,17,25,31,19,1,21,14,7,11,9,15,16,5,18,20,3,30,28,,
20,5,1,19,30,9,21,3,23,13,24,26,27,6,10,25,2,17,16,31,18,7,8,4,14,12,11,29,15,29,22,,
30,Skipped,1,14,22,Skipped,Skipped,Skipped,26,5,29,11,Skipped,27,11,Skipped,9,10,4,Skipped,Skipped,Skipped,11,2,12,3,6,18,17,Skipped,16,,
4,Skipped,1,Skipped,5,Skipped,Skipped,Skipped,10,Skipped,8,Skipped,Skipped,Skipped,9,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,7,Skipped,6,,
22,19,5,7,22,23,13,26,10,18,3,10,28,26,4,27,17,26,2,9,10,17,22,26,8,1,30,15,6,31,29,,
Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,7,Skipped,Skipped,Skipped,Skipped,6,9,8,Skipped,Skipped,Skipped,Skipped,Skipped,11,2,Skipped,3,4,Skipped,5,Skipped,Skipped,,
24,26,1,9,28,4,31,3,22,20,11,23,27,25,21,6,8,2,13,16,5,15,7,10,19,18,12,17,14,29,30,,
22,16,17,8,30,9,24,7,21,2,23,28,29,11,5,26,6,25,12,19,15,13,10,4,18,1,3,27,14,20,31,,
7,Skipped,4,Skipped,17,Skipped,Skipped,Skipped,16,2,14,Skipped,Skipped,5,13,9,3,Skipped,8,Skipped,Skipped,Skipped,12,6,10,11,Skipped,Skipped,1,Skipped,15,,
Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,2,Skipped,Skipped,5,Skipped,Skipped,,
10,Skipped,1,13,24,8,Skipped,23,25,5,21,Skipped,Skipped,9,17,12,4,20,6,16,14,11,22,7,18,15,2,Skipped,3,Skipped,19,,
Skipped,Skipped,4,Skipped,12,11,Skipped,Skipped,9,Skipped,13,Skipped,Skipped,10,Skipped,5,1,7,18,17,Skipped,15,8,3,Skipped,6,16,Skipped,2,Skipped,14,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,1,1,1,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,,
Skipped,Skipped,4,Skipped,31,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,1,Skipped,Skipped,Skipped,3,,
Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,,
10,28,15,8,24,16,13,29,30,25,19,7,9,22,20,23,12,2,3,17,14,4,26,21,11,18,1,5,31,6,27,,
Skipped,Skipped,5,Skipped,3,Skipped,Skipped,6,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,31,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,7,Skipped,Skipped,Skipped,Skipped,4,Skipped,,
16,16,4,10,23,10,Skipped,Skipped,10,6,11,Skipped,10,9,Skipped,5,2,16,7,23,Skipped,23,10,1,16,8,Skipped,Skipped,3,10,16,,
8,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,10,Skipped,Skipped,5,4,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,7,Skipped,Skipped,6,Skipped,Skipped,2,Skipped,9,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,1,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
11,2,3,13,30,4,19,18,5,10,31,25,24,16,9,14,20,29,28,21,8,22,23,1,17,6,12,26,7,15,27,,
Skipped,Skipped,1,12,21,8,Skipped,21,15,14,21,10,Skipped,17,7,Skipped,5,4,11,17,3,6,21,15,16,9,Skipped,Skipped,2,10,Skipped,,
11,10,1,Skipped,4,Skipped,Skipped,Skipped,12,Skipped,15,Skipped,Skipped,8,3,2,9,13,Skipped,Skipped,Skipped,Skipped,6,Skipped,Skipped,7,Skipped,Skipped,14,Skipped,5,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,,
Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,1,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
8,28,2,7,6,11,25,3,20,26,23,29,30,18,9,12,28,22,21,28,4,10,7,28,31,18,18,20,1,19,14,,
8,Skipped,1,Skipped,6,Skipped,Skipped,Skipped,9,Skipped,30,Skipped,Skipped,10,31,5,2,Skipped,Skipped,Skipped,Skipped,Skipped,7,Skipped,Skipped,4,Skipped,Skipped,3,Skipped,Skipped,,
15,Skipped,2,Skipped,Skipped,1,9,5,Skipped,Skipped,Skipped,Skipped,Skipped,6,12,Skipped,Skipped,11,4,10,Skipped,14,13,7,8,Skipped,Skipped,Skipped,3,Skipped,Skipped,,
19,25,4,16,12,15,26,3,17,Skipped,13,24,29,9,11,10,7,27,8,23,20,30,18,2,22,1,5,21,6,28,14,,
17,6,15,16,12,5,29,3,23,11,22,26,28,2,4,20,9,27,Skipped,8,21,24,7,19,14,18,10,31,1,30,13,,
13,1,6,19,29,Skipped,27,7,21,3,30,23,25,20,17,10,5,11,18,16,14,12,26,2,15,8,9,24,4,28,22,,
25,Skipped,18,8,22,20,29,5,15,1,20,12,29,14,21,13,24,9,2,17,7,4,16,11,6,26,10,20,3,29,30,,
2,Skipped,3,Skipped,10,Skipped,Skipped,Skipped,8,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,4,Skipped,Skipped,Skipped,7,5,Skipped,1,Skipped,Skipped,Skipped,Skipped,9,,
Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,31,Skipped,Skipped,Skipped,Skipped,31,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,31,31,,
7,13,5,18,14,10,25,27,24,15,2,31,29,4,1,21,28,20,9,8,12,16,11,22,17,30,3,6,26,23,19,,
Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,1,8,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,6,11,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,7,3,Skipped,Skipped,9,Skipped,2,10,Skipped,Skipped,Skipped,,
Skipped,5,1,Skipped,Skipped,4,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
17,11,4,9,18,14,30,6,23,13,29,25,26,27,1,16,2,3,22,19,10,5,28,7,20,13,15,24,8,31,21,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,8,Skipped,3,Skipped,5,Skipped,Skipped,Skipped,6,Skipped,2,7,Skipped,1,Skipped,4,Skipped,Skipped,,
6,15,2,Skipped,Skipped,8,Skipped,Skipped,19,Skipped,13,Skipped,Skipped,17,9,7,1,14,Skipped,Skipped,Skipped,31,18,11,Skipped,10,12,Skipped,3,Skipped,16,,
18,11,3,21,30,8,28,15,17,13,29,22,23,7,4,16,2,19,27,12,25,14,26,10,9,5,6,20,1,31,24,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,,
Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,3,Skipped,Skipped,9,4,Skipped,7,3,Skipped,3,Skipped,Skipped,Skipped,Skipped,8,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,7,Skipped,,
17,Skipped,3,16,Skipped,Skipped,16,Skipped,16,Skipped,16,Skipped,Skipped,Skipped,16,Skipped,16,Skipped,1,16,16,16,16,Skipped,Skipped,2,4,Skipped,16,Skipped,15,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
2,5,3,7,20,Skipped,Skipped,Skipped,31,18,19,13,14,20,Skipped,Skipped,4,10,Skipped,Skipped,12,1,Skipped,11,17,15,Skipped,16,6,8,9,,
26,26,7,26,26,26,30,4,6,26,29,26,26,3,26,26,5,1,26,26,27,26,28,26,26,26,26,26,2,31,26,,
26,26,3,2,27,26,26,4,30,26,26,26,26,26,26,26,26,26,26,5,1,6,28,8,9,26,7,26,29,31,26,,
10,Skipped,4,10,Skipped,Skipped,4,Skipped,11,Skipped,7,Skipped,Skipped,3,4,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,3,5,Skipped,8,10,Skipped,3,Skipped,3,,
1,6,2,Skipped,Skipped,3,13,7,31,Skipped,Skipped,15,Skipped,8,12,4,10,Skipped,9,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,11,Skipped,14,30,,
