rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,Num Cands,Num Seats
6,24,24,24,24,3,5,24,24,24,24,2,24,24,24,24,24,24,24,24,24,24,4,1,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,,
24,24,24,24,10,24,5,24,8,4,9,2,24,24,24,24,24,7,24,24,24,3,6,1,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
2,14,Skipped,Skipped,Skipped,4,7,13,Skipped,5,8,3,Skipped,9,12,Skipped,Skipped,10,11,Skipped,Skipped,Skipped,Skipped,1,,
2,6,24,24,24,24,3,24,24,24,24,24,24,5,7,24,8,24,24,24,24,24,4,1,,
1,24,24,5,24,9,4,24,24,6,7,2,24,8,24,24,24,7,24,24,7,24,5,2,,
4,14,6,23,1,10,15,21,19,7,18,2,8,22,20,9,13,11,12,17,24,16,3,5,,
24,24,24,24,24,2,8,24,24,5,24,1,24,24,24,24,24,24,24,24,24,3,24,4,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,,
8,12,Skipped,Skipped,14,4,8,Skipped,Skipped,3,6,1,13,5,Skipped,Skipped,10,11,Skipped,Skipped,7,15,9,2,,
4,Skipped,Skipped,Skipped,Skipped,9,7,10,Skipped,3,5,2,Skipped,Skipped,8,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,11,6,1,,
10,14,23,18,21,6,9,17,24,12,3,5,20,2,11,19,16,8,7,13,22,4,15,1,,
3,24,4,23,23,23,23,23,10,23,20,23,23,5,23,23,23,1,23,23,23,23,23,2,,
4,24,24,24,24,24,24,24,24,7,7,1,24,24,5,24,2,24,24,24,24,2,24,3,,
24,4,24,4,24,19,24,24,24,11,24,6,5,24,1,24,8,8,24,20,24,16,24,Skipped,,
4,1,24,24,24,9,24,24,24,6,24,3,24,24,5,24,24,24,24,24,8,24,7,2,,
24,5,24,24,24,6,3,24,24,24,24,2,24,24,24,24,24,24,24,24,7,24,4,1,,
3,8,24,24,24,5,4,24,24,10,24,2,24,24,6,24,24,24,24,24,7,24,9,1,,
7,24,24,16,18,14,4,8,9,10,6,1,24,11,12,24,24,3,15,24,13,10,5,2,,
10,14,24,24,24,11,2,24,6,9,7,1,24,24,24,24,13,24,12,24,3,5,4,7,,
2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,3,2,2,2,2,2,2,2,4,,
4,17,18,10,7,6,20,5,5,13,2,15,12,8,7,8,1,14,9,3,6,16,11,15,,
7,24,24,24,24,6,24,24,24,24,24,1,5,4,24,24,2,24,24,24,24,24,24,3,,
10,7,24,12,13,11,4,24,15,3,5,1,24,24,24,14,24,9,24,24,16,6,8,2,,
