rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,Num Cands,Num Seats
22,23,25,22,22,11,22,24,5,22,8,22,3,10,26,12,7,6,13,1,22,14,9,2,27,4,22,,
8,20,27,4,17,5,1,24,2,21,3,19,10,11,18,26,16,12,14,23,22,13,15,9,25,6,7,,
2,27,4,1,3,1,3,3,3,3,2,27,1,2,3,3,2,2,2,2,3,3,2,1,27,2,2,,
11,14,18,7,13,1,8,17,9,8,14,19,4,5,17,16,11,16,12,6,10,17,7,3,15,3,2,,
22,25,Skipped,7,Skipped,9,24,25,15,17,11,27,2,5,19,24,6,Skipped,21,8,Skipped,19,10,4,26,1,3,,
1,27,27,3,2,27,27,27,27,27,27,27,27,27,27,27,27,27,27,4,10,27,27,27,27,1,1,,
6,10,11,8,3,4,6,6,5,6,4,12,1,4,9,5,12,2,5,12,5,7,6,1,10,1,3,,
17,11,27,10,15,6,18,20,7,14,9,27,1,5,13,27,12,23,22,21,19,16,4,2,24,3,8,,
13,25,26,10,22,4,19,22,9,17,8,24,2,6,14,23,16,15,12,11,22,18,7,5,27,1,3,,
4,27,27,2,27,1,4,27,2,27,2,27,1,2,27,27,2,2,4,4,27,3,2,1,27,1,2,,
27,27,27,4,27,27,27,27,27,27,3,27,2,27,27,27,27,27,27,27,27,27,27,27,27,1,5,,
6,8,27,4,10,1,27,27,12,27,3,27,1,1,11,27,9,27,27,7,27,27,2,1,27,5,1,,
3,8,27,15,19,13,22,16,21,18,7,24,10,6,12,26,17,25,23,14,20,5,4,2,9,1,11,,
6,6,6,3,2,1,2,6,3,4,6,6,1,6,6,6,2,3,6,2,4,6,6,5,6,1,1,,
2,27,27,27,27,2,27,27,27,27,27,27,2,4,27,27,27,4,27,2,27,27,3,1,27,1,1,,
19,17,25,10,16,4,23,20,18,27,14,22,8,7,12,24,9,26,27,11,15,13,6,2,21,1,3,,
10,21,27,14,11,4,15,27,16,18,8,27,2,6,23,26,12,3,27,13,20,20,7,9,22,1,5,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
22,7,2,11,25,19,16,3,21,24,20,7,26,14,3,1,23,26,13,6,18,7,7,5,14,17,12,,
5,6,6,3,2,1,4,6,2,4,3,6,1,1,6,5,3,4,5,4,6,5,1,1,6,2,1,,
14,26,19,13,2,3,17,20,16,23,8,22,5,6,27,12,24,15,18,7,11,21,9,1,25,4,10,,
20,14,26,18,22,4,23,15,10,24,12,8,2,9,27,25,16,19,6,7,21,5,3,1,13,17,11,,
27,27,27,27,27,10,27,27,27,27,7,27,2,27,27,27,27,6,27,27,27,27,27,3,27,1,27,,
27,7,27,27,27,27,27,27,27,27,27,27,4,2,27,27,27,27,27,27,27,27,1,3,6,5,27,,
27,4,27,27,27,4,27,27,27,27,3,27,27,2,27,27,27,27,27,27,27,27,1,4,27,27,4,,
27,27,27,27,27,27,27,27,27,27,27,27,2,27,27,27,5,27,27,3,27,27,1,6,27,4,27,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
27,27,27,1,27,27,27,27,27,1,27,27,27,1,27,27,27,27,1,27,27,27,1,1,27,27,27,,
4,27,27,6,27,19,27,9,9,27,15,27,7,11,27,27,27,14,16,27,27,14,5,1,27,2,3,,
18,20,25,1,3,6,5,12,4,2,10,16,9,10,27,25,2,8,25,15,12,16,10,12,20,27,7,,
17,17,23,11,6,6,22,18,19,21,12,20,3,4,22,17,18,14,27,12,17,19,10,3,21,11,3,,
7,6,6,2,2,1,2,7,1,3,2,7,3,4,5,7,2,1,6,5,5,5,4,5,5,3,2,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
6,15,9,3,12,2,7,8,1,10,4,27,1,3,9,27,11,5,26,7,6,16,1,1,24,1,1,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
7,12,26,17,19,11,13,16,14,24,20,25,5,9,18,27,15,22,2,3,8,23,10,1,21,4,6,,
24,3,24,7,10,17,23,12,27,8,5,9,14,1,11,19,25,18,17,8,18,5,2,10,6,12,10,,
5,12,27,17,16,5,27,11,27,27,18,15,5,1,27,27,27,27,5,5,13,5,1,1,1,14,19,,
3,9,11,2,10,2,7,8,8,10,7,9,1,3,1,5,5,7,3,2,5,2,2,1,12,1,1,,
27,5,27,27,27,27,27,27,27,27,3,27,27,2,27,27,27,27,27,27,27,6,1,27,7,27,27,,
27,5,27,27,27,27,27,27,3,27,27,27,4,1,27,27,27,27,27,27,27,27,8,27,27,1,27,,
8,16,24,22,15,17,11,25,21,14,7,10,3,13,1,19,7,7,27,12,20,5,26,18,23,2,4,,
5,6,6,1,2,1,2,4,3,2,4,6,3,1,5,4,4,4,4,1,4,6,1,1,6,3,2,,
27,27,27,9,11,7,27,27,27,15,8,16,1,3,27,14,27,12,27,5,27,13,4,2,27,10,6,,
27,27,27,27,27,27,27,4,27,27,2,27,27,27,27,27,27,27,27,27,27,27,1,27,27,3,5,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
18,27,27,2,9,3,6,27,7,9,8,27,13,10,19,27,5,15,27,12,14,16,11,17,27,1,4,,
15,27,27,9,27,9,16,27,11,13,7,27,2,4,8,27,12,27,14,12,27,6,5,3,27,1,10,,
27,27,27,27,27,27,27,27,27,27,1,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
10,18,27,5,10,4,10,17,7,16,8,10,1,10,10,27,10,9,18,12,10,12,11,1,27,6,3,,
4,27,27,27,27,4,27,27,27,27,27,27,4,27,27,27,27,27,27,10,27,27,27,1,27,4,27,,
6,23,19,9,15,8,13,20,16,17,12,26,4,10,19,27,21,4,4,7,14,11,25,1,22,24,5,,
2,6,4,2,2,2,5,5,3,5,3,6,1,3,5,4,3,2,2,2,3,3,3,1,6,1,1,,
27,8,27,11,2,10,27,20,15,27,9,27,1,6,27,13,15,13,3,13,27,7,5,4,20,15,27,,
12,27,27,3,4,1,17,16,18,18,8,27,12,6,27,27,10,18,20,13,27,20,13,8,27,12,2,,
3,3,5,3,5,1,5,5,1,5,1,5,3,1,4,5,4,5,4,4,5,5,2,3,2,2,3,,
16,11,10,1,7,18,2,9,3,4,20,14,25,22,8,27,6,5,23,19,15,13,21,26,12,24,17,,
27,27,27,6,27,9,27,27,27,27,27,27,2,6,27,27,3,27,27,10,27,27,7,4,27,1,8,,
7,26,26,5,10,11,13,26,26,9,26,26,2,15,26,26,26,16,8,6,12,26,14,3,26,1,4,,
15,23,27,12,14,6,22,19,9,24,8,20,2,5,13,25,9,16,26,7,18,21,11,4,17,1,3,,
4,27,27,2,4,2,5,27,2,6,2,27,1,3,27,27,4,5,5,3,5,27,3,2,27,1,2,,
11,22,27,8,12,2,17,24,6,13,7,26,5,10,15,25,18,14,20,9,19,21,16,1,23,4,3,,
6,5,9,7,9,3,10,6,8,10,5,7,1,4,6,7,8,8,6,3,9,7,4,1,11,1,2,,
7,4,1,5,5,3,7,8,3,7,4,9,3,4,9,1,5,7,6,2,2,9,4,2,4,5,3,,
24,12,10,2,9,12,5,25,6,4,10,16,2,10,27,10,4,3,9,9,17,10,10,2,17,1,5,,
6,20,18,7,11,5,11,16,3,15,12,22,2,21,16,17,14,23,9,7,10,Skipped,8,1,13,4,6,,
24,3,12,14,16,11,19,6,18,20,17,5,1,2,21,7,23,26,27,9,25,22,13,10,4,8,15,,
27,27,27,13,27,2,9,27,27,27,13,27,3,12,25,25,27,1,24,18,26,27,14,4,27,7,8,,
27,12,27,4,8,3,8,27,2,27,6,11,1,6,27,27,7,7,27,8,27,12,10,7,12,5,4,,
24,8,25,14,16,16,20,27,15,21,10,19,3,5,26,22,12,6,1,7,17,18,4,2,9,11,23,,
16,23,19,7,9,11,8,14,4,10,22,24,15,21,13,17,2,18,1,3,6,27,25,5,20,26,12,,
4,3,5,2,3,2,3,3,2,3,3,4,2,1,4,4,3,4,5,2,4,4,1,2,3,2,2,,
6,27,27,9,5,2,15,27,27,7,4,27,3,1,27,25,27,27,6,13,27,27,19,5,27,2,1,,
7,12,10,5,9,2,10,9,10,10,4,13,1,2,7,6,13,8,6,3,9,11,4,2,12,1,2,,
14,23,22,8,20,8,19,19,16,19,10,19,3,3,24,16,16,16,19,3,16,14,8,1,27,3,3,,
27,27,27,2,10,5,3,27,6,27,9,27,8,27,27,27,1,27,27,27,27,27,27,27,27,11,4,,
7,4,8,3,6,2,7,7,7,6,5,5,1,2,5,8,7,8,8,3,6,5,2,1,4,1,1,,
13,27,27,4,12,2,10,18,6,15,7,27,1,7,11,27,10,6,27,12,15,9,10,8,27,5,3,,
26,3,26,7,26,26,26,26,9,26,5,27,6,2,10,27,9,10,10,8,25,2,1,6,4,6,24,,
2,4,10,2,7,1,6,2,5,6,2,4,1,2,2,7,3,7,3,2,4,10,1,1,5,1,1,,
27,27,27,11,27,12,27,27,27,27,9,13,4,3,27,10,1,27,27,27,27,27,2,8,27,5,27,,
13,23,10,5,11,17,7,19,18,6,25,21,20,22,15,8,16,3,1,4,9,27,24,2,26,14,12,,
27,6,27,8,27,10,27,27,27,27,2,14,3,1,12,27,27,27,27,7,27,13,5,4,27,11,9,,
12,23,19,3,21,5,20,22,16,24,8,26,1,7,11,25,14,18,13,4,17,15,9,2,27,6,10,,
12,22,23,7,14,1,27,17,19,18,5,24,3,11,21,15,20,16,9,8,13,25,4,6,26,10,2,,
19,14,26,9,24,4,25,25,5,20,4,25,2,1,8,24,10,17,20,3,17,4,1,2,15,2,3,,
3,13,27,12,27,4,27,27,17,27,2,20,1,2,16,27,14,27,4,3,15,18,2,1,19,1,3,,
5,11,27,27,4,27,27,27,27,27,27,27,9,7,27,12,13,8,3,27,27,27,6,1,10,27,2,,
12,8,22,14,15,6,15,26,15,20,5,4,3,2,22,20,24,27,6,10,21,22,4,1,14,14,3,,
8,23,26,7,5,4,12,20,6,13,10,25,2,11,27,18,15,16,24,17,21,19,14,9,22,1,3,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
27,3,27,1,3,1,27,27,27,4,3,27,1,1,3,5,2,27,5,1,27,27,1,1,3,1,1,,
1,2,27,1,27,1,27,2,2,27,2,27,1,2,3,27,2,2,27,1,3,2,2,1,2,1,1,,
13,20,25,7,12,6,14,15,8,22,19,24,3,5,27,16,21,11,23,9,17,18,10,4,26,2,1,,
2,3,27,4,3,1,7,3,1,15,3,5,2,3,27,27,2,3,11,5,10,3,2,1,5,2,2,,
12,20,26,7,22,11,22,25,14,24,1,17,1,1,13,18,9,15,27,16,23,10,1,1,17,1,8,,
3,27,27,4,27,2,27,27,27,27,27,27,1,27,27,27,3,27,27,27,27,27,27,1,27,1,2,,
9,27,11,17,6,16,14,27,17,13,27,27,1,27,10,18,15,8,5,4,12,27,27,7,27,2,3,,
2,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,7,1,27,27,1,27,27,3,,
12,20,26,3,9,23,17,21,7,8,16,23,2,11,26,14,27,13,15,5,23,20,10,4,20,1,6,,
18,10,26,21,13,3,20,23,5,24,6,22,8,9,16,27,4,12,19,17,25,11,1,15,14,7,2,,
9,27,27,10,6,4,27,27,27,27,5,27,27,8,27,7,27,27,27,27,27,27,27,3,27,2,1,,
5,25,24,8,15,4,20,13,7,21,19,27,2,18,9,23,22,12,11,10,14,17,16,6,26,1,3,,
16,9,9,9,27,27,27,27,27,27,13,14,1,4,27,9,27,16,16,6,27,14,4,1,13,1,7,,
27,20,25,8,16,1,8,19,14,23,10,26,1,10,17,24,18,6,7,15,23,10,10,5,21,1,4,,
27,27,27,27,27,2,27,27,2,27,2,27,2,2,27,27,27,27,27,2,27,27,2,2,27,2,2,,
2,2,7,3,4,2,4,4,1,4,6,4,1,1,8,5,8,5,3,3,5,5,1,1,2,1,1,,
20,11,26,6,13,7,17,23,19,15,9,24,4,1,14,27,16,18,12,5,25,21,10,2,22,8,3,,
Skipped,1,14,15,16,17,Skipped,13,Skipped,Skipped,10,12,9,3,Skipped,7,Skipped,Skipped,8,5,Skipped,19,4,6,1,11,Skipped,,
13,13,12,4,11,15,15,14,12,15,7,13,10,8,12,5,14,10,3,2,11,13,9,1,13,12,11,,
15,20,27,14,10,5,24,23,8,16,3,25,1,2,16,27,13,18,20,20,26,20,7,9,27,1,1,,
27,27,27,27,27,27,27,27,27,27,27,27,5,27,2,27,27,27,6,3,27,27,27,27,1,4,27,,
27,4,23,6,13,19,21,25,20,18,9,11,7,2,26,22,8,16,15,14,24,10,3,1,17,12,5,,
15,20,27,9,20,6,17,15,15,20,15,25,1,4,20,27,15,20,20,4,25,20,6,1,25,1,6,,
25,16,27,10,25,11,6,25,15,25,14,25,1,4,9,26,25,17,5,7,25,14,8,3,25,2,13,,
10,25,27,3,4,4,8,10,7,8,6,25,1,1,12,27,7,11,9,3,5,6,2,1,25,2,1,,
3,12,13,5,6,2,11,12,6,11,10,11,1,4,11,13,7,6,9,5,8,11,4,1,12,1,4,,
12,3,7,4,7,5,10,7,4,8,3,7,2,1,9,5,8,12,11,5,14,6,1,2,5,2,3,,
16,25,26,2,10,6,3,23,7,4,13,27,3,7,27,10,13,12,15,8,21,18,6,2,24,17,16,,
27,27,27,27,27,1,27,27,4,27,27,27,27,27,27,27,10,6,27,27,27,27,5,27,27,2,3,,
27,9,27,7,27,27,8,27,27,27,27,27,5,12,2,27,27,27,27,11,27,6,1,3,10,4,27,,
4,20,27,6,7,9,21,14,5,8,18,23,1,17,25,26,15,2,24,12,13,22,16,11,19,3,10,,
5,8,5,2,5,1,5,6,2,4,5,9,1,5,5,5,4,2,4,3,5,7,6,1,9,1,2,,
11,10,27,6,27,5,27,27,27,27,7,8,3,5,10,27,27,27,27,8,27,7,4,1,27,2,8,,
5,20,10,1,15,1,5,15,5,15,2,20,1,2,15,1,1,5,20,15,15,20,10,1,20,5,1,,
27,27,27,27,27,3,27,27,27,27,27,27,2,27,27,27,27,27,27,27,27,27,27,4,27,1,5,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
9,24,27,14,18,4,17,25,5,19,10,24,1,12,15,26,7,6,24,16,20,13,11,8,24,3,2,,
10,27,27,12,27,6,27,27,8,27,27,27,2,4,27,27,27,9,27,11,27,27,4,1,27,3,7,,
25,25,27,1,25,25,21,25,14,13,11,27,1,1,25,25,25,25,25,13,25,26,10,1,27,1,25,,
14,21,23,6,19,4,15,20,7,22,12,24,3,17,26,27,9,10,16,8,11,18,13,1,25,2,5,,
12,12,27,4,19,1,19,25,8,19,8,26,1,8,16,24,12,19,16,4,12,16,8,1,23,7,4,,
8,17,22,15,26,7,23,19,16,25,12,18,5,9,21,13,20,27,6,2,14,24,10,1,11,4,3,,
18,24,27,6,14,1,19,17,12,20,8,22,1,8,14,26,13,11,16,7,21,23,8,5,25,1,1,,
25,9,21,18,26,19,24,17,16,23,10,6,3,5,22,11,15,27,7,13,20,8,4,1,12,2,14,,
4,10,2,1,4,2,5,27,3,2,3,5,3,3,27,1,5,27,27,6,6,10,3,4,27,2,2,,
23,18,25,3,10,17,13,27,25,4,9,20,1,26,22,7,21,6,5,12,16,24,14,8,19,2,11,,
9,10,11,5,10,8,10,10,8,10,1,10,2,8,10,11,3,4,9,9,10,10,1,1,10,8,5,,
14,1,27,7,14,7,7,18,7,14,22,18,1,1,27,27,23,27,21,7,7,18,1,1,14,7,1,,
12,26,27,6,11,4,16,21,7,15,14,23,8,2,22,25,18,13,20,17,24,19,1,10,9,3,5,,
3,1,3,3,3,2,4,5,3,3,2,3,1,1,4,2,2,4,4,1,3,3,1,1,1,1,2,,
14,24,27,9,10,3,7,19,12,15,5,22,4,6,20,26,16,11,17,8,18,23,21,13,25,2,1,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
3,3,27,27,27,2,27,4,1,27,2,27,1,1,2,4,27,27,5,3,27,4,1,1,3,2,3,,
4,4,4,3,4,3,4,4,3,4,4,4,2,1,4,4,3,4,4,2,4,3,1,2,4,2,2,,
8,16,24,1,7,2,22,21,23,14,4,19,5,6,27,26,9,10,20,11,25,18,3,12,17,13,15,,
11,2,19,12,16,7,20,22,14,21,4,6,25,3,17,18,15,26,27,10,23,8,1,9,5,24,13,,
27,27,27,27,27,3,27,27,27,27,27,27,1,27,27,27,27,27,27,27,27,27,27,27,27,2,4,,
27,27,27,1,10,5,11,27,27,9,27,27,3,7,13,27,27,27,27,12,27,27,8,4,27,2,6,,
7,9,15,11,27,10,27,14,27,27,18,20,2,4,19,15,10,16,8,13,13,17,6,1,12,3,5,,
27,26,27,1,27,27,27,26,1,1,1,26,26,1,27,27,26,26,26,1,27,26,1,26,26,27,27,,
5,6,7,2,3,1,3,5,2,3,2,5,1,1,7,6,3,4,5,3,5,5,1,1,6,2,1,,
7,3,6,1,4,1,4,4,1,4,1,4,1,1,3,4,3,2,5,1,6,3,1,1,3,1,1,,
1,27,27,2,27,1,2,27,27,27,27,27,1,27,27,27,27,27,27,27,2,27,27,1,27,1,1,,
26,15,26,1,6,18,11,22,12,5,14,21,19,9,27,3,7,17,10,26,26,16,8,2,13,20,4,,
7,25,23,8,26,12,26,18,22,23,8,24,5,9,5,27,14,21,6,2,9,23,17,1,25,4,9,,
4,27,27,2,10,1,6,9,3,8,7,27,1,3,11,27,5,13,11,3,12,27,10,1,27,1,2,,
5,17,12,4,12,1,13,12,4,11,7,16,1,6,14,8,4,9,13,5,10,15,2,5,17,3,1,,
8,4,27,4,27,8,27,9,5,27,6,5,3,3,6,27,27,27,4,2,4,27,2,1,6,8,7,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
25,26,4,1,4,5,4,24,5,4,25,26,3,6,23,2,25,7,7,2,24,6,6,2,26,1,1,,
19,10,19,8,14,13,19,19,7,19,16,15,6,1,27,11,19,18,12,9,19,19,2,3,17,4,5,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
27,2,7,27,27,27,27,27,27,27,27,10,27,4,27,3,27,27,27,6,27,9,8,27,1,5,27,,
22,23,26,5,8,24,13,21,2,20,16,17,7,12,18,27,10,14,6,9,19,15,11,3,25,1,4,,
15,27,27,1,7,1,8,27,5,7,5,27,1,2,15,27,3,6,27,3,10,10,2,1,27,1,1,,
7,3,27,4,9,8,6,16,15,7,2,20,12,1,27,17,25,27,27,11,19,11,3,5,7,11,7,,
6,5,10,6,Skipped,2,8,7,7,7,5,9,3,7,5,6,6,4,1,2,4,8,5,1,5,3,3,,
27,27,27,7,27,5,27,27,27,27,1,27,5,1,27,6,27,27,27,27,27,27,2,4,12,3,2,,
6,11,27,5,27,1,7,10,12,7,17,17,1,3,7,17,5,11,7,16,14,10,3,1,17,1,1,,
27,5,27,10,10,1,10,10,10,10,27,27,27,8,27,27,10,27,27,1,27,9,5,1,5,27,1,,
27,27,27,27,27,2,27,27,2,27,27,27,1,1,27,27,27,27,27,27,27,27,27,27,27,1,3,,
4,5,10,2,10,3,9,5,1,3,8,10,1,2,10,10,4,4,5,2,3,10,2,1,12,2,2,,
27,27,27,12,27,6,27,27,10,27,9,27,1,27,27,27,11,27,7,1,27,27,8,1,27,1,2,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
13,7,27,5,13,3,14,13,6,14,7,14,13,7,14,27,12,14,12,13,14,7,7,2,14,1,4,,
4,27,27,6,7,3,5,8,4,7,5,27,1,4,4,27,6,6,5,4,5,4,1,2,27,1,3,,
8,10,9,1,1,1,2,10,10,2,10,10,8,1,10,10,10,6,5,2,6,10,3,1,10,2,1,,
5,2,5,3,5,1,5,5,1,5,2,5,1,2,5,1,4,4,5,1,5,2,2,1,2,1,3,,
26,15,26,7,2,27,26,20,14,11,8,9,17,13,26,26,19,6,21,4,5,18,12,3,16,10,1,,
27,27,27,7,27,27,27,27,27,27,1,27,6,4,27,27,27,27,27,5,27,27,3,5,2,27,7,,
14,12,27,2,17,4,15,27,6,16,11,12,3,10,27,23,5,19,21,20,22,10,10,1,24,13,18,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
27,27,27,9,27,5,16,15,6,27,6,27,4,2,21,27,27,27,27,16,25,9,27,2,27,1,18,,
27,1,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,1,27,27,,
24,16,21,11,15,5,22,18,10,20,5,13,1,7,23,9,17,19,8,15,19,12,6,4,14,3,2,,
26,15,21,5,20,3,27,20,20,27,15,17,4,15,10,26,20,25,4,4,17,15,10,3,16,7,1,,
27,4,27,3,27,3,27,27,4,27,2,27,27,2,27,27,1,27,27,2,27,27,2,2,4,3,3,,
27,27,27,27,27,27,27,27,9,27,27,27,2,6,27,27,27,27,4,8,7,27,5,1,27,3,10,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
6,12,16,6,9,11,14,15,14,12,5,15,2,10,10,9,5,4,8,7,14,15,11,1,13,3,11,,
12,21,24,7,23,2,18,17,9,13,6,27,4,10,19,25,15,16,14,8,22,26,11,3,20,1,5,,
11,17,8,14,27,10,27,5,27,11,14,20,2,10,27,8,25,15,12,5,13,23,6,3,17,1,8,,
3,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2,4,27,27,27,1,27,27,27,,
6,5,5,2,4,2,6,5,6,6,3,3,1,1,5,4,1,4,4,1,7,2,2,1,6,1,2,,
21,19,26,10,17,9,12,23,14,12,7,27,4,6,22,18,2,15,11,16,20,25,5,1,24,3,8,,
11,27,27,4,13,5,12,27,14,12,9,27,1,6,10,27,11,8,15,13,16,17,6,3,27,2,5,,
21,27,20,10,13,8,22,18,14,23,6,17,3,4,12,19,15,27,9,7,14,16,5,1,27,2,11,,
5,27,27,3,5,3,5,27,3,5,4,27,1,4,27,27,5,5,5,2,5,27,4,2,27,1,3,,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
15,20,26,11,17,18,16,23,22,19,8,12,1,7,4,27,25,24,5,10,13,9,6,3,21,2,14,,
11,1,6,10,20,9,22,13,21,19,7,16,3,1,14,4,18,8,5,2,15,17,1,2,1,3,12,,
27,27,27,1,27,1,2,27,2,27,27,27,1,27,27,27,2,2,27,27,27,27,27,1,27,1,1,,
6,27,26,3,3,2,2,26,4,3,2,3,2,3,26,6,5,4,2,6,3,3,3,3,27,1,2,,
10,11,27,9,12,5,12,27,12,27,14,27,1,3,27,27,6,13,27,12,27,13,7,4,13,8,2,,
27,26,22,2,7,4,21,24,26,8,27,27,13,9,23,27,24,27,5,3,8,27,10,1,25,12,17,,
10,27,20,10,24,27,8,27,27,12,19,27,1,10,15,20,25,12,27,4,19,26,8,2,27,2,13,,
3,27,5,3,5,3,5,5,5,5,4,4,1,2,3,4,5,5,4,3,5,4,2,1,27,1,3,,
16,9,26,13,19,3,23,17,22,10,11,21,2,6,27,14,25,12,8,5,20,24,7,15,18,1,4,,
27,3,27,27,27,27,27,27,27,27,3,3,10,2,27,5,27,27,1,10,27,3,2,1,3,5,10,,
27,4,2,22,23,9,20,15,18,16,26,7,14,11,21,1,17,25,8,3,10,12,5,13,6,24,19,,
3,5,7,2,4,1,3,3,2,5,3,6,1,2,4,7,3,4,4,2,7,3,2,1,6,1,1,,
20,12,23,23,20,8,23,20,20,20,4,26,6,3,23,27,9,24,11,25,20,2,1,5,13,7,10,,
17,10,14,12,11,22,24,18,25,23,8,27,8,4,26,8,19,13,15,2,22,20,8,1,10,9,3,,
27,1,27,27,27,27,27,27,27,27,1,1,27,1,27,27,27,27,27,27,27,1,1,27,1,27,27,,
21,21,22,21,21,21,21,23,21,21,21,26,21,21,21,24,25,21,21,21,21,27,21,21,21,21,21,,
27,27,27,27,27,27,27,27,27,27,27,27,2,27,27,27,27,27,27,27,27,27,27,3,27,1,27,,
24,8,27,3,13,16,19,22,4,20,6,11,5,9,23,26,17,18,15,14,25,12,10,2,7,1,21,,
9,9,19,1,19,9,19,19,19,19,9,9,1,5,26,19,9,26,9,5,9,9,5,1,9,5,1,,
15,20,20,1,5,4,5,22,18,5,10,22,1,10,27,20,13,16,20,4,14,20,10,3,22,22,5,,
21,27,27,13,27,3,19,12,17,20,6,16,7,5,15,27,1,22,9,11,18,10,4,2,27,8,14,,
24,3,24,25,24,10,24,24,24,24,7,24,5,1,24,8,24,26,27,4,24,24,2,24,24,6,9,,
4,3,4,3,3,2,3,3,3,3,4,5,1,2,2,4,4,4,3,2,3,3,2,1,5,1,1,,
27,6,27,4,27,4,27,27,27,27,7,27,5,3,27,27,27,27,27,27,27,3,3,1,8,2,3,,
7,6,9,5,9,4,9,9,9,9,1,9,3,1,8,7,9,8,8,5,9,9,2,3,6,3,5,,
11,19,24,15,24,10,16,20,7,18,8,19,1,4,13,27,12,19,9,14,17,21,3,5,19,2,6,,
9,3,5,2,8,3,6,4,2,6,3,3,1,1,4,3,4,7,4,2,5,3,1,1,4,1,2,,
27,27,27,27,27,3,27,27,27,27,5,27,1,8,27,27,27,27,7,27,27,27,9,6,27,2,4,,
16,14,18,6,16,7,11,9,12,16,13,21,1,1,21,15,6,20,20,4,8,17,2,1,20,3,5,,
27,27,27,27,27,3,27,27,27,27,27,27,1,27,27,27,27,27,27,27,27,27,27,3,27,1,3,,
3,2,3,2,3,2,3,2,3,3,2,2,1,1,3,2,3,3,3,1,2,3,1,1,2,1,2,,
21,18,23,15,26,12,7,6,24,22,27,4,20,1,14,10,8,27,19,5,13,11,3,2,17,9,16,,
27,27,27,27,27,27,27,27,27,27,1,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
6,10,27,8,18,1,20,16,4,19,2,27,13,3,17,27,7,12,15,9,27,27,10,3,11,14,5,,
27,27,27,27,27,3,27,27,4,27,6,27,1,27,27,27,27,27,27,27,27,27,27,7,27,2,6,,
21,21,27,10,10,10,27,9,27,23,3,26,5,3,10,20,15,17,9,12,18,15,3,3,22,3,3,,
3,2,27,5,27,2,13,14,4,10,1,26,1,1,26,26,26,13,26,14,27,2,1,1,4,27,1,,
2,2,27,27,27,27,27,4,4,27,2,27,1,1,3,27,27,26,5,1,27,4,1,1,3,2,4,,
27,27,27,3,27,27,27,27,2,27,27,27,4,27,27,27,27,27,27,27,27,27,27,27,27,1,27,,
27,27,27,5,4,6,7,27,3,27,27,27,1,27,27,27,2,8,27,27,27,27,27,27,27,27,27,,
27,27,27,11,13,27,14,27,8,15,16,27,27,4,9,27,20,27,27,27,18,12,10,27,27,2,27,,
16,22,27,5,24,11,13,25,15,12,17,19,2,17,26,14,4,7,8,9,10,19,19,3,22,1,6,,
Skipped,Skipped,Skipped,12,27,27,Skipped,9,13,27,13,5,5,4,9,27,7,Skipped,10,8,27,Skipped,5,1,27,1,3,,
20,5,23,25,12,16,26,24,20,27,7,3,11,4,22,21,1,9,10,18,19,15,2,8,6,14,13,,
9,27,27,7,8,3,16,15,10,13,9,27,4,6,27,27,12,13,27,11,27,27,14,5,27,3,1,,
27,27,27,3,27,27,27,27,3,27,7,27,1,27,27,27,3,3,27,27,27,27,27,27,27,1,27,,
