rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,Num Cands,Num Seats
30,31,11,19,14,21,1,20,33,16,24,26,35,34,29,12,9,23,4,2,6,8,3,13,17,32,28,7,10,25,5,22,15,18,27,,
35,1,4,35,35,35,33,35,35,10,35,3,35,35,5,35,9,6,7,35,35,35,35,35,35,35,1,2,7,35,35,35,35,35,35,,
2,15,13,18,8,9,4,27,33,17,35,23,31,32,14,28,16,11,7,21,20,12,26,22,5,25,30,6,19,29,3,10,24,1,34,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
3,35,6,7,4,13,2,29,33,35,20,35,35,35,16,35,35,29,10,27,35,35,35,35,5,35,34,1,8,32,35,4,9,28,30,,
1,25,8,11,18,10,2,35,35,14,19,17,35,35,35,35,21,13,4,9,35,12,35,35,15,16,35,5,35,35,6,7,20,3,35,,
5,16,8,11,15,13,2,35,31,17,10,33,29,25,23,24,22,12,7,26,30,18,20,19,14,27,28,1,34,32,4,9,21,3,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
4,35,10,6,15,35,5,35,35,10,35,35,35,35,21,22,35,11,3,35,35,11,35,35,10,35,35,35,35,35,3,6,25,1,35,,
3,21,1,4,15,29,23,25,12,13,35,27,35,35,26,22,24,7,2,18,14,10,17,19,6,35,35,9,16,35,11,5,28,8,20,,
1,10,1,1,25,5,1,35,10,15,5,25,35,35,35,35,35,15,1,35,10,25,35,1,35,20,35,1,25,35,5,20,25,1,35,,
10,35,13,12,14,1,2,35,35,4,35,35,35,35,35,35,35,9,3,35,35,13,35,8,9,35,35,6,35,35,5,7,35,11,35,,
11,17,16,13,19,2,1,24,26,8,Skipped,Skipped,28,27,22,10,15,12,6,Skipped,20,14,Skipped,7,21,Skipped,30,5,23,25,3,9,18,4,29,,
3,35,5,2,11,6,4,35,35,35,35,35,35,35,35,9,12,35,35,4,35,35,4,35,10,35,35,3,35,35,4,8,35,1,35,,
35,35,35,35,8,3,35,35,35,5,35,35,35,35,35,35,11,35,4,35,35,35,35,2,35,35,35,9,35,35,7,35,9,1,35,,
2,17,22,6,23,11,9,35,35,15,3,14,35,35,19,35,35,10,18,12,35,7,35,16,24,35,13,5,20,35,4,8,35,1,21,,
19,19,11,9,20,6,3,Skipped,Skipped,14,14,13,Skipped,Skipped,14,Skipped,Skipped,14,12,7,22,14,7,20,10,Skipped,26,2,22,22,4,5,Skipped,1,Skipped,,
7,30,11,6,24,12,3,23,30,21,18,28,14,19,26,27,16,20,5,8,15,13,30,22,17,30,34,2,25,35,4,9,10,1,31,,
5,35,24,7,10,8,2,16,29,13,14,28,30,34,31,15,15,19,6,18,23,12,17,11,25,22,27,3,21,33,4,9,20,1,32,,
5,35,35,6,9,8,3,35,35,10,7,35,35,35,35,35,35,35,4,35,35,35,35,35,35,35,35,1,35,35,35,35,35,2,35,,
2,21,4,16,15,7,3,31,23,12,19,32,25,35,24,20,27,14,5,28,33,13,29,17,10,34,26,11,18,22,6,8,9,1,30,,
5,35,7,10,15,14,6,19,28,11,13,25,28,24,34,26,33,12,8,22,9,16,18,17,23,22,33,3,29,28,1,4,30,2,20,,
3,7,8,6,21,4,2,35,11,17,14,35,35,13,35,16,19,18,3,35,35,15,35,20,12,35,35,1,35,35,5,10,9,1,35,,
5,18,15,10,12,6,2,32,29,17,13,30,33,28,21,23,26,19,9,24,22,11,25,8,14,27,31,3,16,34,4,7,20,1,35,,
11,21,9,8,22,6,2,35,35,21,13,35,26,35,19,27,10,23,7,12,25,23,12,26,20,14,35,4,24,35,3,5,19,1,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,35,35,35,35,,
35,35,35,35,4,35,35,5,35,35,35,35,35,35,35,35,7,35,35,35,6,35,35,35,2,35,35,35,35,1,35,3,35,35,35,,
1,35,19,8,14,7,5,35,22,11,15,35,35,35,35,23,20,18,6,21,35,9,35,10,13,35,35,2,17,35,3,12,16,4,35,,
6,35,35,4,8,7,10,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,2,35,35,9,3,35,5,35,,
3,16,6,4,7,5,2,Skipped,35,16,16,24,10,Skipped,35,35,9,16,4,8,22,16,35,25,7,Skipped,25,2,22,22,3,5,16,1,35,,
1,14,7,16,13,8,5,35,35,12,18,35,35,22,35,35,21,11,10,15,35,17,19,35,6,23,35,3,20,35,2,9,24,4,35,,
2,35,7,6,35,6,4,35,35,35,9,35,35,35,35,35,10,35,7,35,35,35,8,9,35,35,35,3,35,35,5,8,35,1,35,,
6,9,15,11,16,5,3,25,7,10,12,35,35,20,22,17,18,13,4,35,35,14,35,35,23,35,21,1,35,35,8,19,24,2,35,,
9,29,7,17,25,15,5,21,20,22,13,17,35,35,10,35,2,18,6,17,35,19,11,26,23,16,35,8,35,24,4,3,35,1,27,,
1,20,35,35,35,3,5,35,35,35,35,35,35,35,35,35,35,35,10,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
5,14,9,7,18,8,1,35,13,12,10,23,25,35,35,35,21,19,4,35,24,20,35,15,17,35,35,3,22,35,5,6,11,2,35,,
35,35,35,35,35,35,1,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,1,35,35,1,35,,
3,34,12,9,11,6,4,31,30,19,13,20,35,28,17,25,27,15,7,8,26,16,14,22,18,21,29,2,24,32,5,10,23,1,33,,
5,14,7,8,6,13,4,29,24,11,22,28,35,25,23,20,17,18,3,34,10,33,30,12,16,32,26,2,21,31,9,15,19,1,27,,
11,22,9,5,12,4,8,25,30,13,6,26,35,31,24,14,18,23,17,2,20,21,27,10,16,29,33,1,19,32,7,28,15,3,34,,
12,17,5,Skipped,11,6,1,Skipped,Skipped,Skipped,Skipped,16,Skipped,Skipped,Skipped,Skipped,14,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,13,Skipped,Skipped,4,15,10,2,7,9,8,Skipped,,
1,25,9,8,19,15,2,23,35,10,11,20,35,26,35,35,17,13,5,35,24,12,35,14,16,35,18,7,27,22,4,6,21,3,35,,
2,11,10,7,13,6,3,Skipped,Skipped,14,14,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,14,8,Skipped,Skipped,14,Skipped,14,12,Skipped,Skipped,3,20,Skipped,5,9,14,1,Skipped,,
2,9,15,6,24,15,3,31,27,17,19,23,34,31,7,24,30,13,5,18,22,13,28,12,24,33,26,10,8,29,1,11,24,4,35,,
35,35,9,35,35,35,4,35,11,35,1,35,35,35,6,35,35,8,35,35,2,35,10,35,7,35,35,35,35,35,3,35,35,5,35,,
35,35,35,1,14,11,7,35,35,15,35,35,35,35,35,35,10,35,13,35,35,12,35,4,2,35,9,6,35,35,8,35,3,5,35,,
1,35,3,35,3,35,1,35,35,35,35,35,35,35,35,35,35,35,3,35,35,35,35,35,3,35,35,1,35,35,1,2,35,1,35,,
1,14,9,6,13,10,5,25,20,17,8,26,35,35,35,27,22,19,7,35,23,18,35,16,15,35,24,3,35,21,4,11,12,2,35,,
4,35,10,6,7,6,2,35,35,35,35,35,35,35,35,35,35,8,7,35,35,9,35,35,7,35,35,2,35,35,5,6,35,1,35,,
12,19,10,9,22,2,1,35,30,18,16,26,29,35,13,24,11,20,4,14,28,17,15,25,23,27,31,7,21,35,3,5,8,6,35,,
5,31,15,7,18,2,9,34,30,13,16,20,28,32,19,10,17,14,11,22,29,19,24,21,27,23,26,6,1,33,8,12,3,4,35,,
35,35,8,35,7,1,5,35,35,10,35,35,35,35,9,35,35,35,11,35,35,3,35,35,4,35,35,35,35,35,35,6,2,35,35,,
35,13,10,35,6,5,14,7,35,12,15,35,35,4,35,11,31,35,8,35,35,35,35,35,30,35,35,2,16,35,1,9,35,3,35,,
2,12,11,9,16,8,6,29,35,17,25,20,31,26,27,34,13,18,5,14,30,19,24,22,10,23,21,1,28,32,4,7,15,3,33,,
1,35,9,6,15,5,3,35,35,35,35,35,35,35,35,13,35,35,8,35,35,35,35,11,14,35,35,2,16,35,4,12,7,6,35,,
4,12,11,9,22,6,2,Skipped,Skipped,10,15,30,Skipped,28,26,16,21,27,8,18,Skipped,17,24,13,19,20,29,3,23,Skipped,5,14,7,1,25,,
8,35,12,7,10,13,4,35,35,16,9,19,35,35,35,35,35,17,5,35,14,15,35,18,11,35,20,3,35,35,2,6,35,1,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
15,27,10,8,22,6,3,34,33,14,16,29,31,35,21,12,23,17,5,18,24,11,19,25,7,20,28,4,32,30,2,9,13,1,26,,
12,27,5,7,13,16,3,22,29,14,26,33,32,34,15,20,10,23,9,8,30,24,11,21,25,19,31,4,17,28,2,6,18,1,35,,
1,35,35,35,35,4,3,35,35,11,12,35,35,16,35,35,35,12,10,35,35,6,35,9,10,8,13,2,35,35,5,13,14,1,35,,
2,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,35,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
24,28,10,3,12,1,16,26,15,6,34,35,21,29,20,14,23,10,9,32,27,18,31,5,8,30,33,2,12,25,7,19,4,17,22,,
5,8,35,7,35,6,4,35,35,35,35,35,35,35,35,35,35,35,3,35,35,35,35,35,35,35,35,2,35,35,35,35,35,1,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,35,35,35,35,35,,
4,9,10,11,14,8,2,31,29,13,17,25,33,34,27,22,21,15,7,20,24,16,26,19,12,28,30,3,23,32,5,6,18,1,35,,
2,35,9,8,13,6,3,35,35,12,12,35,35,35,35,35,16,35,7,35,14,15,35,14,11,35,35,4,35,35,5,35,10,1,35,,
3,16,12,8,15,6,4,35,35,18,11,35,35,35,13,35,17,35,9,35,35,35,35,35,14,35,35,2,35,35,5,7,10,1,35,,
35,35,5,1,35,35,35,35,35,5,10,35,35,35,35,35,5,35,3,35,10,5,35,9,7,35,10,1,6,35,2,5,35,35,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
1,4,2,2,3,2,1,5,5,4,3,4,5,6,3,4,4,3,2,3,5,3,3,5,4,5,6,1,5,5,1,3,5,1,6,,
6,35,11,35,10,4,2,35,35,13,8,35,35,35,35,35,15,9,5,35,35,14,35,35,8,35,12,3,35,35,7,8,35,1,35,,
3,Skipped,9,7,18,5,1,15,Skipped,16,25,12,Skipped,Skipped,Skipped,22,17,20,8,24,21,23,13,14,11,Skipped,Skipped,2,Skipped,Skipped,4,6,19,10,Skipped,,
35,1,9,35,35,35,4,35,35,35,35,35,35,35,35,35,35,10,35,35,35,35,35,35,35,35,35,10,35,35,3,2,35,3,35,,
14,35,5,4,19,7,3,Skipped,35,15,13,18,35,35,35,9,35,16,10,35,35,10,11,20,8,17,35,6,35,35,1,12,35,2,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
6,21,9,10,13,11,2,27,28,15,19,24,25,34,14,16,14,23,5,7,22,17,24,20,12,24,29,1,18,26,4,8,19,3,35,,
6,19,35,15,35,4,5,35,35,13,7,14,35,35,35,35,17,35,18,35,16,20,35,9,35,12,35,3,35,35,2,8,11,1,35,,
5,13,10,6,22,9,2,31,33,20,7,17,34,29,23,26,21,18,12,16,30,14,11,19,15,27,28,8,24,32,3,4,25,1,35,,
3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,2,Skipped,,
35,35,35,35,35,1,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,11,35,35,35,35,35,35,3,8,35,5,35,,
3,22,7,28,9,1,12,34,28,30,13,16,31,33,19,20,15,17,8,28,32,28,11,29,14,28,35,4,21,28,6,10,5,2,18,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
2,2,5,1,4,5,1,Skipped,3,3,1,Skipped,Skipped,3,4,Skipped,1,Skipped,2,3,4,2,Skipped,1,2,4,4,1,5,Skipped,1,3,4,2,Skipped,,
9,13,3,15,10,24,7,19,28,14,4,26,35,17,27,35,35,12,8,23,19,11,35,21,1,35,18,2,22,29,5,20,25,6,16,,
2,7,4,2,4,3,1,Skipped,Skipped,4,5,Skipped,7,Skipped,5,6,5,5,3,8,6,4,8,6,4,8,Skipped,1,7,Skipped,1,3,4,2,Skipped,,
5,17,6,12,17,13,1,26,13,22,10,22,32,32,13,22,22,17,10,8,26,13,8,17,17,26,26,3,26,32,3,6,26,1,32,,
3,34,8,33,13,4,2,33,33,23,20,18,33,33,21,22,12,11,5,17,16,15,33,33,10,33,35,7,19,33,6,9,14,1,33,,
6,35,35,9,35,2,1,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,8,35,35,7,35,35,3,5,35,4,35,,
6,17,8,7,19,5,2,35,21,9,12,35,35,20,23,22,14,16,3,35,35,18,35,25,11,35,10,1,24,35,13,15,35,4,35,,
4,29,21,12,32,33,13,16,11,10,7,32,Skipped,Skipped,35,2,Skipped,20,34,Skipped,9,13,17,1,29,Skipped,25,3,30,35,6,16,34,5,27,,
4,18,9,13,16,3,1,35,35,12,20,35,22,35,35,35,21,11,8,10,19,15,35,35,14,35,35,7,17,35,5,6,35,2,35,,
5,3,10,28,16,9,2,32,28,14,19,24,34,33,25,20,22,13,8,18,23,15,11,18,12,26,30,4,21,34,7,6,31,1,35,,
35,35,5,35,35,2,4,35,35,35,7,35,35,35,35,35,35,35,35,35,35,35,35,35,6,35,35,3,35,35,35,35,1,35,35,,
4,33,11,8,10,12,2,29,19,16,18,23,35,32,24,20,25,13,6,15,26,14,27,17,9,28,22,3,21,31,5,7,30,1,35,,
2,35,35,35,35,7,3,35,35,35,10,35,35,35,35,35,35,11,8,35,35,12,35,35,9,35,35,5,35,35,4,6,35,1,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,35,35,35,35,35,35,35,35,35,,
8,35,6,35,35,10,3,35,35,35,35,35,35,35,35,35,35,35,7,11,35,35,35,35,9,35,35,2,35,35,4,5,35,1,35,,
4,9,10,6,35,5,3,35,17,8,12,35,35,17,35,35,15,14,4,35,35,16,35,35,13,35,17,1,35,35,7,11,35,2,35,,
4,17,5,5,9,6,2,18,16,8,12,13,22,18,18,17,11,12,7,13,14,10,13,10,10,20,22,4,15,21,3,5,9,1,19,,
1,22,4,11,4,4,4,22,22,11,11,22,22,22,22,22,22,11,4,11,22,11,22,11,4,11,11,1,22,22,4,11,11,1,22,,
4,24,10,9,15,8,3,21,28,13,16,35,35,35,26,22,17,14,7,35,23,18,35,19,20,35,35,2,12,27,5,11,6,1,35,,
6,35,9,7,35,4,3,35,35,12,35,35,35,35,15,35,35,14,5,35,35,11,35,35,35,35,35,2,35,35,8,13,10,1,35,,
24,25,12,15,21,7,2,35,17,16,9,25,33,33,18,25,13,19,10,4,22,26,14,23,20,11,33,1,27,34,3,8,6,5,25,,
1,35,5,35,6,6,4,35,35,35,35,35,35,35,35,35,5,35,5,35,35,35,35,35,3,35,35,1,35,35,4,4,5,2,35,,
4,35,6,9,35,3,8,35,35,35,35,10,35,35,35,35,35,35,7,35,35,35,35,35,35,11,35,1,35,35,5,12,35,2,35,,
11,35,15,7,13,4,3,21,19,8,31,34,30,33,23,16,22,17,9,27,24,18,28,6,20,26,30,1,14,25,12,10,5,2,32,,
13,24,12,11,20,6,3,35,35,17,14,2,35,35,29,27,9,19,15,5,26,16,21,22,18,35,23,10,25,28,4,7,8,1,30,,
5,26,16,12,8,9,1,18,Skipped,17,19,24,Skipped,Skipped,Skipped,27,21,21,10,23,22,14,13,25,7,11,20,3,28,Skipped,4,6,15,2,Skipped,,
11,22,5,8,16,4,1,34,34,34,18,34,21,34,17,34,20,19,10,14,34,15,13,34,9,34,34,3,34,34,1,6,9,2,35,,
2,35,8,9,35,5,3,35,35,35,35,35,35,35,35,35,35,35,10,35,35,35,35,35,35,35,35,4,35,35,6,7,35,1,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
4,20,10,9,12,3,1,28,29,18,14,23,35,31,26,15,24,17,8,34,27,11,21,19,13,25,30,5,16,33,6,7,22,2,32,,
3,20,9,13,21,6,4,35,35,19,12,16,35,35,27,28,23,25,7,11,22,18,15,29,14,10,30,2,26,24,5,8,17,1,35,,
4,25,7,10,18,6,2,31,29,13,14,26,35,35,24,23,17,16,9,12,20,16,11,22,15,30,27,3,21,28,5,8,19,1,35,,
1,30,6,10,20,5,11,22,21,12,31,23,32,33,26,19,23,17,17,19,3,12,22,23,34,17,25,8,20,16,10,2,23,2,29,,
1,26,10,18,11,8,4,22,29,19,17,25,31,30,28,16,23,24,6,33,21,7,32,13,12,34,14,3,20,27,5,9,15,2,35,,
6,7,13,12,15,5,3,35,30,16,9,22,27,28,18,19,21,29,11,10,25,17,23,35,14,24,35,2,26,31,4,8,20,1,35,,
5,35,35,35,35,35,2,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,3,35,35,4,35,35,1,35,,
2,4,5,3,7,5,2,12,10,7,6,10,10,13,9,9,11,7,3,9,9,7,9,7,6,9,11,2,8,11,2,3,9,1,10,,
6,7,26,21,25,4,6,24,32,14,15,19,5,20,27,10,34,23,13,30,16,22,29,8,9,28,11,2,31,33,3,7,12,1,35,,
35,4,11,35,35,2,13,35,35,14,35,35,35,35,35,35,28,35,8,35,35,9,5,35,35,10,35,12,35,35,7,3,1,6,35,,
1,8,35,5,35,35,4,35,35,7,35,35,35,35,35,9,35,35,2,35,35,35,35,35,35,35,35,3,35,35,35,35,35,6,35,,
5,35,35,13,35,35,12,35,35,9,35,35,35,7,35,4,35,35,35,35,35,8,35,1,35,11,6,35,35,35,2,15,35,14,35,,
8,35,35,9,35,4,1,35,10,7,5,35,35,35,35,35,35,35,2,35,35,35,35,35,35,35,35,3,35,35,35,35,35,6,35,,
1,11,14,10,35,7,3,35,35,15,35,35,35,35,35,35,35,13,8,35,35,35,35,35,12,35,35,2,16,35,4,5,35,1,35,,
25,11,14,15,23,1,1,35,35,15,35,35,35,35,22,20,9,21,12,12,19,7,17,10,23,18,35,1,35,35,1,7,1,1,35,,
35,35,35,35,35,35,3,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2,35,35,35,35,35,1,35,,
5,25,3,19,21,7,6,26,21,17,15,23,30,24,35,27,35,13,16,11,35,14,12,18,8,10,20,2,35,22,4,9,35,1,35,,
1,7,5,2,4,5,1,3,7,6,7,7,7,7,6,6,7,2,2,5,7,4,5,2,3,5,7,3,5,6,1,1,6,2,5,,
3,33,7,6,12,14,4,22,27,13,17,21,30,31,28,29,34,11,9,23,16,10,20,15,18,24,19,2,25,26,5,8,32,1,35,,
6,35,9,4,15,6,4,35,35,11,8,35,35,35,35,14,16,10,8,35,10,10,15,7,11,9,35,3,15,35,3,3,35,4,35,,
35,35,2,35,35,35,35,35,35,35,4,35,35,35,3,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,35,35,35,35,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
6,7,14,10,5,4,1,35,35,15,35,25,35,35,20,35,20,12,3,35,25,20,30,8,20,35,25,9,15,35,2,13,15,11,35,,
17,25,11,10,16,5,2,29,31,18,13,24,33,32,27,7,34,19,3,14,30,8,23,20,9,15,35,4,22,29,1,12,21,6,26,,
7,18,16,10,21,6,1,28,35,25,22,13,29,35,9,26,15,14,4,8,24,11,35,20,19,35,23,5,27,35,2,12,17,3,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
2,35,9,35,15,11,3,35,35,10,35,13,35,35,35,35,35,16,7,17,35,8,35,14,12,35,35,5,35,35,4,6,35,1,35,,
4,13,10,7,14,8,3,35,35,20,9,18,31,30,22,12,21,28,13,4,32,19,11,16,25,14,29,1,15,34,5,6,17,2,Skipped,,
7,13,6,10,20,5,1,27,31,18,28,21,32,33,17,15,14,11,8,24,23,12,25,19,35,26,22,2,29,30,3,9,16,4,34,,
6,32,27,25,2,29,9,8,35,31,22,34,24,23,2,5,13,4,26,16,14,19,28,30,12,15,17,21,20,3,10,11,1,18,7,,
4,9,10,11,14,8,2,31,29,13,17,25,33,34,27,22,21,15,7,20,24,16,26,19,12,28,30,3,23,32,5,6,18,1,35,,
12,13,19,35,35,1,9,35,35,15,8,35,35,35,35,14,35,16,17,35,11,2,35,3,7,35,35,4,35,35,6,10,35,5,35,,
6,28,9,10,19,8,2,29,32,17,26,30,33,34,16,13,23,14,7,21,22,20,15,11,5,12,25,6,18,31,3,4,24,1,27,,
4,17,6,8,18,10,5,30,12,19,11,14,33,23,25,28,35,16,9,20,27,13,24,22,15,21,29,3,34,26,2,7,31,1,32,,
4,12,2,8,24,13,7,25,26,10,5,19,28,30,16,32,33,14,11,18,23,15,21,17,27,20,22,9,34,35,1,3,29,6,31,,
1,35,32,30,11,33,8,35,35,12,8,23,35,15,31,5,20,30,6,35,35,13,35,35,1,16,7,14,35,35,5,2,35,1,35,,
1,6,13,35,20,8,5,35,10,7,12,35,35,35,35,18,15,14,3,35,35,17,35,35,16,35,35,2,35,35,11,9,19,4,35,,
9,16,19,6,17,8,1,Skipped,Skipped,15,18,Skipped,Skipped,Skipped,20,22,23,10,7,21,16,14,21,13,11,21,24,4,26,25,2,5,12,3,Skipped,,
4,14,9,35,35,6,3,35,12,8,35,35,35,35,35,35,13,35,5,35,35,35,35,35,10,35,35,2,35,35,7,11,15,1,35,,
7,Skipped,5,11,12,6,3,Skipped,Skipped,Skipped,10,Skipped,Skipped,Skipped,Skipped,14,15,Skipped,8,16,Skipped,Skipped,17,Skipped,13,Skipped,Skipped,1,Skipped,Skipped,4,9,Skipped,2,Skipped,,
5,21,12,9,15,7,2,32,23,20,13,29,28,34,18,22,24,17,6,10,27,16,19,30,14,26,33,4,25,31,3,8,11,1,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
1,26,7,5,15,20,3,19,29,8,14,10,33,27,31,28,30,21,13,12,24,4,17,34,18,22,23,6,25,16,9,11,35,2,32,,
4,22,12,7,19,6,3,30,29,11,16,25,35,35,20,15,13,28,8,9,27,21,14,26,18,17,35,2,23,35,5,10,24,1,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
5,35,9,10,14,28,7,32,30,11,16,33,27,25,29,15,12,13,4,22,8,18,24,21,31,24,27,6,19,34,3,2,17,1,15,,
2,22,10,7,16,4,4,35,35,13,13,21,22,35,35,18,20,35,7,10,35,22,14,18,15,16,35,2,35,19,6,10,16,1,35,,
3,26,6,11,7,8,4,15,35,19,18,33,25,28,16,31,20,22,10,13,30,17,34,23,21,14,29,2,24,27,5,9,12,1,32,,
15,2,18,6,14,1,4,28,35,15,10,23,35,24,31,14,25,22,16,12,35,10,26,7,31,19,35,5,22,34,3,9,27,8,33,,
35,35,35,4,35,35,35,35,6,35,3,35,35,35,35,35,35,35,35,35,5,35,35,1,35,35,35,35,35,35,2,35,35,35,35,,
1,18,7,4,9,10,6,16,27,19,15,33,21,28,34,29,22,12,2,30,20,17,31,13,8,32,25,3,26,14,24,5,23,11,35,,
1,21,20,6,22,10,4,16,14,19,35,30,35,35,35,15,19,20,3,35,18,12,35,35,13,35,11,5,35,17,2,9,8,7,35,,
2,23,5,21,9,20,4,18,33,17,19,30,35,26,14,28,25,13,6,16,10,12,24,11,8,29,31,3,32,27,1,22,15,7,34,,
2,20,9,12,16,8,6,34,25,10,11,24,35,31,23,18,21,19,7,26,15,17,29,4,14,30,33,5,32,28,3,13,22,1,27,,
35,2,35,35,35,4,35,35,35,35,35,35,35,1,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,3,35,35,35,15,,
8,23,9,18,13,5,4,35,32,15,22,19,26,31,34,24,16,14,6,12,30,11,10,27,20,17,21,2,28,29,3,7,25,1,33,,
35,15,5,19,9,4,11,33,24,1,31,18,27,34,29,10,32,13,6,16,25,20,26,14,30,22,28,7,12,23,21,2,3,8,17,,
11,Skipped,2,12,Skipped,10,4,Skipped,Skipped,13,9,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,15,7,14,Skipped,Skipped,Skipped,Skipped,8,Skipped,Skipped,1,Skipped,Skipped,6,3,Skipped,5,Skipped,,
12,35,6,8,21,5,3,23,35,19,7,35,35,35,20,35,22,18,10,15,26,35,17,11,15,35,35,2,22,35,4,14,9,1,35,,
4,9,10,11,14,8,2,31,29,13,17,25,33,34,27,22,21,15,7,20,24,16,26,19,12,28,30,3,23,32,5,6,18,1,35,,
2,32,18,13,19,Skipped,21,Skipped,28,10,23,5,Skipped,4,31,24,29,12,11,30,33,27,22,20,6,8,Skipped,7,25,Skipped,3,9,Skipped,1,26,,
35,35,1,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
19,18,10,5,17,3,7,35,35,16,20,35,35,35,35,35,35,15,11,35,16,19,11,9,35,35,35,8,35,35,3,10,14,1,35,,
5,32,10,9,16,1,3,25,34,14,12,20,15,26,21,22,33,24,13,23,28,17,27,19,11,29,18,6,30,31,8,2,4,7,35,,
24,11,32,1,32,14,4,12,9,27,12,17,35,29,33,26,29,13,5,8,22,25,10,12,20,30,32,2,32,25,3,15,25,8,19,,
4,35,8,9,12,10,2,35,35,15,35,35,35,35,35,35,35,16,7,35,35,13,35,14,11,35,35,1,35,35,3,6,17,5,35,,
6,20,5,4,9,27,2,30,26,7,26,32,29,29,33,16,31,3,17,25,29,24,19,13,35,26,10,1,9,34,12,14,9,8,19,,
2,27,12,5,20,16,3,26,22,14,10,29,24,33,19,28,25,9,8,21,18,11,32,15,17,30,26,4,23,31,7,6,13,1,35,,
5,21,8,13,18,1,3,35,25,10,21,19,35,35,20,12,30,14,10,21,24,15,17,9,16,15,27,7,35,35,4,6,26,2,35,,
1,7,4,35,35,7,5,35,35,35,35,10,35,35,11,35,35,35,6,35,35,35,35,35,2,35,35,3,35,35,5,35,35,9,35,,
