Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
MUN Ballot Style 2,5217,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5218,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5219,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5220,Portland 5-2,"Viola, Lou A.","Haefele, Joshua W.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5221,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5222,Portland 5-2,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5223,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5224,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Viola, Lou A.","Goglin, Barbara E.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5225,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5226,Portland 5-2,"Goglin, Barbara E.","Haefele, Joshua W.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5227,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5228,Portland 5-2,"Viola, Lou A.","Capone-Newton, Elizabeth","Haefele, Joshua W.","Brydon, Sarah M.","Goglin, Barbara E.",1,5
MUN Ballot Style 2,5229,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5230,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5231,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5232,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5233,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5234,Portland 5-2,"Viola, Lou A.","Haefele, Joshua W.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5235,Portland 5-2,"Goglin, Barbara E.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5236,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth",skipped,skipped,1,5
MUN Ballot Style 2,5237,Portland 5-2,"Brydon, Sarah M.","Haefele, Joshua W.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Viola, Lou A.",1,5
MUN Ballot Style 2,5238,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5239,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5240,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5241,Portland 5-2,"Viola, Lou A.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5242,Portland 5-2,"Viola, Lou A.","Haefele, Joshua W.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5243,Portland 5-2,"Viola, Lou A.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5244,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5245,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5246,Portland 5-2,"Haefele, Joshua W.","Goglin, Barbara E.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5247,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5248,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5249,Portland 5-2,"Viola, Lou A.","Haefele, Joshua W.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5250,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5251,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5252,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5253,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5254,Portland 5-2,"Viola, Lou A.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5255,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5256,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5257,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5258,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5259,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5260,Portland 5-2,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5261,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5262,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5263,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5264,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5265,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5266,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5268,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5269,Portland 5-2,"Brydon, Sarah M.","Haefele, Joshua W.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5270,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5271,Portland 5-2,"Capone-Newton, Elizabeth","Haefele, Joshua W.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5272,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5273,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5274,Portland 5-2,"Goglin, Barbara E.","Haefele, Joshua W.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5275,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5276,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5277,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth",skipped,skipped,1,5
MUN Ballot Style 2,5278,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5279,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5280,Portland 5-2,"Haefele, Joshua W.","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5281,Portland 5-2,"Haefele, Joshua W.","Brydon, Sarah M.","Viola, Lou A.","Goglin, Barbara E.","Capone-Newton, Elizabeth A.",1,5
MUN Ballot Style 2,5282,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5283,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5284,Portland 5-2,"Goglin, Barbara E.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5285,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5286,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5287,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5288,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5290,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5291,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5292,Portland 5-2,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5293,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5294,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5295,Portland 5-2,"Viola, Lou A.","Haefele, Joshua W.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5296,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5297,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Viola, Lou A.","Haefele, Joshua W.","Goglin, Barbara E.",1,5
MUN Ballot Style 2,5298,Portland 5-2,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5299,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5300,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5301,Portland 5-2,"Capone-Newton, Elizabeth","Capone-Newton, Elizabeth A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5302,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5303,Portland 5-2,"Capone-Newton, Elizabeth","Haefele, Joshua W.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5304,Portland 5-2,"Brydon, Sarah M.","Viola, Lou A.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5305,Portland 5-2,"Brydon, Sarah M.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5306,Portland 5-2,"Brydon, Sarah M.","Viola, Lou A.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5308,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5309,Portland 5-2,"Haefele, Joshua W.","Goglin, Barbara E.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5310,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5311,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5312,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5313,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth",skipped,skipped,1,5
MUN Ballot Style 2,5314,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5315,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5316,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Haefele, Joshua W.","Goglin, Barbara E.","Viola, Lou A.",1,5
MUN Ballot Style 2,5317,Portland 5-2,"Capone-Newton, Elizabeth","Viola, Lou A.","Brydon, Sarah M.","Goglin, Barbara E.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5318,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5319,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5320,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5321,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5322,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5323,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5324,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5325,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5326,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Viola, Lou A.","Goglin, Barbara E.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5327,Portland 5-2,"Haefele, Joshua W.","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5328,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5329,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5330,Portland 5-2,"Viola, Lou A.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5331,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5332,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,1,5
MUN Ballot Style 2,5333,Portland 5-2,"Viola, Lou A.","Haefele, Joshua W.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Brydon, Sarah M.",1,5
MUN Ballot Style 2,5334,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5335,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Brydon, Sarah M.",1,5
MUN Ballot Style 2,5336,Portland 5-2,"Capone-Newton, Elizabeth","Goglin, Barbara E.","Brydon, Sarah M.","Haefele, Joshua W.",skipped,1,5
MUN Ballot Style 2,5338,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5339,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5340,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5342,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5343,Portland 5-2,"Viola, Lou A.","Haefele, Joshua W.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5344,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5345,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5346,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5348,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5349,Portland 5-2,"Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.","Capone-Newton, Elizabeth","Brydon, Sarah M.",1,5
MUN Ballot Style 2,5350,Portland 5-2,"Viola, Lou A.","Haefele, Joshua W.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5351,Portland 5-2,"Viola, Lou A.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5352,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5353,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5354,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5355,Portland 5-2,"Brydon, Sarah M.","Viola, Lou A.","Capone-Newton, Elizabeth","Goglin, Barbara E.",skipped,1,5
MUN Ballot Style 2,5356,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5357,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",skipped,1,5
MUN Ballot Style 2,5358,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5359,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth A.",1,5
MUN Ballot Style 2,5360,Portland 5-2,"Viola, Lou A.","Goglin, Barbara E.","Haefele, Joshua W.",skipped,skipped,1,5
MUN Ballot Style 2,5361,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5364,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5365,Portland 5-2,"Viola, Lou A.","Haefele, Joshua W.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Brydon, Sarah M.",1,5
MUN Ballot Style 2,5366,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5367,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5368,Portland 5-2,"Viola, Lou A.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5369,Portland 5-2,"Goglin, Barbara E.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5370,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5371,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5372,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth A.",1,5
MUN Ballot Style 2,5374,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5375,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5376,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5377,Portland 5-2,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5378,Portland 5-2,"Haefele, Joshua W.","Brydon, Sarah M.","Viola, Lou A.","Goglin, Barbara E.","Capone-Newton, Elizabeth A.",1,5
MUN Ballot Style 2,5379,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5380,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5381,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5383,Portland 5-2,"Viola, Lou A.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5384,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5385,Portland 5-2,"Brydon, Sarah M.","Haefele, Joshua W.","Viola, Lou A.","Capone-Newton, Elizabeth","Goglin, Barbara E.",1,5
MUN Ballot Style 2,5386,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Haefele, Joshua W.",skipped,skipped,1,5
MUN Ballot Style 2,5387,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5388,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Viola, Lou A.","Haefele, Joshua W.","Goglin, Barbara E.",1,5
MUN Ballot Style 2,5389,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5390,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5391,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5392,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5393,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5394,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Haefele, Joshua W.",skipped,skipped,1,5
MUN Ballot Style 2,5395,Portland 5-2,"Capone-Newton, Elizabeth","Haefele, Joshua W.","Brydon, Sarah M.","Goglin, Barbara E.","Viola, Lou A.",1,5
MUN Ballot Style 2,5396,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5397,Portland 5-2,"Capone-Newton, Elizabeth","Goglin, Barbara E.","Viola, Lou A.","Haefele, Joshua W.",skipped,1,5
MUN Ballot Style 2,5398,Portland 5-2,"Capone-Newton, Elizabeth","Goglin, Barbara E.","Viola, Lou A.","Haefele, Joshua W.","Brydon, Sarah M.",1,5
MUN Ballot Style 2,5399,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5400,Portland 5-2,"Haefele, Joshua W.","Goglin, Barbara E.","Viola, Lou A.",skipped,skipped,1,5
MUN Ballot Style 2,5401,Portland 5-2,"Viola, Lou A.","Capone-Newton, Elizabeth","Haefele, Joshua W.","Goglin, Barbara E.","Brydon, Sarah M.",1,5
MUN Ballot Style 2,5402,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5403,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.","Brydon, Sarah M.",skipped,1,5
MUN Ballot Style 2,5404,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5405,Portland 5-2,"Viola, Lou A.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5406,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5407,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5408,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5409,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5410,Portland 5-2,"Viola, Lou A.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5411,Portland 5-2,"Haefele, Joshua W.","Brydon, Sarah M.","Viola, Lou A.",skipped,skipped,1,5
MUN Ballot Style 2,5412,Portland 5-2,"Capone-Newton, Elizabeth","Goglin, Barbara E.","Brydon, Sarah M.","Viola, Lou A.",skipped,1,5
MUN Ballot Style 2,5413,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5414,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5415,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5416,Portland 5-2,"Viola, Lou A.","Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5417,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5418,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5419,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5420,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5421,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5422,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Haefele, Joshua W.","Goglin, Barbara E.","Viola, Lou A.",1,5
MUN Ballot Style 2,5423,Portland 5-2,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5424,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5425,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5426,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5427,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5428,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
