rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,numSeats,numCands
22,6,22,15,22,22,12,1,22,13,22,22,16,22,22,16,Skipped,22,20,22,4,10,,
3,22,3,22,3,3,2,1,22,22,1,3,22,1,2,22,2,22,4,1,1,1,,
22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,4,22,22,22,10,22,1,8,7,9,22,12,5,22,7,3,22,22,11,2,6,,
22,6,22,22,22,22,22,4,22,3,22,22,22,22,22,2,22,22,22,22,1,5,,
15,5,18,11,17,14,6,1,22,19,12,8,20,13,9,4,10,21,7,3,2,16,,
21,8,22,9,10,12,15,4,17,19,11,16,14,6,20,13,5,18,7,3,1,2,,
14,19,20,4,9,7,1,3,22,21,16,2,18,13,11,15,12,17,5,10,6,8,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
12,15,Skipped,14,Skipped,6,7,2,Skipped,Skipped,13,9,16,11,Skipped,Skipped,4,10,8,3,1,5,,
22,22,22,22,22,22,22,4,22,3,1,22,2,5,22,6,22,22,22,7,3,22,,
11,5,12,13,8,14,10,1,22,18,21,7,19,15,9,18,2,17,6,4,16,3,,
22,22,22,22,22,3,22,2,22,22,22,22,22,22,22,22,4,22,22,22,1,22,,
9,21,19,8,14,13,2,1,22,7,16,4,18,10,20,15,11,17,3,12,5,6,,
22,22,22,22,22,22,1,3,22,22,22,5,22,22,22,22,4,22,2,22,22,22,,
22,5,22,22,22,22,22,2,6,22,22,22,3,7,22,4,22,22,22,1,22,22,,
10,18,11,Skipped,12,14,9,1,22,20,21,2,19,6,8,17,7,15,3,5,4,13,,
22,3,22,22,22,22,22,1,22,22,22,22,2,22,22,22,22,22,22,4,5,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
8,16,19,11,13,14,10,1,20,22,6,12,18,7,21,15,4,17,9,5,3,2,,
10,22,14,22,13,12,11,1,22,22,22,6,22,22,5,22,3,8,7,4,9,2,,
11,6,22,22,16,13,12,1,22,22,22,8,14,5,10,9,3,14,7,2,4,15,,
7,22,22,2,22,22,5,1,22,22,22,8,22,9,22,22,11,22,6,10,4,3,,
9,14,19,10,17,13,12,1,22,20,5,15,16,4,7,8,6,18,11,21,2,3,,
2,8,9,16,14,9,15,6,19,21,22,1,17,10,13,18,7,12,4,5,3,11,,
22,13,22,22,22,22,7,1,8,22,5,6,10,11,12,14,9,22,3,4,2,22,,
16,22,21,11,17,20,3,5,11,22,22,1,22,22,18,22,18,7,2,9,14,12,,
17,11,21,17,22,8,10,1,20,17,7,18,6,5,9,17,12,20,13,3,2,4,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
22,6,22,22,22,2,7,1,22,22,22,22,22,16,22,22,22,3,22,5,22,4,,
9,22,22,22,22,22,6,1,22,22,22,22,22,4,10,22,2,22,3,4,1,5,,
22,22,17,22,22,22,22,21,22,22,13,22,22,22,22,22,22,22,22,22,20,22,,
22,5,22,22,22,22,9,1,7,9,22,10,4,8,22,3,10,22,9,2,6,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
9,19,13,6,12,15,10,1,19,22,19,7,20,11,14,21,2,16,8,4,3,5,,
22,22,22,22,22,22,22,2,22,22,6,22,22,4,22,22,3,22,22,22,1,5,,
22,22,22,22,22,22,6,1,22,4,22,3,22,5,22,22,22,22,22,22,2,22,,
22,18,22,12,22,6,8,1,22,9,10,11,16,5,13,14,4,15,7,2,3,17,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
7,11,22,12,14,10,3,1,22,22,22,9,22,18,10,22,3,12,6,22,1,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
16,2,10,11,18,14,17,7,20,13,3,15,12,5,21,4,9,22,19,1,8,6,,
9,22,22,11,22,7,7,1,22,22,22,6,22,8,22,22,3,22,5,4,2,10,,
22,22,22,3,22,4,22,1,22,22,22,22,22,22,22,22,22,22,22,22,2,5,,
8,Skipped,5,Skipped,5,10,3,9,Skipped,6,Skipped,6,Skipped,Skipped,1,Skipped,11,Skipped,7,4,2,9,,
16,2,17,5,16,16,10,7,1,22,4,21,3,16,6,12,11,21,13,9,11,8,,
22,22,22,22,22,22,1,22,22,22,22,3,22,22,22,22,22,22,2,5,22,22,,
22,4,22,22,22,22,22,1,22,4,22,22,5,4,22,4,6,22,22,22,2,3,,
12,22,22,22,22,22,9,1,22,22,5,8,22,6,22,11,4,22,7,3,2,10,,
4,16,15,8,5,11,13,1,9,22,21,7,18,3,17,20,2,12,10,14,6,19,,
11,7,12,14,16,8,3,6,21,20,13,4,10,15,19,22,17,1,2,18,9,5,,
13,14,20,6,18,9,2,7,19,22,16,11,17,5,10,21,12,8,4,3,1,15,,
22,8,22,22,22,22,22,3,22,6,9,22,7,5,22,10,2,22,22,11,1,4,,
22,2,12,15,22,22,8,1,22,13,6,22,11,3,14,10,9,22,22,5,7,4,,
21,11,22,14,20,15,6,1,17,18,8,16,12,5,19,10,4,7,13,9,3,2,,
22,1,5,22,4,22,22,5,22,22,1,3,22,8,22,7,5,22,22,22,2,1,,
9,Skipped,Skipped,3,13,4,5,1,Skipped,Skipped,12,6,Skipped,7,Skipped,Skipped,1,11,6,8,2,10,,
22,22,22,22,22,22,22,1,22,4,22,22,4,22,22,22,3,22,22,22,2,22,,
9,11,22,7,22,22,4,1,22,22,22,9,22,22,22,22,7,22,4,3,2,4,,
Skipped,Skipped,Skipped,22,22,2,1,2,22,22,3,1,22,22,22,22,4,22,1,22,5,7,,
22,22,22,22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,22,22,22,,
20,8,16,9,15,14,19,12,11,7,4,17,6,5,22,2,13,21,18,1,10,3,,
22,10,22,22,22,22,22,3,1,2,7,22,8,22,22,5,9,22,22,6,4,22,,
3,22,3,2,3,22,3,7,3,22,22,3,22,22,22,5,22,6,3,1,7,4,,
22,4,22,22,22,22,22,22,10,1,5,22,1,3,22,2,22,22,22,22,22,22,,
22,22,22,3,22,8,22,1,6,22,22,5,10,22,22,9,22,7,11,2,1,4,,
5,10,22,6,22,22,1,13,22,22,22,3,22,22,22,22,22,22,4,2,2,22,,
Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,2,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,1,,
22,3,22,22,22,22,22,1,22,3,3,22,3,3,22,3,1,22,22,22,2,22,,
22,5,22,22,8,22,9,1,10,22,4,6,22,7,22,22,3,22,8,22,2,22,,
22,8,22,22,22,22,22,1,22,22,22,22,22,22,22,7,4,22,22,5,2,6,,
2,6,2,1,3,2,2,4,3,22,22,3,22,22,22,22,4,7,3,22,4,5,,
12,14,6,9,7,8,1,10,13,20,22,2,21,15,4,16,19,5,3,17,18,11,,
22,4,22,22,22,22,7,1,22,22,22,5,22,22,22,22,22,22,8,6,2,3,,
22,9,10,22,10,22,22,2,12,22,3,8,22,5,22,22,6,22,22,7,4,1,,
11,Skipped,15,13,12,3,2,1,Skipped,Skipped,Skipped,4,Skipped,9,17,16,10,14,8,5,6,7,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,22,22,22,22,3,22,22,22,22,22,22,22,22,22,22,22,1,4,2,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,22,8,22,22,6,4,1,22,22,9,22,22,5,22,22,3,22,7,10,2,22,,
22,10,22,22,22,22,5,2,22,22,8,22,22,9,22,6,3,22,4,22,1,22,,
22,1,22,22,22,22,22,3,22,22,22,22,22,22,22,2,22,22,22,22,4,22,,
12,22,14,19,22,22,9,1,22,22,22,6,22,6,22,22,22,22,8,5,3,15,,
16,13,22,Skipped,14,1,2,4,13,17,18,11,19,9,7,Skipped,15,8,10,5,6,3,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,4,22,22,22,22,22,9,22,22,5,22,8,3,22,22,6,22,22,2,1,7,,
22,22,22,22,22,3,4,1,22,22,22,7,22,22,22,22,22,22,2,5,6,22,,
15,18,13,8,22,10,7,2,21,14,20,11,17,12,19,16,5,3,1,4,6,9,,
7,22,22,6,11,22,5,1,12,22,22,3,22,10,22,22,8,22,4,13,2,9,,
22,6,22,1,22,22,22,10,8,12,3,22,5,11,22,13,7,22,22,4,9,2,,
22,5,22,22,22,22,7,2,22,22,22,4,22,9,22,22,8,22,3,6,1,22,,
14,1,20,16,19,14,14,5,15,4,3,19,6,14,22,2,14,21,19,8,7,14,,
20,22,22,22,22,22,21,22,22,15,2,22,3,22,14,2,22,22,22,1,22,22,,
22,4,8,12,22,22,11,1,22,10,5,22,22,6,22,3,8,22,9,22,2,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,3,22,22,22,22,22,4,22,9,8,22,7,5,22,22,10,22,22,2,1,6,,
13,14,17,12,16,11,6,1,22,18,21,7,20,4,10,15,1,19,8,5,2,9,,
15,7,9,17,20,6,18,1,21,10,3,8,16,5,11,12,4,22,19,14,2,13,,
15,13,16,8,19,9,10,2,20,12,3,18,5,6,11,4,14,21,17,22,1,7,,
22,22,22,22,22,5,22,1,22,22,22,22,22,2,22,22,22,7,22,4,3,6,,
2,22,22,6,22,5,1,3,22,22,22,1,22,22,7,22,22,22,2,22,4,22,,
22,4,22,22,22,22,22,2,22,22,22,22,6,22,22,22,22,22,22,5,1,3,,
22,4,22,22,22,22,22,1,22,22,22,22,22,3,22,22,2,22,22,22,1,22,,
11,22,16,9,12,10,8,1,22,22,15,6,22,4,14,17,3,13,5,7,2,19,,
22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,1,22,22,22,1,22,,
8,22,9,6,22,11,5,1,22,22,22,4,22,22,10,22,22,13,3,12,2,7,,
Skipped,1,Skipped,8,Skipped,6,6,3,8,Skipped,5,10,7,10,Skipped,Skipped,15,22,6,2,3,4,,
5,22,22,4,22,13,12,1,11,22,22,9,22,22,22,22,3,2,10,6,8,7,,
22,22,22,22,22,5,4,1,22,22,22,22,22,22,22,22,22,22,3,22,2,9,,
22,4,22,6,22,9,3,10,22,22,11,7,22,2,22,12,10,13,7,5,1,8,,
22,22,22,22,22,5,22,2,22,22,5,22,22,22,22,22,4,22,22,3,1,22,,
11,14,18,12,22,15,4,2,20,17,13,7,8,10,16,5,6,19,21,1,3,9,,
22,1,22,22,22,22,22,1,22,3,5,22,2,1,22,1,2,22,22,15,2,17,,
22,4,22,22,22,7,22,2,22,9,6,22,8,10,22,5,1,22,22,22,3,22,,
14,7,21,13,19,11,5,2,12,20,6,4,10,16,22,9,3,18,15,8,1,17,,
22,20,22,22,22,22,22,1,21,22,22,22,22,5,22,22,2,22,22,22,3,4,,
11,5,19,16,13,8,4,2,10,21,14,12,18,15,20,17,7,22,9,1,6,3,,
Skipped,Skipped,Skipped,Skipped,Skipped,11,6,1,22,22,Skipped,8,22,10,13,12,5,20,7,3,2,4,,
9,19,11,3,17,6,2,1,20,22,21,10,19,14,13,16,7,19,8,12,5,4,,
22,6,22,22,22,22,22,3,22,22,7,22,8,4,22,9,3,22,22,5,1,22,,
22,3,22,4,22,22,5,1,22,22,8,6,22,22,22,22,22,22,7,22,2,22,,
12,6,11,5,18,15,1,2,9,22,20,9,19,21,16,14,2,8,9,13,2,17,,
6,11,18,14,10,9,5,2,17,19,13,7,16,12,20,22,4,21,8,15,3,1,,
22,1,22,22,22,22,22,2,22,1,2,22,1,22,22,22,3,22,22,22,22,22,,
22,22,12,4,12,22,7,1,22,22,22,3,22,10,22,22,8,9,2,11,5,6,,
Skipped,10,Skipped,Skipped,Skipped,Skipped,Skipped,4,7,5,1,Skipped,9,8,Skipped,2,3,Skipped,Skipped,12,6,11,,
22,1,22,22,22,22,22,22,22,1,22,22,22,22,22,22,1,22,22,22,22,22,,
15,9,22,11,21,22,12,1,13,16,18,14,3,8,17,6,4,15,10,5,2,11,,
8,Skipped,8,5,8,8,3,1,Skipped,Skipped,Skipped,8,Skipped,Skipped,22,Skipped,7,5,8,6,2,4,,
8,14,22,7,22,9,4,1,22,22,22,11,12,6,22,13,5,15,10,3,2,22,,
8,14,22,5,19,13,9,1,20,18,21,10,15,6,17,7,4,15,11,2,3,16,,
9,6,14,22,8,18,16,3,13,15,2,7,4,4,17,11,12,11,22,7,1,5,,
1,22,5,3,10,9,3,22,22,12,22,6,22,22,2,8,22,11,7,22,22,22,,
22,10,15,12,22,17,5,2,18,11,13,7,6,8,14,9,3,22,4,16,1,22,,
16,3,Skipped,15,Skipped,5,13,1,10,14,8,7,6,12,17,2,11,Skipped,Skipped,18,9,4,,
4,9,14,3,5,10,6,11,Skipped,Skipped,16,1,Skipped,Skipped,7,Skipped,15,2,8,17,13,12,,
5,22,6,5,8,8,5,1,22,22,9,5,22,8,7,22,12,3,5,4,2,10,,
22,7,22,20,22,22,22,1,22,8,6,22,10,3,9,5,4,22,22,21,2,19,,
22,22,22,22,22,22,22,22,22,22,2,22,22,22,22,22,22,22,22,1,22,22,,
11,19,12,10,14,6,5,1,18,22,20,13,21,15,16,17,3,9,8,7,4,2,,
10,11,13,12,7,18,4,2,17,22,22,5,22,8,15,16,19,14,6,1,9,3,,
22,4,22,22,22,22,22,2,22,4,3,22,5,3,22,4,22,22,22,22,1,3,,
13,19,16,7,6,12,3,1,22,22,15,4,17,14,10,18,9,8,2,11,5,20,,
22,22,22,22,22,22,22,22,22,22,22,22,3,3,22,1,22,22,22,4,22,22,,
22,22,22,22,22,3,6,1,7,22,22,1,22,22,22,22,22,22,5,6,2,22,,
22,22,22,6,22,22,7,1,22,22,22,8,22,22,22,22,3,22,22,4,2,5,,
22,22,22,22,22,22,22,2,22,22,22,3,22,22,22,22,22,22,22,4,1,22,,
22,6,22,22,22,22,22,1,22,22,22,22,22,5,22,22,3,22,22,4,2,22,,
22,7,22,22,22,8,4,1,22,22,9,5,10,22,22,22,2,22,22,3,6,22,,
22,6,22,8,22,14,1,2,15,22,12,10,22,16,11,13,9,22,7,3,5,4,,
22,6,4,22,2,5,22,1,22,22,22,22,22,22,22,22,22,22,22,22,22,10,,
22,22,22,22,22,22,22,1,22,22,1,22,22,22,22,22,6,22,22,22,1,22,,
Skipped,1,Skipped,Skipped,7,Skipped,22,2,1,Skipped,3,8,22,3,Skipped,Skipped,5,Skipped,Skipped,20,Skipped,6,,
4,22,10,6,10,6,4,1,10,22,22,2,22,10,4,22,4,22,2,4,1,10,,
22,22,22,22,22,22,22,1,22,5,2,22,6,22,22,4,3,22,22,4,22,22,,
22,5,22,6,22,22,22,3,22,22,22,22,4,2,22,22,22,22,22,1,22,7,,
22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,22,22,5,22,2,22,22,22,22,22,22,22,22,4,22,22,1,3,6,,
12,5,11,19,17,15,14,1,20,16,4,13,10,8,18,7,2,22,21,6,3,9,,
Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,Skipped,3,Skipped,5,8,Skipped,4,7,Skipped,Skipped,1,Skipped,Skipped,,
22,22,22,9,22,9,5,1,22,22,22,3,22,22,22,22,10,7,4,2,8,6,,
8,9,Skipped,11,22,22,22,1,22,22,22,3,22,6,7,22,4,Skipped,5,10,2,Skipped,,
22,5,22,22,22,22,4,1,22,22,22,22,22,22,22,22,22,22,22,22,22,3,,
6,22,22,15,22,17,10,6,22,22,18,10,15,14,15,22,20,15,5,3,1,22,,
22,3,22,22,22,22,22,1,22,22,6,22,10,9,22,8,5,22,22,4,2,7,,
22,5,22,22,22,22,22,2,10,8,3,22,6,6,22,4,22,9,22,1,11,22,,
22,6,22,18,22,7,11,1,22,22,22,2,19,22,22,10,17,22,21,15,4,20,,
22,6,22,22,22,22,22,1,22,22,22,22,22,7,22,22,4,22,22,3,2,5,,
22,22,22,22,22,3,22,1,22,22,22,22,22,4,22,22,5,22,22,6,2,7,,
22,9,22,8,22,6,22,1,22,22,5,22,22,7,22,22,4,10,22,22,2,3,,
22,22,22,22,22,22,22,1,22,22,1,22,22,1,22,22,1,22,22,5,1,22,,
22,1,22,22,22,22,22,4,1,2,22,22,2,3,22,2,22,22,22,22,22,22,,
22,3,22,5,22,7,8,1,22,22,4,22,22,22,22,22,9,22,22,10,5,2,,
22,3,22,8,22,7,4,1,22,22,11,22,5,6,22,22,10,22,22,12,9,2,,
16,11,20,17,18,10,4,1,19,13,15,9,7,6,12,8,3,22,5,21,2,14,,
1,22,2,5,7,4,3,17,18,17,17,8,17,17,6,17,17,10,9,12,13,11,,
14,20,11,3,9,7,10,1,15,17,19,8,21,5,16,22,18,12,6,13,2,4,,
22,7,22,22,22,22,8,2,22,22,22,9,22,10,22,6,3,22,5,22,1,4,,
22,22,22,22,22,22,4,1,22,22,22,22,22,22,22,22,22,22,22,3,2,22,,
3,16,4,2,6,8,9,13,Skipped,Skipped,Skipped,5,Skipped,Skipped,12,Skipped,15,1,7,10,14,11,,
12,7,22,10,18,15,8,2,19,21,12,5,13,4,14,9,3,16,6,17,1,11,,
22,22,6,22,22,22,22,7,22,22,9,22,22,22,22,22,22,22,22,22,9,22,,
7,16,15,8,11,5,1,2,21,22,17,9,20,12,10,14,18,19,4,13,3,6,,
22,6,Skipped,22,22,22,22,1,22,22,22,3,22,22,22,22,7,22,2,4,5,22,,
22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
6,16,20,15,18,11,8,2,21,19,17,5,12,6,10,14,4,13,7,3,1,9,,
12,10,15,9,19,18,Skipped,3,21,17,2,16,11,5,13,8,7,20,14,4,1,6,,
8,14,11,13,20,10,19,1,21,16,12,7,18,6,17,9,4,15,22,5,2,3,,
Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,7,Skipped,Skipped,6,2,3,,
1,20,10,15,9,7,1,8,22,1,14,1,22,18,1,17,16,13,1,12,9,19,,
22,1,22,22,22,22,22,3,22,1,5,22,1,2,22,22,4,22,22,22,7,22,,
3,22,10,2,22,6,3,6,22,22,22,3,22,22,11,22,22,3,3,1,6,6,,
3,9,12,18,10,2,4,1,8,22,19,5,20,16,7,21,13,15,14,17,6,11,,
10,10,10,11,10,8,5,2,11,11,11,6,11,3,11,11,4,11,7,9,1,10,,
8,12,22,7,21,9,4,1,19,11,10,6,16,15,20,14,5,18,3,13,2,17,,
12,22,14,10,13,6,7,1,22,22,22,5,22,11,9,22,8,4,3,16,2,15,,
22,22,22,22,22,22,22,1,22,22,22,22,22,5,22,22,4,22,22,22,3,2,,
9,17,18,3,15,16,7,2,21,22,19,12,11,4,8,20,14,10,13,1,5,6,,
22,8,22,22,22,22,22,1,22,10,3,22,7,6,22,22,2,22,22,4,9,5,,
22,6,22,22,22,9,22,1,22,22,22,22,5,4,22,7,3,22,22,8,2,22,,
6,12,7,4,9,17,5,19,14,22,15,10,21,20,3,13,16,1,11,8,2,18,,
12,Skipped,16,6,13,14,8,4,Skipped,Skipped,15,3,Skipped,11,15,Skipped,10,9,2,1,5,7,,
12,8,Skipped,5,10,15,11,2,Skipped,Skipped,Skipped,1,13,14,Skipped,Skipped,Skipped,4,7,9,6,3,,
19,11,22,22,22,22,8,2,22,22,10,22,10,22,22,22,22,12,22,2,22,22,,
18,11,14,12,19,17,13,1,20,15,5,8,10,6,16,7,4,22,21,9,2,3,,
22,2,22,22,22,22,7,5,22,22,6,22,22,4,22,22,1,22,8,22,3,22,,
Skipped,14,4,22,22,22,22,5,22,2,1,22,2,11,22,1,22,22,22,10,22,22,,
Skipped,Skipped,Skipped,3,Skipped,2,3,1,Skipped,Skipped,Skipped,3,Skipped,5,Skipped,Skipped,2,Skipped,3,Skipped,2,3,,
6,14,18,11,8,5,1,4,16,22,12,2,19,17,20,15,13,21,3,10,7,9,,
Skipped,Skipped,Skipped,4,9,Skipped,5,1,Skipped,8,Skipped,6,11,10,7,Skipped,3,Skipped,6,12,2,Skipped,,
22,3,5,22,22,22,22,5,22,9,9,22,22,4,9,22,9,22,22,1,9,2,,
10,22,9,22,22,22,22,3,22,22,22,22,22,12,22,12,22,4,22,22,22,1,,
22,8,12,14,22,12,13,1,7,22,4,12,6,Skipped,Skipped,5,2,22,21,21,Skipped,3,,
22,1,22,22,22,22,22,2,22,22,7,22,5,1,22,4,22,22,22,5,22,3,,
22,9,22,6,22,22,5,2,22,22,4,8,22,22,22,22,3,22,7,22,1,10,,
3,8,7,7,7,6,3,1,22,7,2,7,22,6,7,7,6,8,7,4,5,7,,
10,12,18,17,20,9,8,2,22,13,5,6,16,3,14,15,4,21,7,11,1,19,,
10,12,11,22,7,8,4,1,22,22,22,6,22,13,22,22,5,22,4,9,2,3,,
22,22,22,22,22,22,22,1,22,22,22,22,22,3,22,22,22,22,22,22,2,22,,
22,5,22,22,22,22,11,1,22,8,4,22,10,7,20,9,3,22,22,22,2,6,,
10,6,22,7,18,15,8,2,20,21,16,4,14,5,13,9,3,19,11,17,1,12,,
22,10,22,8,22,1,22,2,22,22,6,22,22,9,22,22,5,22,22,4,3,7,,
22,7,22,22,22,9,22,1,22,8,3,22,5,6,22,4,22,22,22,22,2,22,,
6,15,10,5,18,14,17,1,21,Skipped,Skipped,11,20,8,19,16,12,9,4,3,2,7,,
20,5,21,13,17,11,14,1,4,20,10,15,8,7,20,12,2,22,16,6,9,3,,
20,6,22,11,22,12,4,1,22,21,7,4,13,21,22,10,8,22,5,9,2,3,,
7,7,8,7,8,7,7,1,22,8,7,6,5,4,8,7,3,7,7,8,2,7,,
22,11,12,22,22,22,10,1,22,5,22,22,9,8,6,7,4,22,22,22,2,3,,
22,13,22,9,22,15,10,3,22,22,11,12,7,6,22,11,2,8,14,4,1,5,,
12,4,7,10,22,9,22,22,22,22,3,22,5,13,11,1,8,22,22,2,6,22,,
22,22,22,22,22,7,22,5,22,4,6,8,22,2,22,22,22,22,3,22,1,22,,
22,22,22,22,22,4,22,1,22,22,22,22,5,8,22,9,3,22,22,6,7,2,,
5,1,22,22,22,4,7,2,22,6,2,22,7,6,22,22,3,22,22,7,1,22,,
22,22,6,22,22,22,3,2,22,22,22,4,22,22,22,22,22,22,5,22,1,22,,
22,7,22,1,22,22,22,5,22,22,9,22,6,22,22,22,8,22,22,3,4,2,,
12,14,19,8,18,11,12,2,20,16,9,6,21,10,15,22,3,16,5,4,1,7,,
16,21,6,7,17,21,12,1,22,5,11,13,21,10,14,21,4,15,9,8,2,3,,
3,Skipped,10,4,2,7,5,1,22,Skipped,14,2,22,22,6,Skipped,13,11,2,9,12,8,,
Skipped,10,Skipped,Skipped,Skipped,Skipped,5,2,4,9,Skipped,Skipped,3,Skipped,Skipped,Skipped,8,Skipped,6,7,1,Skipped,,
6,Skipped,7,11,7,9,10,1,Skipped,Skipped,Skipped,4,Skipped,8,14,Skipped,3,Skipped,5,Skipped,2,10,,
22,22,22,5,22,6,8,2,22,22,22,10,22,22,22,22,4,22,9,3,1,7,,
8,13,15,7,16,10,3,1,20,22,18,5,21,12,6,11,14,9,4,19,2,17,,
22,22,22,22,22,22,22,2,22,22,1,22,22,22,22,22,22,22,22,22,22,22,,
22,1,22,6,22,22,22,22,2,22,5,22,8,9,22,4,22,22,22,7,22,3,,
22,1,22,22,22,22,22,22,22,22,2,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
10,20,16,1,14,8,4,7,22,21,15,6,17,13,3,19,12,18,2,9,11,5,,
22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,5,8,4,8,2,22,22,22,8,22,1,22,22,22,22,8,22,1,9,,
10,12,20,12,18,5,9,1,11,16,13,7,14,4,15,17,2,19,8,6,3,12,,
19,7,15,5,15,11,20,3,7,13,7,14,5,1,21,22,10,12,17,1,18,3,,
22,22,22,22,22,22,22,2,22,22,22,22,22,22,22,22,22,22,22,3,1,2,,
22,11,22,2,22,10,3,1,22,22,12,22,22,8,22,22,9,22,4,7,6,5,,
11,22,12,8,22,22,22,5,22,10,3,22,2,4,22,1,9,22,21,6,7,13,,
12,22,22,4,22,5,8,1,22,22,22,10,22,22,22,22,3,7,9,11,2,6,,
7,6,18,12,17,17,10,2,20,19,9,17,17,17,21,11,4,8,5,3,1,17,,
1,22,4,2,22,3,1,1,22,22,22,1,22,22,22,22,5,1,1,3,1,2,,
22,7,22,22,22,22,8,1,22,6,10,22,9,11,22,5,22,22,22,3,2,4,,
22,22,1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,7,11,4,22,5,22,1,22,22,22,22,10,22,22,9,8,22,22,3,2,6,,
11,22,16,15,20,3,9,1,21,18,17,4,14,13,19,12,8,7,5,6,2,8,,
22,22,22,22,22,4,22,1,22,22,22,22,22,22,22,22,22,22,22,3,2,22,,
22,22,22,4,22,22,3,1,22,22,22,22,22,22,22,22,22,22,22,2,22,22,,
15,4,22,10,19,17,9,2,20,21,13,6,11,5,8,12,3,16,7,18,1,14,,
22,22,22,22,22,4,7,1,22,22,22,6,22,22,3,22,22,22,8,22,2,5,,
10,Skipped,Skipped,11,5,12,2,1,Skipped,Skipped,Skipped,4,10,13,Skipped,Skipped,7,2,3,10,6,3,,
18,2,22,10,20,16,3,1,14,22,13,4,19,17,22,22,6,10,6,9,2,22,,
13,8,Skipped,7,16,5,14,1,22,20,4,11,Skipped,21,10,9,3,15,12,6,2,17,,
22,5,22,22,22,22,22,1,22,4,22,22,22,22,22,22,3,22,22,22,2,22,,
14,4,21,17,19,16,9,1,18,10,13,12,8,5,16,6,2,22,7,20,11,3,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
21,3,18,19,20,13,17,5,13,7,4,16,2,1,14,11,6,22,18,8,11,12,,
22,22,22,4,22,22,6,1,22,22,22,22,22,22,22,22,3,22,5,22,2,22,,
22,22,22,22,22,5,22,1,22,22,22,22,3,6,22,22,2,22,22,22,4,22,,
22,22,22,22,22,3,8,1,22,22,22,9,22,22,22,22,7,11,10,2,5,4,,
22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,3,22,22,22,2,22,,
22,1,22,1,22,22,22,22,22,22,22,22,2,22,22,22,22,22,22,1,22,1,,
22,22,22,22,22,22,4,1,22,4,22,3,4,22,22,3,22,2,5,22,22,3,,
16,6,17,7,18,19,3,1,22,20,8,15,9,5,14,10,4,12,13,21,2,11,,
22,22,22,4,22,22,3,2,22,22,22,22,5,22,22,22,22,22,22,22,1,22,,
9,9,22,7,22,8,7,1,9,8,22,6,9,22,8,22,3,9,22,5,2,4,,
22,22,22,22,22,22,22,22,22,22,1,22,8,4,22,2,22,22,22,22,2,22,,
22,2,11,9,22,12,22,1,22,8,6,22,4,10,22,22,7,22,22,3,5,22,,
22,22,22,22,22,22,22,2,22,22,22,22,22,3,22,22,4,22,22,5,1,22,,
22,7,22,Skipped,22,22,22,4,22,9,2,22,10,3,Skipped,22,5,Skipped,22,6,1,8,,
10,17,15,6,14,8,5,1,22,22,22,7,22,16,11,22,3,9,13,4,2,12,,
