"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","Num Cands","Num Seats"
"3","16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","3","7","11","4","16","8","6","13","14","12","15","2","9","5","1","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","6","4","5","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","8","12","3","4","9","11","15","16","13","14","2","10","6","5","nan","nan"
"5","6","4","14","11","16","9","8","7","3","13","1","10","2","skipped","skipped","nan","nan"
"5","7","10","1","15","12","11","6","8","2","3","4","13","14","9","16","nan","nan"
"1","5","2","8","6","14","10","7","11","16","12","13","4","9","15","3","nan","nan"
"13","12","5","6","11","10","15","16","3","1","2","4","9","14","7","8","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","10","3","5","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","9","4","2","1","13","11","15","10","8","12","3","5","skipped","skipped","skipped","nan","nan"
"16","5","4","6","10","13","9","14","2","1","11","3","8","12","7","skipped","nan","nan"
"1","7","2","16","8","15","11","13","4","6","3","5","12","9","10","14","nan","nan"
"5","13","6","8","2","16","15","1","12","7","10","9","3","14","11","4","nan","nan"
"15","11","12","7","2","10","8","14","3","9","1","4","5","13","16","6","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","16","5","3","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","16","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","5","3","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","8","9","1","15","5","3","10","14","12","13","6","11","2","16","nan","nan"
"8","2","12","3","9","13","10","16","5","4","14","6","1","11","15","7","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","5","2","3","15","1","4","9","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","3","4","6","14","15","11","13","1","16","8","10","12","5","7","nan","nan"
"4","16","2","1","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","6","4","13","5","1","16","8","11","10","9","12","3","7","2","14","nan","nan"
"16","15","2","8","5","12","1","10","6","3","11","9","4","13","14","7","nan","nan"
"14","2","1","5","16","6","3","4","10","15","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","16","2","5","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","5","13","2","8","11","16","6","1","3","7","4","12","10","skipped","skipped","nan","nan"
"15","3","13","6","1","14","11","5","2","16","4","12","skipped","skipped","skipped","skipped","nan","nan"
"4","16","3","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","11","7","10","6","8","4","2","9","5","3","13","1","12","skipped","skipped","nan","nan"
"15","4","3","16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","15","1","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","8","7","3","6","9","10","12","14","16","15","1","4","2","11","nan","nan"
"16","1","2","5","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","16","3","5","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","9","12","8","1","3","11","10","14","16","2","13","7","4","15","skipped","nan","nan"
"16","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","16","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","7","11","5","2","16","14","3","10","9","6","4","1","15","13","skipped","nan","nan"
"7","5","4","2","9","14","16","8","13","1","11","12","3","10","15","6","nan","nan"
"4","14","11","1","12","15","16","3","9","6","2","8","7","13","10","5","nan","nan"
"4","12","2","6","14","8","10","11","9","5","7","16","1","13","3","15","nan","nan"
"12","13","8","2","14","11","7","9","5","3","1","4","10","6","16","15","nan","nan"
"5","8","10","1","14","9","15","6","12","4","2","11","3","16","13","7","nan","nan"
"6","5","16","2","7","12","9","10","4","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","5","1","4","7","6","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","13","5","4","15","14","8","2","7","16","3","skipped","skipped","skipped","skipped","nan","nan"
"16","7","10","4","12","5","15","13","2","14","9","3","6","11","8","skipped","nan","nan"
"1","11","10","13","6","9","4","2","15","16","12","14","5","7","3","8","nan","nan"
"16","8","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","9","16","2","10","8","3","1","4","5","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","3","4","5","1","6","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","1","2","14","13","5","15","4","12","16","10","8","3","7","11","nan","nan"
"8","15","3","4","2","5","11","1","14","13","7","12","6","9","16","10","nan","nan"
"10","11","12","3","13","8","15","7","9","1","2","4","6","5","14","16","nan","nan"
"9","7","5","2","15","13","16","12","6","1","3","4","8","11","14","10","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","6","2","1","4","5","7","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","16","4","11","1","9","15","12","13","5","14","10","3","8","2","7","nan","nan"
"6","14","4","13","2","10","3","8","16","5","12","15","11","7","1","9","nan","nan"
"16","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","5","9","2","11","16","10","1","3","8","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","9","11","3","12","8","6","15","2","14","13","16","10","7","5","nan","nan"
"4","14","6","11","12","8","5","3","9","15","2","10","16","1","7","13","nan","nan"
"10","6","14","9","12","3","13","5","2","7","8","11","16","15","4","1","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","1","2","5","15","12","10","16","3","4","7","13","14","11","skipped","nan","nan"
"16","11","6","5","3","12","13","15","7","4","1","2","14","skipped","skipped","skipped","nan","nan"
"4","12","3","1","16","14","6","8","9","2","10","5","11","7","13","15","nan","nan"
"16","2","5","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","16","3","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","10","9","12","11","2","14","13","5","3","1","4","7","15","8","6","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","13","9","14","6","5","12","8","2","1","7","10","4","16","15","nan","nan"
"16","8","5","2","3","10","1","4","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","8","5","1","12","10","14","3","4","7","13","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","10","2","16","5","3","7","4","9","6","1","11","skipped","skipped","skipped","skipped","nan","nan"
"8","6","5","12","7","16","9","13","14","1","4","3","10","15","11","2","nan","nan"
"16","3","1","2","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","1","3","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","2","9","16","4","8","6","5","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","2","10","16","9","5","4","6","8","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","8","16","1","11","7","4","13","12","14","15","2","6","3","10","nan","nan"
"16","3","4","6","1","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","15","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","9","7","16","12","11","8","13","10","1","6","4","15","14","2","nan","nan"
"4","2","6","14","1","9","7","5","16","13","12","15","3","11","10","8","nan","nan"
"11","15","10","6","12","16","14","5","13","1","2","7","3","8","9","4","nan","nan"
"16","2","1","8","3","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","15","6","14","5","12","8","10","16","3","2","7","13","9","1","11","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","16","2","5","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","12","13","10","2","7","3","5","8","15","11","9","4","6","1","16","nan","nan"
"4","15","6","5","14","1","9","13","2","3","16","11","7","8","12","10","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","14","5","9","3","16","11","4","15","2","13","7","1","12","8","6","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","5","14","4","2","6","1","15","11","8","12","10","7","16","9","nan","nan"
"7","13","2","16","14","5","3","15","4","9","11","12","1","6","8","skipped","nan","nan"
"16","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","16","5","3","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","8","7","5","14","12","6","2","13","3","10","11","9","4","1","16","nan","nan"
"16","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","16","6","5","4","12","11","9","14","7","13","10","15","1","3","nan","nan"
"16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","7","1","8","14","10","6","15","2","5","11","13","9","16","4","nan","nan"
"5","13","3","2","7","16","10","9","15","4","11","14","1","12","6","8","nan","nan"
"1","3","16","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","15","6","10","9","8","13","7","11","16","12","1","14","3","2","nan","nan"
"3","16","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","14","9","6","4","3","13","10","12","5","8","1","11","7","16","2","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","16","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","6","15","11","14","2","7","10","3","13","4","16","5","12","8","nan","nan"
"2","3","4","6","16","7","1","9","10","8","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","9","3","1","11","4","10","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","12","2","11","1","14","13","6","15","4","9","7","5","8","skipped","skipped","nan","nan"
"16","3","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","3","1","6","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","3","6","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","10","2","5","11","14","15","7","6","3","1","4","8","13","16","9","nan","nan"
"6","14","10","9","13","15","1","4","12","2","16","3","7","8","5","11","nan","nan"
"3","4","14","8","9","11","2","13","5","12","7","10","15","6","1","skipped","nan","nan"
"16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","16","5","8","4","2","9","3","7","6","11","skipped","skipped","skipped","skipped","nan","nan"
"16","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","10","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","7","6","3","4","8","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","15","14","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","14","2","1","15","13","12","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","13","12","9","10","16","7","8","3","4","14","6","15","11","2","nan","nan"
"4","16","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","3","4","1","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","6","11","4","2","10","7","5","9","3","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","2","11","7","4","10","5","13","12","3","9","1","6","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","14","9","13","15","4","3","11","6","7","8","10","5","16","1","12","nan","nan"
"1","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","5","4","2","6","15","7","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","16","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","2","1","5","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","9","2","1","16","14","13","10","7","6","8","5","11","15","4","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","3","2","4","8","7","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","13","8","6","3","10","7","14","1","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","16","2","6","8","3","5","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","16","3","5","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","2","10","1","8","12","5","14","7","16","13","3","15","4","9","nan","nan"
"7","2","9","8","3","14","6","11","13","1","5","4","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","11","8","7","9","15","2","5","12","1","14","10","6","3","13","4","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","11","16","4","10","9","3","12","15","13","14","1","8","5","7","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","16","2","1","4","6","8","9","10","5","11","3","skipped","skipped","skipped","skipped","nan","nan"
"15","2","11","1","3","5","9","14","13","10","16","7","8","12","6","skipped","nan","nan"
"16","1","5","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","9","7","5","10","16","8","3","15","14","1","13","4","6","2","11","nan","nan"
"16","2","3","1","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","6","16","14","3","2","7","11","13","8","12","15","5","9","4","1","nan","nan"
"16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","3","9","15","16","14","13","1","12","2","10","4","7","11","skipped","nan","nan"
"16","1","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","8","1","10","9","3","7","11","2","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","5","7","6","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","10","8","2","6","14","16","9","5","11","15","4","7","13","3","nan","nan"
"4","14","10","5","1","16","7","2","13","6","12","11","15","9","3","8","nan","nan"
"16","2","7","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","9","6","14","5","12","4","3","13","11","16","7","2","1","10","skipped","nan","nan"
"11","16","15","12","10","4","6","7","14","1","2","13","3","8","9","5","nan","nan"
"16","4","2","3","5","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","7","14","8","11","13","10","12","1","2","3","4","9","6","skipped","skipped","nan","nan"
"10","4","11","6","8","16","14","5","12","13","3","15","1","9","2","7","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","5","2","6","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","16","9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","5","6","16","4","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","6","13","4","10","8","16","14","5","3","2","1","9","15","11","7","nan","nan"
"14","5","8","2","11","9","13","15","3","6","7","4","1","12","16","10","nan","nan"
"2","14","9","10","12","15","5","4","8","6","13","3","7","11","1","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","4","3","5","9","6","8","7","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","7","5","4","8","9","15","13","10","1","2","3","6","16","12","11","nan","nan"
"14","3","7","16","8","5","15","4","12","10","9","11","1","13","2","6","nan","nan"
"4","16","6","2","9","3","1","7","5","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","5","8","13","7","16","4","14","12","11","9","10","3","15","1","2","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","16","6","1","14","12","7","8","4","2","5","3","15","9","11","13","nan","nan"
"16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","5","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","16","8","7","1","2","12","9","6","11","4","15","13","14","3","5","nan","nan"
"16","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","12","4","11","2","16","6","7","14","10","15","13","1","3","9","5","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","13","6","1","7","9","11","12","4","2","5","3","10","8","16","14","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","8","10","3","9","11","14","15","1","2","4","16","12","5","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","6","12","10","2","11","5","13","14","16","8","3","7","15","1","nan","nan"
"16","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","8","7","12","3","9","1","4","14","15","16","13","2","5","6","10","nan","nan"
"12","2","15","3","13","16","14","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","15","2","10","1","14","8","3","13","5","16","6","7","11","4","skipped","nan","nan"
"16","2","6","3","4","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","2","10","12","15","13","11","9","1","8","7","5","14","16","4","nan","nan"
