"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","rank22","rank23","rank24","rank25","rank26","Num Cands","Num Seats"
"11","1","25","24","22","3","7","17","10","26","2","21","23","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","15","9","17","5","21","19","23","3","18","16","7","11","22","4","13","6","25","8","20","2","26","24","14","10","nan","nan"
"19","1","10","12","8","6","9","2","20","14","11","26","17","4","18","5","7","13","15","25","3","16","skipped","skipped","skipped","skipped","nan","nan"
"5","1","9","11","16","24","26","17","3","15","12","21","7","25","4","10","2","22","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","1","13","6","12","15","25","22","14","3","19","8","7","10","16","24","20","5","23","9","11","2","17","18","26","4","nan","nan"
"15","19","8","1","17","18","16","9","5","11","20","4","10","7","6","3","12","13","14","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","7","11","5","10","6","4","8","15","2","9","26","12","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","2","11","3","13","26","19","7","6","9","24","4","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","12","15","5","17","13","16","7","3","14","4","10","9","1","6","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","21","11","25","7","22","8","9","10","6","14","13","3","15","5","16","2","26","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","12","8","18","20","25","23","14","3","16","11","6","5","17","22","19","7","26","4","10","1","24","15","21","9","nan","nan"
"9","1","17","13","8","14","26","24","10","4","21","5","6","3","18","12","19","7","25","15","11","2","20","22","23","16","nan","nan"
"1","5","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","7","4","9","5","3","2","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","13","11","12","6","14","10","7","2","4","8","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","5","9","3","7","4","6","2","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","14","5","10","11","9","6","3","12","4","2","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","13","5","15","16","22","20","10","3","23","6","7","18","14","19","4","11","8","1","21","17","9","skipped","skipped","skipped","nan","nan"
"8","1","15","6","12","10","24","23","17","5","21","11","4","3","13","22","16","25","7","14","2","19","20","18","9","skipped","nan","nan"
"6","1","5","10","12","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","12","4","8","21","20","18","10","2","15","7","19","14","22","16","11","5","17","3","13","6","skipped","skipped","skipped","skipped","nan","nan"
"1","10","11","8","9","5","3","2","7","12","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","8","10","18","12","19","21","26","3","11","13","7","14","16","24","25","5","23","4","6","1","17","20","22","9","nan","nan"
"23","2","16","7","13","14","21","24","12","3","18","5","11","10","15","19","17","9","26","4","6","1","22","25","20","8","nan","nan"
"2","1","13","8","15","6","26","18","17","11","16","14","24","4","25","5","10","7","12","3","23","9","skipped","skipped","skipped","skipped","nan","nan"
"3","4","1","25","20","23","6","5","10","21","26","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","5","4","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","16","10","23","15","26","25","6","7","5","4","9","11","3","2","13","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","12","9","17","16","23","25","14","3","19","11","6","5","20","22","15","7","4","8","1","24","18","21","10","skipped","nan","nan"
"1","4","2","26","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","1","10","14","12","13","25","16","18","4","22","7","6","17","11","15","21","5","26","3","9","2","20","19","24","8","nan","nan"
"3","1","11","6","10","16","14","4","12","15","8","7","9","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","15","10","13","16","14","9","6","5","4","8","11","3","2","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","10","15","17","16","13","4","7","3","5","9","12","6","2","11","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","1","7","11","21","6","4","25","24","13","16","17","12","15","14","3","26","10","5","8","23","2","19","20","18","9","nan","nan"
"9","8","10","4","5","3","1","2","7","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","18","10","17","20","23","22","16","7","19","6","4","3","15","9","12","5","2","13","21","11","8","skipped","skipped","skipped","nan","nan"
"12","1","14","7","16","18","26","24","13","3","17","11","10","4","19","23","20","6","25","5","8","2","22","15","21","9","nan","nan"
"7","1","8","2","5","3","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","3","1","6","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","7","9","13","11","4","3","2","8","6","12","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","15","10","14","16","18","17","11","6","3","4","9","13","2","5","7","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","18","12","16","17","7","14","11","10","15","4","5","6","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","11","1","10","5","4","3","7","2","6","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","17","7","16","18","14","22","6","3","2","5","4","10","9","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","5","9","24","12","17","23","4","20","7","8","18","6","2","13","15","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","13","10","17","15","24","14","3","18","9","8","4","16","22","19","7","5","6","2","23","20","21","11","skipped","skipped","nan","nan"
"1","9","12","11","8","5","4","3","10","2","6","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","12","8","10","15","14","9","11","4","3","2","6","13","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","1","18","7","15","13","20","21","9","3","17","5","12","8","14","19","24","11","26","4","6","2","22","25","16","10","nan","nan"
"10","1","14","9","13","15","11","5","4","3","8","12","2","6","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","11","8","6","4","3","9","2","5","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","18","6","16","4","25","26","24","8","15","14","1","10","19","21","22","5","23","9","13","3","17","20","12","7","nan","nan"
"1","14","11","13","15","12","6","2","3","10","8","4","5","7","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","10","12","15","17","16","13","7","5","6","3","9","11","2","4","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","10","11","14","7","5","3","2","9","12","4","6","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","10","18","11","19","14","5","17","8","4","2","13","7","15","3","20","9","12","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","9","12","14","16","15","10","6","4","3","8","11","2","5","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","7","2","4","1","11","5","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","13","14","12","4","10","6","3","9","2","11","5","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","11","4","16","13","10","8","9","7","19","14","15","20","3","6","12","2","18","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","2","3","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","11","12","15","17","16","8","6","2","4","10","14","3","5","7","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","2","4","7","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","1","14","7","15","13","19","24","12","4","21","5","11","8","16","17","20","10","25","3","6","2","22","18","9","skipped","nan","nan"
"6","1","17","13","9","3","16","10","7","11","14","15","4","8","2","12","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","2","7","13","12","25","14","15","10","6","1","11","5","4","8","9","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","13","8","18","3","26","25","23","16","12","15","6","11","21","14","10","2","20","5","19","4","7","24","22","9","nan","nan"
"5","1","4","6","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","15","9","14","17","16","6","7","5","4","11","3","2","10","13","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","4","18","8","6","26","25","12","3","21","22","5","7","10","13","20","11","23","9","24","2","15","16","19","17","nan","nan"
"14","7","4","18","23","15","5","6","21","10","16","13","19","1","12","22","17","26","8","3","24","2","25","11","skipped","skipped","nan","nan"
"15","3","9","5","8","18","6","1","14","4","12","11","16","10","19","17","7","2","20","21","13","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","4","8","18","21","9","3","10","6","14","15","7","11","19","13","17","20","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","12","10","9","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","7","12","8","19","16","20","15","18","6","11","4","10","21","3","9","24","22","14","26","2","5","17","13","1","23","nan","nan"
"7","1","4","9","8","12","10","14","5","2","11","13","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","2","16","10","17","9","18","4","15","11","8","13","6","5","7","1","3","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","6","2","9","8","4","12","10","7","3","13","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","13","10","12","16","11","7","17","6","5","4","9","14","3","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","15","13","25","10","17","7","19","6","5","3","16","18","12","4","2","26","8","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","17","9","13","14","21","3","20","5","6","11","15","19","18","7","4","10","2","16","22","23","8","skipped","skipped","skipped","nan","nan"
"13","2","10","3","17","15","24","20","11","4","23","9","6","5","22","16","21","12","26","8","7","1","19","18","25","14","nan","nan"
"1","12","13","5","4","6","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","7","2","4","11","8","5","3","10","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","12","6","7","4","3","9","2","5","10","13","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","20","11","16","4","26","5","2","14","7","17","19","25","9","12","3","15","21","18","13","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","6","17","4","8","21","3","18","10","5","11","14","22","13","15","20","2","12","7","9","19","skipped","skipped","skipped","skipped","nan","nan"
"1","6","5","3","7","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","15","7","14","13","23","25","12","4","17","5","11","8","16","21","22","9","26","3","6","2","19","24","18","10","nan","nan"
"9","1","11","6","7","3","10","12","4","8","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","2","5","13","4","6","8","20","15","17","9","3","19","10","16","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","7","11","5","8","4","6","13","10","1","3","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","6","11","3","5","9","10","4","8","2","13","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","5","14","12","3","6","11","8","10","2","7","4","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","15","9","11","17","19","13","2","12","10","6","4","14","8","18","5","3","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","7","9","16","8","24","25","19","4","21","6","5","12","18","20","15","14","22","3","10","1","11","23","26","13","nan","nan"
"13","1","15","10","17","19","18","9","6","5","4","12","11","14","3","2","7","16","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","13","7","4","11","5","6","14","3","9","2","8","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","7","16","4","15","14","20","22","9","2","18","3","13","6","17","19","10","24","1","5","8","21","25","12","11","skipped","nan","nan"
"15","1","20","6","12","9","14","3","16","10","5","8","17","18","11","4","2","13","21","19","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
