"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","Num Cands","Num Seats"
"20","4","3","1","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","17","4","5","8","12","11","3","19","13","9","14","1","10","6","15","7","20","skipped","nan","nan"
"1","18","5","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","18","8","9","3","11","19","2","20","12","1","13","7","10","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","20","7","3","2","8","6","9","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","19","9","10","7","2","3","1","4","8","5","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","13","16","15","7","6","2","8","20","4","12","3","11","14","5","18","10","17","9","nan","nan"
"18","7","17","8","20","4","9","2","5","11","13","1","12","3","10","6","19","14","skipped","skipped","nan","nan"
"20","4","5","6","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","6","10","14","12","1","9","18","8","2","3","11","4","13","7","17","5","16","skipped","skipped","nan","nan"
"7","18","17","8","19","11","15","16","10","5","1","9","14","6","4","20","skipped","skipped","skipped","skipped","nan","nan"
"4","20","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","14","10","7","17","4","19","11","3","6","15","18","1","12","2","9","8","13","20","skipped","nan","nan"
"18","4","10","8","20","5","11","9","3","17","7","13","2","12","6","1","15","16","19","14","nan","nan"
"20","5","8","6","3","2","10","9","1","7","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","3","4","6","9","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","15","4","13","10","8","6","5","3","2","16","19","7","18","1","12","11","17","9","20","nan","nan"
"16","5","4","17","19","9","12","3","8","14","13","10","2","11","7","1","15","6","18","20","nan","nan"
"4","7","11","12","20","1","2","6","13","9","5","3","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","10","13","9","18","1","12","15","11","3","6","7","4","2","16","8","14","17","skipped","skipped","nan","nan"
"20","1","3","4","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","10","7","18","15","20","9","17","4","14","11","1","12","3","16","5","13","2","skipped","nan","nan"
"5","14","17","3","8","12","13","19","16","4","2","15","10","18","11","9","6","20","7","1","nan","nan"
"7","5","16","14","10","20","8","3","2","17","15","4","13","9","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","15","6","18","19","13","14","5","16","10","2","8","3","7","9","4","17","12","20","1","nan","nan"
"12","10","5","14","17","2","18","6","4","13","20","8","1","7","11","3","15","9","16","19","nan","nan"
"20","4","2","3","10","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","7","8","12","15","4","5","9","16","10","3","20","6","2","14","13","1","skipped","skipped","skipped","nan","nan"
"3","15","14","7","18","5","12","19","6","2","13","9","4","10","1","8","16","11","17","20","nan","nan"
"20","5","3","2","4","6","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","20","14","8","12","3","5","15","7","1","18","6","19","10","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","2","4","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","14","12","20","2","16","17","11","13","10","4","1","7","9","5","18","8","19","15","nan","nan"
"17","16","9","10","19","4","18","13","12","6","8","7","2","5","3","1","11","15","20","14","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","7","3","12","18","16","6","17","4","13","19","11","1","5","2","8","20","skipped","skipped","skipped","nan","nan"
"4","16","8","6","17","18","15","11","7","3","20","9","14","1","10","5","13","12","skipped","skipped","nan","nan"
"8","20","5","7","4","9","2","6","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","20","3","6","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","5","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","5","9","18","6","8","7","15","1","11","16","14","19","3","4","10","20","13","12","nan","nan"
"10","18","2","12","5","3","1","19","7","14","16","20","17","6","4","8","15","9","11","skipped","nan","nan"
"12","2","5","10","14","1","4","6","20","8","18","15","7","16","13","3","9","17","11","19","nan","nan"
"7","3","2","6","1","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","14","6","9","10","3","11","1","2","5","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","5","18","14","13","20","19","9","12","1","8","6","3","7","2","4","17","skipped","skipped","skipped","nan","nan"
"17","16","8","2","10","7","13","4","15","1","11","18","9","20","3","5","12","19","14","6","nan","nan"
"1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","12","6","7","5","9","2","4","8","11","1","10","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","12","3","5","13","17","9","4","7","2","19","15","6","14","1","16","11","18","10","20","nan","nan"
"10","4","12","18","17","14","16","13","1","9","8","7","2","5","3","15","11","6","19","20","nan","nan"
"8","14","3","18","2","16","13","4","19","5","15","1","17","20","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","13","6","10","15","4","7","5","20","9","2","16","19","17","8","3","12","18","14","1","nan","nan"
"20","10","5","1","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","10","4","13","17","1","20","5","6","12","18","7","3","8","11","2","15","9","16","19","nan","nan"
"20","4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","18","5","3","6","19","2","1","8","10","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","15","8","13","6","5","19","1","10","7","11","9","4","2","12","20","skipped","skipped","skipped","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","20","2","6","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","7","20","6","8","2","5","9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","7","16","9","12","18","19","15","20","6","2","13","3","14","4","5","10","17","11","1","nan","nan"
"6","4","11","8","19","7","5","10","14","2","13","12","16","1","9","15","18","3","skipped","skipped","nan","nan"
"5","2","8","6","20","16","12","7","18","4","9","19","1","13","3","11","15","14","17","10","nan","nan"
"2","5","20","14","12","13","6","11","8","1","3","9","7","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","20","5","13","3","6","1","9","8","2","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","3","7","19","2","5","14","8","4","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","4","6","3","5","2","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","9","15","19","3","12","1","20","14","4","8","7","11","13","18","5","16","6","skipped","nan","nan"
"20","5","4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","4","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","12","7","6","13","10","9","4","8","11","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","19","5","18","17","6","3","13","10","4","8","9","2","1","11","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","20","10","11","5","1","8","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","8","6","3","5","9","2","7","10","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","19","15","8","9","16","12","2","7","5","18","6","4","14","11","13","1","skipped","skipped","nan","nan"
"1","16","18","8","17","6","20","14","11","2","10","13","4","3","5","9","15","7","12","skipped","nan","nan"
"20","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","8","14","13","1","6","4","3","12","9","19","20","18","11","5","17","7","skipped","skipped","nan","nan"
"20","1","3","2","6","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","17","8","5","20","18","6","9","19","3","2","13","10","11","14","7","15","12","16","1","nan","nan"
"2","3","1","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","3","13","17","10","9","2","18","14","19","8","5","7","11","1","15","6","16","20","nan","nan"
"13","16","6","12","17","2","18","19","4","8","7","10","1","11","5","3","14","9","15","20","nan","nan"
"12","17","10","20","14","13","15","11","1","18","8","6","7","9","16","19","skipped","skipped","skipped","skipped","nan","nan"
"10","5","3","7","2","4","20","9","8","14","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","17","8","6","11","3","15","12","16","1","5","13","20","14","2","9","18","10","19","7","nan","nan"
"20","3","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","16","3","8","18","12","7","5","15","1","13","19","2","20","9","10","11","17","6","14","nan","nan"
"3","6","2","8","7","4","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","5","1","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","12","20","14","17","11","2","13","8","3","4","16","10","15","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","6","9","17","3","10","8","1","19","11","2","12","5","4","7","18","20","skipped","skipped","skipped","nan","nan"
"8","3","12","13","19","7","11","9","2","5","10","4","6","1","14","15","20","skipped","skipped","skipped","nan","nan"
"3","5","20","4","13","11","7","12","9","2","8","1","10","14","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","6","16","10","11","7","1","20","9","2","3","15","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","14","9","12","1","18","13","3","7","19","15","2","16","5","6","8","17","11","20","nan","nan"
"20","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","20","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","3","2","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","14","7","8","10","5","1","9","2","3","13","19","16","18","4","12","15","17","20","skipped","nan","nan"
"2","11","4","12","16","8","9","5","10","1","15","20","7","18","3","6","13","17","14","19","nan","nan"
"4","5","3","20","7","2","9","6","1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","6","13","20","9","11","15","12","7","1","18","3","17","10","4","14","16","19","2","nan","nan"
"6","4","20","5","1","18","17","3","2","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","9","4","11","5","6","10","8","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","4","6","12","19","1","7","16","5","9","17","8","3","11","10","2","14","13","18","20","nan","nan"
"9","8","2","10","11","3","6","5","14","18","19","1","12","7","13","20","skipped","skipped","skipped","skipped","nan","nan"
"20","6","3","8","4","2","7","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","7","6","3","8","4","9","10","1","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","9","7","20","8","3","6","11","2","12","13","4","5","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","19","4","5","18","20","2","6","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","5","6","13","16","9","20","4","1","7","18","10","2","12","3","8","14","11","17","19","nan","nan"
"3","6","19","8","11","7","18","4","2","14","20","13","5","15","12","1","skipped","skipped","skipped","skipped","nan","nan"
"2","10","13","11","20","5","3","16","12","6","7","9","4","14","18","8","17","15","19","1","nan","nan"
"3","4","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","7","10","15","17","2","5","9","4","8","13","18","1","19","6","3","12","20","11","14","nan","nan"
"20","5","2","7","6","3","8","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","6","8","10","19","5","4","7","15","9","14","3","2","1","12","13","20","skipped","skipped","skipped","nan","nan"
"6","1","11","16","18","8","2","9","5","7","3","12","19","13","15","4","14","17","10","skipped","nan","nan"
"8","5","20","4","7","3","10","2","6","1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","11","15","18","13","19","1","12","17","16","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","6","3","4","7","2","5","8","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","9","6","8","19","10","12","5","11","2","16","7","1","4","17","20","skipped","skipped","skipped","skipped","nan","nan"
"9","16","5","8","19","3","1","17","18","7","20","11","6","12","2","4","10","14","15","13","nan","nan"
"5","11","12","2","15","13","9","7","17","4","10","20","6","19","1","8","3","18","16","14","nan","nan"
"10","7","3","4","2","6","12","8","1","11","5","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","11","5","18","12","20","7","8","3","10","13","1","15","9","6","4","14","16","skipped","nan","nan"
"20","4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","5","4","14","9","10","1","7","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","1","4","15","6","8","2","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","3","10","14","20","4","9","18","5","6","7","11","2","15","12","1","13","16","19","17","nan","nan"
"6","14","18","13","19","10","8","17","2","1","16","4","15","11","7","9","12","3","20","5","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","20","18","6","7","10","13","14","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","5","10","12","20","11","6","2","14","7","4","8","9","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","19","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","6","8","20","9","3","4","1","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","10","3","20","17","2","5","4","13","8","7","12","6","15","11","1","19","16","18","9","nan","nan"
"7","16","3","9","12","11","13","4","18","6","17","14","2","15","10","1","5","20","8","19","nan","nan"
