"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","Num Cands","Num Seats"
"10","15","5","3","1","16","12","9","14","7","2","13","6","8","11","4","skipped","skipped","skipped","nan","nan"
"6","13","1","8","7","4","17","12","9","15","16","11","2","5","18","14","3","10","19","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","11","15","6","18","4","14","16","3","1","7","19","10","17","8","13","5","9","nan","nan"
"19","1","4","3","5","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","19","3","8","4","12","18","7","13","14","17","5","2","16","9","11","10","1","15","nan","nan"
"11","6","4","13","9","3","1","5","8","12","10","7","14","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","10","5","6","1","19","8","14","9","2","4","7","12","3","13","skipped","skipped","skipped","skipped","nan","nan"
"19","2","3","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","19","8","2","7","6","4","18","5","3","9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","14","7","13","4","15","16","8","9","6","11","1","5","17","10","18","19","2","12","nan","nan"
"19","5","17","3","2","6","18","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","2","19","6","4","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","17","6","18","3","8","19","11","15","9","10","2","4","5","16","12","7","1","14","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","18","2","4","3","17","6","13","15","19","5","1","14","12","16","skipped","skipped","skipped","skipped","nan","nan"
"10","18","3","5","7","6","11","2","19","8","1","12","9","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","19","2","7","6","9","4","5","3","12","8","10","13","1","11","skipped","skipped","skipped","skipped","nan","nan"
"6","16","1","10","3","7","8","2","4","9","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","3","5","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","16","12","19","10","5","7","14","2","3","4","6","17","8","18","15","9","13","nan","nan"
"19","17","3","7","6","5","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","6","5","4","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","5","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","15","1","6","14","3","18","11","10","19","2","12","13","9","4","7","skipped","skipped","skipped","nan","nan"
"8","10","11","19","4","12","17","5","14","2","3","7","9","1","16","15","6","18","skipped","nan","nan"
"7","1","5","9","2","3","8","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","15","2","19","9","4","6","13","5","12","1","11","14","3","7","10","skipped","skipped","skipped","nan","nan"
"9","12","10","7","4","3","19","13","8","14","5","1","11","6","2","skipped","skipped","skipped","skipped","nan","nan"
"7","19","6","3","10","12","4","2","11","9","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","7","6","19","5","3","11","13","4","2","8","14","12","1","9","skipped","skipped","skipped","skipped","nan","nan"
"10","16","12","13","6","5","19","7","9","15","17","4","2","8","14","3","11","1","18","nan","nan"
"19","1","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","5","6","7","8","1","4","3","10","9","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","4","3","1","8","2","6","7","9","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","2","4","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","11","7","14","2","1","16","15","12","8","9","4","6","17","19","3","10","5","18","nan","nan"
"8","19","4","6","2","7","10","1","5","9","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","5","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","19","9","14","3","2","18","5","16","13","15","4","7","6","10","8","11","1","17","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","13","17","12","11","2","15","6","18","4","19","8","1","7","14","5","9","3","16","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","10","5","8","3","9","19","11","12","4","2","13","6","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","10","4","7","2","5","8","1","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","2","7","3","1","11","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","10","8","19","3","5","9","6","1","4","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","13","10","8","3","17","19","9","14","7","16","5","1","6","15","12","4","2","18","nan","nan"
"11","10","6","15","7","8","16","13","12","2","1","3","4","9","17","18","19","5","14","nan","nan"
"8","10","2","7","9","5","6","3","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","7","3","5","4","1","6","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","18","16","1","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","5","6","7","2","3","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","5","7","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","8","12","4","3","14","11","6","7","1","2","10","5","13","9","skipped","skipped","skipped","skipped","nan","nan"
"9","4","13","5","3","11","10","16","6","8","2","1","17","12","14","15","18","19","skipped","nan","nan"
"19","3","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","18","19","3","1","14","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","8","15","3","6","2","4","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","19","1","4","6","7","3","9","8","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","3","2","1","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","16","5","17","2","3","15","18","6","4","14","9","8","7","1","19","skipped","skipped","skipped","nan","nan"
"19","11","9","2","5","8","6","10","7","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","4","10","18","1","11","6","17","16","2","8","5","3","13","14","12","9","7","15","nan","nan"
"19","5","1","7","4","2","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","18","9","15","10","4","17","2","12","11","13","7","8","14","5","6","1","16","skipped","nan","nan"
"19","4","3","5","2","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","12","2","3","4","8","10","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","7","11","5","8","9","2","1","3","6","13","10","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","15","2","12","9","5","17","10","14","19","16","3","1","6","11","8","7","4","18","nan","nan"
"7","11","1","16","10","3","17","6","15","12","14","9","2","8","13","4","5","18","skipped","nan","nan"
"11","13","9","19","1","3","14","6","12","8","4","2","5","10","7","skipped","skipped","skipped","skipped","nan","nan"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","7","4","3","2","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","4","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","14","1","19","11","6","9","17","18","13","10","5","2","8","12","3","7","4","15","nan","nan"
"11","4","5","10","6","9","8","2","3","12","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","5","1","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","15","1","2","3","5","16","14","19","12","17","6","13","7","9","8","10","11","skipped","nan","nan"
"5","19","9","4","3","6","1","7","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","2","19","10","13","14","7","11","3","15","12","5","9","1","skipped","skipped","skipped","skipped","nan","nan"
"8","4","10","7","3","2","6","5","9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","8","2","4","7","5","19","3","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","8","3","10","1","2","19","9","14","13","18","11","4","12","15","7","6","16","17","nan","nan"
"8","19","5","2","4","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","19","5","7","4","2","1","8","3","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","5","2","7","1","6","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","2","4","3","5","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","19","3","2","8","4","6","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","6","13","18","1","12","10","17","16","7","2","3","5","14","11","15","9","4","19","nan","nan"
"19","5","2","6","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","2","3","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","6","2","3","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","14","3","4","7","8","5","1","10","2","6","12","13","15","9","skipped","skipped","skipped","skipped","nan","nan"
"11","4","14","9","7","8","15","10","3","1","6","12","5","2","16","skipped","skipped","skipped","skipped","nan","nan"
"3","5","4","10","2","9","12","7","1","8","11","6","13","14","15","skipped","skipped","skipped","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","16","4","11","3","5","17","15","10","7","18","1","8","9","14","12","2","13","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","7","6","10","11","8","16","9","18","1","12","4","2","15","5","17","3","14","skipped","nan","nan"
"10","7","1","6","11","4","3","12","9","5","8","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","19","3","14","9","6","15","8","11","16","5","4","7","12","2","10","1","17","skipped","nan","nan"
"19","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","11","6","14","1","5","16","15","12","4","8","9","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","1","2","4","5","6","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","16","2","6","11","3","19","7","14","18","4","1","12","17","10","5","8","13","skipped","nan","nan"
"19","7","4","2","8","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","15","2","8","3","7","17","11","19","14","10","4","1","12","18","9","6","13","16","nan","nan"
"6","4","2","7","5","1","9","8","10","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","4","6","2","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","4","6","5","7","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","11","13","16","3","5","19","1","4","2","9","8","10","15","6","12","skipped","skipped","skipped","nan","nan"
"7","2","13","14","19","6","5","11","12","3","1","4","9","8","15","16","10","17","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","5","6","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","5","6","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","16","10","13","7","2","17","6","14","11","18","3","1","9","12","5","8","4","19","nan","nan"
"5","12","1","10","3","11","6","7","2","9","4","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","8","2","5","1","7","4","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","8","4","2","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","3","4","1","7","9","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","12","2","11","9","6","4","1","10","7","8","5","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","3","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","5","13","10","9","4","12","17","6","3","7","14","15","8","18","19","2","16","nan","nan"
"12","13","8","14","2","4","16","10","15","18","19","3","6","11","5","7","9","1","17","nan","nan"
"1","5","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","10","7","6","2","5","9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","19","8","4","6","5","1","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","5","2","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","19","1","2","3","6","4","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","5","12","11","9","4","18","10","16","2","3","8","6","13","17","7","14","1","19","nan","nan"
"19","2","5","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","3","5","1","11","10","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","7","2","6","3","4","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","7","5","10","9","6","17","13","12","8","1","4","2","15","16","19","11","3","18","nan","nan"
"13","14","3","16","5","6","11","9","18","7","15","4","2","10","17","12","8","1","19","nan","nan"
"9","11","1","17","4","5","18","14","3","10","7","2","13","12","15","6","8","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","19","5","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","4","5","2","7","1","10","8","9","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","3","5","6","1","4","9","19","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","19","4","13","6","2","8","11","5","3","14","7","10","9","1","skipped","skipped","skipped","skipped","nan","nan"
"11","19","3","15","4","9","8","7","10","2","1","12","16","6","14","5","skipped","skipped","skipped","nan","nan"
"5","7","8","2","1","11","6","9","3","10","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","14","5","19","4","10","2","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","9","19","3","7","17","10","12","2","14","5","6","18","13","8","1","16","skipped","nan","nan"
"12","8","15","16","4","11","13","18","17","7","3","5","2","10","6","9","14","1","19","nan","nan"
"19","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","2","7","4","5","18","3","9","10","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","17","6","13","5","2","15","3","16","12","18","1","4","8","11","7","9","14","skipped","nan","nan"
"17","7","15","14","3","5","11","12","9","6","10","4","2","13","19","8","16","1","18","nan","nan"
"8","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","3","2","4","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","19","9","15","2","8","14","7","16","5","4","1","3","11","12","18","13","6","17","nan","nan"
"8","19","2","10","3","7","4","9","6","1","12","11","13","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","19","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","7","4","3","8","5","6","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","13","2","18","5","3","12","8","17","15","16","9","1","7","10","11","14","4","19","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","11","3","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","15","3","10","4","2","18","14","13","17","19","7","1","9","12","8","6","5","16","nan","nan"
"14","7","13","4","12","10","5","1","3","2","8","9","11","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","6","4","2","5","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","18","11","5","12","14","2","7","17","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","7","10","4","3","5","12","6","1","13","14","8","11","2","15","skipped","skipped","skipped","skipped","nan","nan"
"19","4","2","5","6","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","6","1","10","9","7","2","5","8","13","11","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","5","4","6","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","3","4","6","5","7","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","12","13","2","7","11","14","15","10","8","3","1","16","5","19","18","4","17","nan","nan"
"19","4","3","8","5","2","7","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","16","4","3","13","7","18","10","9","11","17","1","6","12","14","15","5","2","19","nan","nan"
"10","17","6","14","5","4","19","12","15","7","18","2","3","9","11","8","13","1","16","nan","nan"
"6","1","2","9","7","4","5","8","10","11","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","17","1","15","4","3","19","5","18","12","16","9","2","10","14","8","7","6","11","nan","nan"
"10","14","5","15","3","7","17","16","8","19","13","4","1","12","9","11","6","2","18","nan","nan"
"18","9","6","3","5","8","19","7","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","12","7","13","4","5","18","10","11","3","16","6","1","15","9","17","8","2","19","nan","nan"
"14","9","5","16","2","8","18","13","17","15","11","3","4","12","10","7","6","1","19","nan","nan"
"11","19","2","7","13","1","14","12","8","3","9","10","4","6","5","skipped","skipped","skipped","skipped","nan","nan"
"1","2","4","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","9","3","16","2","4","19","10","15","7","17","6","1","14","12","11","13","5","18","nan","nan"
"10","2","7","11","8","3","14","9","12","1","6","17","15","5","13","18","4","19","16","nan","nan"
"19","2","1","5","7","8","4","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","9","6","19","4","11","10","5","8","3","1","7","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","18","4","1","6","8","16","17","13","3","15","5","19","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","4","5","6","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","6","2","8","14","19","1","3","9","15","7","12","13","17","skipped","skipped","skipped","skipped","nan","nan"
"10","2","14","12","7","8","4","13","19","3","1","11","6","9","5","skipped","skipped","skipped","skipped","nan","nan"
"19","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","4","7","9","2","5","1","8","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","19","10","1","9","4","8","2","5","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","5","7","2","14","9","4","1","12","13","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","7","3","1","2","10","6","8","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","2","5","4","3","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","16","2","11","4","7","15","6","17","10","18","3","5","13","12","9","8","1","19","nan","nan"
