"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","rank22","rank23","rank24","rank25","rank26","Num Cands","Num Seats"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","3","6","4","2","7","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","6","9","1","2","10","12","7","4","5","13","11","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","24","25","20","15","8","4","18","26","19","3","14","21","17","9","5","11","13","2","16","23","22","10","1","6","skipped","nan","nan"
"25","6","5","21","11","23","24","15","19","7","3","26","1","4","13","17","14","12","16","22","18","9","20","8","10","2","nan","nan"
"26","14","4","24","6","25","23","17","3","13","5","21","8","11","10","18","15","16","12","20","19","22","9","1","2","7","nan","nan"
"26","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","12","3","4","10","5","11","6","8","9","7","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","22","15","26","6","19","10","4","20","8","13","18","3","16","7","9","12","11","2","14","17","1","5","skipped","skipped","skipped","nan","nan"
"26","7","5","6","10","8","3","13","12","11","9","25","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","13","17","18","14","5","26","2","16","7","3","19","4","11","15","10","6","8","1","12","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","25","9","6","26","3","5","12","11","2","10","8","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","15","1","8","2","25","20","19","7","23","6","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","9","10","20","17","25","19","23","5","8","15","22","3","6","18","26","16","21","11","14","12","7","13","1","4","2","nan","nan"
"22","7","1","26","25","21","13","3","14","12","4","10","5","19","24","11","6","9","23","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","4","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","10","3","24","6","21","17","23","12","5","19","9","4","7","20","8","16","15","14","18","11","13","1","2","skipped","skipped","nan","nan"
"9","17","15","23","6","8","13","25","16","20","5","18","26","7","14","19","3","21","22","2","12","24","11","10","1","4","nan","nan"
"26","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","9","6","16","17","4","15","13","3","8","14","12","2","7","5","18","1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","2","4","9","5","10","1","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","7","3","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","10","2","6","20","1","18","7","23","15","19","11","4","5","3","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","5","9","3","6","4","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","5","18","26","6","23","13","16","22","21","7","24","11","3","15","20","9","17","19","8","12","4","14","2","1","10","nan","nan"
"23","7","5","2","25","8","10","3","24","12","26","6","11","1","9","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","9","6","15","5","14","1","10","12","13","11","2","8","7","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","7","3","2","4","10","9","11","8","6","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","9","5","10","7","8","2","4","3","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","5","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","25","16","4","7","10","23","2","12","9","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","13","3","24","16","19","18","22","7","11","10","26","15","2","9","8","23","25","5","14","17","12","20","1","6","4","nan","nan"
"2","26","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","19","21","25","24","10","2","14","20","9","12","23","3","18","5","6","15","17","4","11","16","13","1","7","skipped","skipped","nan","nan"
"26","5","1","6","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","5","1","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","4","23","12","24","9","2","16","13","22","15","3","8","7","25","20","18","19","17","11","14","21","1","10","5","nan","nan"
"1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","24","22","19","12","6","17","21","2","13","16","15","14","11","3","20","8","4","9","23","5","18","1","7","skipped","skipped","nan","nan"
"24","14","3","26","15","21","7","19","5","17","2","22","18","9","6","23","4","20","16","10","25","13","12","8","1","11","nan","nan"
"12","26","13","10","7","18","2","6","4","15","20","19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","19","13","24","12","15","7","20","2","10","18","17","16","3","11","6","8","9","5","4","1","14","skipped","skipped","skipped","skipped","nan","nan"
"23","21","18","15","13","24","8","6","5","19","1","26","14","11","17","2","3","25","20","10","16","22","9","7","12","4","nan","nan"
"26","1","2","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","11","2","10","3","9","8","5","7","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","3","5","4","10","7","6","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","7","6","10","1","9","3","2","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","3","10","12","6","2","11","5","1","4","8","13","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","5","2","6","9","26","4","8","7","3","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","9","10","1","11","12","3","4","7","5","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","18","2","26","19","17","16","25","12","20","5","22","7","8","11","15","13","23","9","10","21","6","14","3","1","4","nan","nan"
"7","6","5","8","2","3","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","3","6","5","1","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","8","6","3","7","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","5","1","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","7","8","5","4","2","9","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","26","9","3","7","10","8","2","4","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","15","8","14","11","16","7","12","9","10","4","5","13","2","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","14","20","3","1","15","8","9","16","17","12","7","4","11","5","19","18","13","2","10","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","26","6","4","3","2","20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","5","1","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","8","14","23","10","18","4","16","26","20","15","17","5","11","19","2","9","24","3","13","22","12","7","1","6","skipped","nan","nan"
"26","10","8","5","19","9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","24","25","19","20","9","15","18","4","14","8","7","22","21","17","12","5","13","6","3","16","23","1","26","2","10","nan","nan"
"26","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","9","4","20","1","24","14","8","10","19","13","21","12","3","16","23","18","26","7","15","22","17","11","6","2","5","nan","nan"
"21","24","25","19","26","10","12","4","20","2","13","15","6","11","9","7","18","14","8","16","22","17","5","1","3","skipped","nan","nan"
"3","14","7","15","10","13","2","4","8","9","17","16","5","6","18","1","12","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","25","8","2","26","4","9","7","3","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","5","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","23","7","2","10","26","5","9","4","12","6","24","25","8","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","10","15","7","9","5","6","24","4","2","13","11","1","14","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","10","3","22","11","16","17","13","14","8","15","21","2","7","6","26","19","25","24","18","23","5","4","1","12","skipped","nan","nan"
"8","3","5","26","4","7","2","6","25","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","6","3","5","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","18","7","13","4","14","3","20","15","10","8","6","12","16","5","9","19","1","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","9","5","3","2","4","6","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","12","13","11","6","16","10","20","17","4","8","7","15","9","14","19","2","18","5","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","1","26","8","14","12","3","11","7","13","6","10","16","4","17","9","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","16","9","26","14","5","19","18","8","15","1","20","17","7","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","26","5","3","8","11","7","6","10","12","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","2","13","11","10","9","8","3","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","20","1","12","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","26","11","7","12","5","10","4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","24","25","1","23","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","9","20","25","26","3","12","1","13","6","10","2","11","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","8","1","23","7","18","2","19","26","11","12","22","10","5","4","15","13","24","21","20","25","9","17","6","14","3","nan","nan"
"24","2","7","26","11","22","13","25","1","10","14","19","5","15","18","23","16","17","4","21","9","6","8","12","skipped","skipped","nan","nan"
"4","26","8","5","2","3","7","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","10","3","9","5","11","8","2","7","6","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","21","7","14","8","13","9","3","22","11","6","20","18","2","1","5","16","15","19","12","4","10","skipped","skipped","skipped","skipped","nan","nan"
"24","15","3","23","10","22","4","19","26","20","8","21","6","14","25","17","5","16","12","13","18","9","7","1","2","11","nan","nan"
"26","4","9","5","8","6","3","2","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","10","7","24","17","19","16","22","26","11","15","8","2","14","3","18","13","25","23","12","6","9","21","1","5","4","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","4","5","6","1","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","8","3","10","13","6","16","5","12","2","4","17","1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","26","6","18","25","8","7","14","20","5","4","1","24","2","3","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","23","9","25","14","7","5","10","2","16","6","26","13","18","24","3","12","19","1","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","7","1","3","5","9","4","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","11","2","9","7","12","4","5","15","10","16","13","14","6","1","8","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","26","7","8","1","3","5","6","13","15","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","14","12","17","5","18","2","7","16","6","13","10","15","11","20","4","9","21","19","3","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","11","3","25","15","24","8","14","16","13","4","21","7","5","9","23","10","17","12","19","18","20","26","2","6","1","nan","nan"
"24","11","7","26","12","23","13","25","22","5","9","16","8","1","6","17","10","15","19","18","14","21","20","2","3","4","nan","nan"
"15","11","17","26","3","8","13","12","18","16","6","5","10","1","14","19","7","4","2","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","11","15","21","4","26","17","18","10","19","3","22","8","12","2","20","23","24","16","7","9","14","1","13","5","6","nan","nan"
"19","18","7","25","21","26","13","24","17","3","9","8","11","12","14","22","5","23","4","2","1","6","skipped","skipped","skipped","skipped","nan","nan"
"26","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","12","5","10","2","9","7","4","8","11","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","12","9","6","8","13","11","7","5","10","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","4","6","15","3","20","8","9","26","7","22","16","1","13","5","17","21","14","23","24","12","2","25","11","18","10","nan","nan"
"8","6","2","11","7","5","9","4","3","1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","3","5","7","2","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","3","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","2","4","6","3","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","9","10","20","5","14","12","18","25","17","8","19","6","3","7","13","16","21","23","24","22","11","26","1","2","4","nan","nan"
"5","18","4","8","23","6","10","25","20","7","14","9","11","17","3","21","15","24","13","26","1","12","skipped","skipped","skipped","skipped","nan","nan"
"11","3","1","22","7","9","4","20","26","14","17","18","8","6","19","13","24","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","23","22","21","25","18","3","19","26","24","5","15","11","16","12","6","2","9","17","7","13","20","10","4","1","8","nan","nan"
"21","26","3","13","18","10","2","6","16","8","11","12","4","20","5","17","9","7","14","1","15","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","24","4","21","23","19","7","22","17","26","9","2","14","16","13","20","11","15","18","10","12","6","5","8","1","3","nan","nan"
"20","8","10","26","14","21","5","7","22","3","19","6","12","17","4","23","13","2","18","15","16","9","1","11","skipped","skipped","nan","nan"
"26","7","8","2","3","12","6","13","4","10","9","25","5","1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","5","3","24","12","19","11","9","20","7","1","6","21","26","10","8","2","25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","21","5","18","13","22","14","19","8","12","6","7","9","16","11","4","15","17","20","3","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","25","3","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","7","2","11","1","5","8","10","9","6","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","26","25","3","5","6","7","2","23","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","14","5","8","12","20","6","15","4","16","7","19","10","22","1","11","21","13","17","3","2","9","skipped","skipped","skipped","skipped","nan","nan"
"26","3","4","5","15","16","12","13","8","19","1","6","17","14","10","9","11","2","7","18","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","6","13","19","15","14","8","4","5","16","17","12","10","18","20","9","11","21","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","5","8","9","4","3","10","2","6","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","12","6","21","25","18","10","19","26","11","4","23","8","7","9","17","13","20","22","2","14","16","5","1","3","skipped","nan","nan"
"16","6","4","25","8","18","17","22","1","23","12","26","20","9","11","10","19","14","13","7","15","24","21","5","2","3","nan","nan"
"22","10","7","13","4","26","8","1","3","14","11","15","9","23","5","6","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","5","7","12","22","20","9","17","26","2","19","14","4","10","8","23","11","18","15","24","13","1","25","6","16","3","nan","nan"
"16","18","12","24","10","8","3","19","25","20","11","21","17","5","14","4","6","9","23","2","26","22","7","15","1","13","nan","nan"
"9","26","11","7","2","10","6","4","5","3","8","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","5","4","8","15","3","25","6","13","2","7","22","14","24","10","1","26","9","12","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","22","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","8","1","23","2","16","14","17","26","9","10","3","18","6","13","12","5","15","7","24","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
