"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","Num Cands","Num Seats"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","8","11","7","4","10","5","3","6","9","12","nan","nan"
"3","12","9","8","7","10","5","4","13","6","2","11","1","nan","nan"
"3","13","8","2","7","5","4","10","9","11","12","1","6","nan","nan"
"2","13","8","3","5","7","6","11","9","12","10","4","1","nan","nan"
"12","13","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","8","12","10","3","7","4","11","9","5","6","nan","nan"
"2","12","3","5","7","9","4","13","6","8","11","10","1","nan","nan"
"12","13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","5","12","9","3","6","10","11","8","4","7","nan","nan"
"1","13","2","3","12","7","4","6","8","5","skipped","skipped","skipped","nan","nan"
"3","13","1","6","10","4","12","5","11","2","skipped","skipped","skipped","nan","nan"
"2","13","7","5","3","8","6","12","9","11","10","4","1","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","12","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","5","13","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","1","6","3","13","2","11","9","10","8","12","5","nan","nan"
"13","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","4","12","3","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","3","12","4","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","5","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","10","3","6","8","4","11","9","12","5","2","skipped","nan","nan"
"3","13","1","5","12","2","7","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","13","2","11","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","1","6","12","9","4","11","8","10","5","7","skipped","nan","nan"
"13","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","9","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","3","9","10","5","8","7","11","12","4","6","nan","nan"
"2","13","1","5","9","11","6","7","8","10","12","4","3","nan","nan"
"2","13","1","8","10","6","4","5","3","12","7","9","skipped","nan","nan"
"3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","4","12","3","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","12","3","5","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","12","2","4","6","10","5","3","11","9","7","skipped","nan","nan"
"4","13","3","1","12","6","5","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","13","11","1","5","3","7","12","8","10","9","4","2","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","13","10","3","5","4","7","11","2","8","6","9","nan","nan"
"12","13","9","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","12","13","1","4","9","6","7","11","5","3","2","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","9","11","4","5","10","12","6","3","skipped","skipped","nan","nan"
"12","13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","1","12","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","3","11","8","4","10","7","12","9","5","skipped","nan","nan"
"5","4","3","13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","4","5","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","4","2","6","12","3","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","4","5","7","6","9","12","10","8","2","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","3","10","9","4","7","8","12","11","5","6","nan","nan"
"2","13","4","5","9","8","6","12","7","11","10","3","1","nan","nan"
"2","13","1","6","12","10","9","4","11","5","8","skipped","skipped","nan","nan"
"4","13","8","5","6","12","3","7","11","9","10","2","1","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","1","4","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","3","8","10","4","7","9","11","12","5","6","nan","nan"
"1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","12","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","2","13","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","13","12","4","2","7","8","1","3","skipped","skipped","skipped","skipped","nan","nan"
"10","13","3","2","12","1","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","3","5","9","8","7","10","2","11","12","4","6","nan","nan"
"11","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","2","1","7","6","10","12","9","11","8","3","4","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","1","2","7","12","3","5","6","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","3","2","11","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","1","2","4","12","7","6","5","skipped","skipped","skipped","skipped","nan","nan"
"3","13","1","2","5","9","6","10","11","7","8","4","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","2","6","9","7","4","5","12","8","10","11","1","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","7","3","6","9","5","12","11","8","10","4","1","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","4","6","9","11","1","12","2","7","10","3","8","nan","nan"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","3","7","12","8","6","10","4","11","9","5","2","nan","nan"
"2","13","1","4","5","11","6","10","8","12","9","7","3","nan","nan"
"1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","9","6","11","12","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","13","9","5","3","12","1","7","6","11","4","skipped","skipped","nan","nan"
"3","13","1","4","2","6","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","12","7","10","4","3","2","8","9","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","4","6","10","12","8","11","7","9","3","5","nan","nan"
"2","13","3","5","6","11","4","8","1","9","12","10","7","nan","nan"
"13","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","5","2","12","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","5","3","11","7","6","10","8","12","9","4","2","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","1","8","7","12","3","11","9","2","4","10","6","nan","nan"
"5","13","11","1","7","2","8","12","6","9","10","3","4","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","1","5","10","9","2","8","7","11","12","4","6","nan","nan"
"2","13","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","4","5","6","11","7","12","2","10","3","8","9","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","2","13","8","12","5","6","3","10","11","4","9","nan","nan"
"2","13","1","8","6","11","12","5","7","4","3","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","3","5","12","4","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","7","1","5","9","2","11","12","10","4","8","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","3","8","10","7","5","9","2","11","1","6","skipped","nan","nan"
"1","13","12","4","5","8","10","11","6","7","9","3","2","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","13","8","11","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","4","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","9","7","8","12","10","11","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","4","3","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","12","1","4","10","5","7","11","8","9","13","2","3","nan","nan"
"4","13","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","3","9","12","4","7","6","8","5","skipped","skipped","nan","nan"
"8","13","3","4","7","5","11","10","12","1","skipped","skipped","skipped","nan","nan"
"1","13","4","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","13","12","2","4","3","1","10","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","1","9","11","8","4","6","2","5","7","10","12","nan","nan"
"2","1","6","3","5","4","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","11","3","4","2","8","12","9","7","10","6","1","nan","nan"
"13","3","5","11","2","1","8","7","4","12","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","2","6","12","10","1","11","4","8","9","7","5","nan","nan"
"1","13","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","5","4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","3","9","8","5","7","4","6","12","10","11","nan","nan"
"12","13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","5","2","11","6","7","12","10","9","8","4","1","nan","nan"
"2","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","10","11","7","5","4","8","12","1","13","3","2","skipped","nan","nan"
"10","13","1","3","12","8","2","5","11","9","4","skipped","skipped","nan","nan"
"2","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","1","5","13","8","3","11","4","9","6","7","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","3","7","10","5","13","11","6","1","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","8","7","5","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","4","7","12","5","6","8","10","11","3","skipped","nan","nan"
"6","13","3","2","7","4","1","9","8","5","skipped","skipped","skipped","nan","nan"
"7","13","10","2","8","1","5","11","6","9","12","4","3","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","1","6","11","4","3","2","7","10","12","8","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","3","5","4","6","7","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","13","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","5","11","9","3","6","4","8","12","7","10","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","12","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","12","10","6","7","1","9","5","11","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
