"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","Num Cands","Num Seats"
"3","8","6","7","5","4","11","2","9","10","20","14","13","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","6","5","7","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","20","17","18","3","1","2","16","14","15","7","11","13","6","8","9","19","4","12","5","nan","nan"
"20","2","6","4","3","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","4","3","5","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","12","4","6","3","10","11","8","2","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","20","6","11","3","8","5","1","7","10","2","13","4","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","20","11","15","5","16","2","8","1","9","19","3","18","10","14","13","4","17","12","6","nan","nan"
"3","5","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","16","12","7","13","3","19","15","14","2","4","18","5","20","9","8","10","17","1","11","nan","nan"
"2","1","6","8","5","4","3","9","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","12","19","5","2","3","8","18","11","1","4","10","7","9","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","14","19","11","12","20","7","15","9","5","6","17","4","10","13","16","18","8","2","1","nan","nan"
"19","8","5","14","15","1","20","9","4","2","3","6","17","11","10","18","7","13","16","12","nan","nan"
"20","4","2","1","7","12","3","6","9","10","5","11","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","20","17","5","10","4","6","1","7","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","5","6","15","3","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","8","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","6","17","11","20","3","15","19","2","8","1","10","5","16","18","13","14","4","7","skipped","nan","nan"
"8","3","20","13","11","6","4","19","14","16","7","5","17","15","9","1","2","12","10","18","nan","nan"
"9","15","12","11","1","8","7","13","20","18","3","16","2","6","17","19","14","10","5","4","nan","nan"
"20","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","20","7","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","19","18","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","1","5","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","13","14","6","2","3","15","17","7","18","9","8","16","20","10","12","19","5","4","nan","nan"
"7","20","8","6","5","1","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","20","18","11","6","1","2","15","14","19","4","12","9","10","13","16","17","5","3","8","nan","nan"
"6","20","15","13","3","1","4","19","18","17","7","11","12","16","9","10","14","5","2","8","nan","nan"
"10","2","15","18","20","9","8","16","4","13","19","6","7","17","14","1","3","12","5","11","nan","nan"
"10","20","15","8","2","1","9","14","5","12","3","17","16","7","11","13","18","6","4","19","nan","nan"
"2","20","5","3","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","13","9","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","20","4","2","11","10","7","14","19","8","15","6","1","3","12","13","9","5","16","18","nan","nan"
"17","20","18","5","4","2","19","14","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","20","4","2","3","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","20","18","6","1","2","4","5","3","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","12","10","4","13","5","14","2","15","20","1","18","6","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","3","1","5","6","2","7","4","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","12","20","14","8","1","5","4","2","11","15","10","13","7","6","3","skipped","skipped","skipped","skipped","nan","nan"
"7","12","13","18","2","1","9","20","14","11","3","19","16","6","15","10","17","4","8","5","nan","nan"
"2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","16","7","20","10","1","3","5","2","9","11","6","8","12","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","17","18","4","1","20","2","7","5","16","6","19","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","20","6","3","18","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","20","11","16","12","9","4","17","14","10","2","19","8","6","3","13","15","18","1","7","nan","nan"
"20","3","8","19","10","5","17","9","18","11","1","13","12","14","4","6","15","7","2","16","nan","nan"
"5","20","18","6","1","3","19","17","12","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","20","19","6","2","9","7","8","11","3","5","14","4","1","12","13","skipped","skipped","skipped","skipped","nan","nan"
"3","6","7","4","1","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","15","14","10","7","5","2","4","12","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","20","6","1","2","4","11","12","13","9","10","5","3","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","20","16","14","3","2","4","17","5","11","12","13","10","9","15","1","6","7","skipped","skipped","nan","nan"
"3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","4","2","1","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","14","11","9","12","10","15","13","7","3","4","16","8","6","5","skipped","skipped","skipped","skipped","nan","nan"
"6","20","2","9","4","5","8","7","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","20","2","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","19","6","2","20","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","14","19","18","8","17","20","11","13","1","9","3","10","2","16","15","skipped","skipped","skipped","skipped","nan","nan"
"9","6","1","3","2","7","4","5","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","20","16","14","5","1","8","19","18","17","3","11","12","13","9","10","15","4","2","7","nan","nan"
"17","18","4","14","12","13","3","15","2","19","16","1","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","7","2","5","6","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","12","14","1","3","4","19","17","20","9","15","5","2","10","8","16","7","11","skipped","skipped","nan","nan"
"11","20","17","6","19","7","9","3","14","5","1","16","10","13","2","12","15","8","4","skipped","nan","nan"
