"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","rank22","rank23","rank24","rank25","rank26","rank27","rank28","rank29","rank30","rank31","Num Cands","Num Seats"
"3","1","5","15","31","7","23","18","6","20","30","22","28","17","21","10","8","16","19","14","12","9","2","26","13","11","27","4","24","29","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","11","3","12","24","5","8","18","17","19","9","14","4","6","20","15","2","21","16","10","13","1","22","23","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","3","4","31","12","26","17","22","2","9","10","5","16","6","14","8","30","7","1","27","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","18","4","20","22","6","25","1","30","31","26","13","17","2","9","27","15","10","12","7","28","3","5","16","8","19","29","14","11","skipped","skipped","nan","nan"
"3","6","4","5","2","8","9","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","22","2","4","8","31","7","9","3","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","11","1","18","8","15","4","20","10","12","6","9","13","17","3","14","5","16","2","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","7","4","5","10","8","3","1","11","6","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","3","18","15","13","2","31","14","17","12","10","19","8","4","5","7","6","16","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","10","9","14","13","21","18","27","12","5","17","29","23","25","11","7","3","28","4","24","15","19","6","2","26","1","22","30","8","16","31","nan","nan"
"12","5","1","20","28","9","23","19","17","24","27","29","30","7","10","4","2","16","8","15","21","13","14","18","26","6","11","31","3","22","25","nan","nan"
"25","20","3","10","14","17","4","22","19","2","1","21","27","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","6","2","5","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","1","3","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","25","4","12","19","26","22","8","14","5","31","27","29","30","7","20","6","13","3","24","17","18","15","16","9","1","10","2","23","21","skipped","nan","nan"
"6","5","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","15","13","8","17","26","24","21","12","2","10","20","18","6","7","1","9","27","11","23","28","16","4","5","3","19","22","25","skipped","skipped","skipped","nan","nan"
"1","22","3","18","31","26","23","6","21","7","16","15","29","28","9","20","8","30","10","27","14","4","12","2","25","11","5","17","13","24","19","nan","nan"
"2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","7","2","16","3","14","4","17","10","11","15","8","5","6","18","1","12","9","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","6","9","4","7","8","5","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","4","3","20","27","6","23","1","21","22","25","10","2","9","12","17","14","19","18","26","11","16","7","5","13","8","28","24","skipped","skipped","skipped","nan","nan"
"9","4","20","2","12","8","21","11","1","5","3","10","7","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","15","20","9","8","17","21","11","13","14","7","4","10","5","1","6","16","3","12","2","18","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","6","1","14","12","31","7","8","15","4","5","10","3","2","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","9","5","6","2","4","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","30","1","15","22","19","24","2","20","11","31","21","28","3","8","7","4","18","10","17","16","12","9","14","6","13","25","5","23","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","7","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","9","10","14","12","5","1","18","6","8","2","11","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","16","4","11","30","17","19","13","21","18","31","25","24","22","10","8","3","2","6","23","12","5","29","15","14","9","7","26","1","27","28","nan","nan"
"8","3","11","7","9","13","1","4","6","2","5","31","12","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","11","12","6","8","16","4","5","9","1","13","15","10","7","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","11","4","10","9","1","6","8","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","4","7","16","21","5","23","10","18","27","31","12","11","26","25","9","6","2","29","13","22","15","14","8","24","1","28","19","3","30","17","nan","nan"
"23","25","8","7","26","11","24","2","28","9","31","27","29","21","20","16","4","10","18","13","14","12","22","15","3","6","5","17","1","19","30","nan","nan"
"14","1","3","8","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","5","1","12","16","3","11","4","2","7","6","13","9","10","8","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","7","10","5","4","1","8","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","5","10","2","3","11","31","9","1","8","4","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","11","8","6","2","12","19","3","15","18","16","21","31","7","4","5","25","13","26","27","10","17","9","20","30","24","28","1","14","skipped","skipped","nan","nan"
"23","22","2","6","26","8","27","4","29","24","13","12","10","17","25","31","19","1","21","14","7","11","9","15","16","5","18","20","3","30","28","nan","nan"
"20","5","1","19","30","9","21","3","23","13","24","26","27","6","10","25","2","17","16","31","18","7","8","4","14","12","11","29","15","22","skipped","nan","nan"
"30","1","14","22","26","5","29","11","27","9","10","4","2","12","3","6","18","17","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","5","10","8","9","3","2","7","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","19","5","7","23","13","26","10","18","3","28","4","27","17","2","9","8","1","30","15","6","31","29","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","6","9","8","11","2","3","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","26","1","9","28","4","31","3","22","20","11","23","27","25","21","6","8","2","13","16","5","15","7","10","19","18","12","17","14","29","30","nan","nan"
"22","16","17","8","30","9","24","7","21","2","23","28","29","11","5","26","6","25","12","19","15","13","10","4","18","1","3","27","14","20","31","nan","nan"
"7","4","17","16","2","14","5","13","9","3","8","12","6","10","11","1","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","4","1","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","13","24","8","23","25","5","21","9","17","12","4","20","6","16","14","11","22","7","18","15","2","3","19","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","12","11","9","13","10","5","1","7","18","17","15","8","3","6","16","2","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","31","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","28","15","8","24","16","13","29","30","25","19","7","9","22","20","23","12","2","3","17","14","4","26","21","11","18","1","5","31","6","27","nan","nan"
"5","3","6","2","31","1","7","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","10","23","6","11","9","5","2","7","1","8","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","3","10","5","4","1","7","6","2","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","3","13","30","4","19","18","5","10","31","25","24","16","9","14","20","29","28","21","8","22","23","1","17","6","12","26","7","15","27","nan","nan"
"1","12","21","8","15","14","10","17","7","5","4","11","3","6","16","9","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","10","1","4","12","15","8","3","2","9","13","6","7","14","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","28","2","7","6","11","25","3","20","26","23","29","30","18","9","12","22","21","4","10","31","1","19","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","6","9","30","10","31","5","2","7","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","1","9","5","6","12","11","4","10","14","13","7","8","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","25","4","16","12","15","26","3","17","13","24","29","9","11","10","7","27","8","23","20","30","18","2","22","1","5","21","6","28","14","skipped","nan","nan"
"17","6","15","16","12","5","29","3","23","11","22","26","28","2","4","20","9","27","8","21","24","7","19","14","18","10","31","1","30","13","skipped","nan","nan"
"13","1","6","19","29","27","7","21","3","30","23","25","20","17","10","5","11","18","16","14","12","26","2","15","8","9","24","4","28","22","skipped","nan","nan"
"25","18","8","22","20","29","5","15","1","12","14","21","13","24","9","2","17","7","4","16","11","6","26","10","3","30","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","10","8","6","4","7","5","1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","31","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","13","5","18","14","10","25","27","24","15","2","31","29","4","1","21","28","20","9","8","12","16","11","22","17","30","3","6","26","23","19","nan","nan"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","5","6","11","4","7","3","9","2","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","4","2","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","11","4","9","18","14","30","6","23","13","29","25","26","27","1","16","2","3","22","19","10","5","28","7","20","15","24","8","31","21","skipped","nan","nan"
"8","3","5","6","2","7","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","15","2","8","19","13","17","9","7","1","14","31","18","11","10","12","3","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","11","3","21","30","8","28","15","17","13","29","22","23","7","4","16","2","19","27","12","25","14","26","10","9","5","6","20","1","31","24","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","9","4","7","8","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","16","1","2","4","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","3","7","20","31","18","19","13","14","4","10","12","1","11","17","15","16","6","8","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","7","30","4","6","29","3","5","1","27","28","2","31","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","2","27","4","30","5","1","6","28","8","9","7","29","31","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","11","7","3","1","5","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","2","3","13","7","31","15","8","12","4","10","9","5","11","14","30","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","26","1","21","9","13","23","28","19","14","27","16","4","2","15","11","17","18","5","3","8","22","25","12","6","7","10","24","skipped","skipped","skipped","nan","nan"
"5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","9","4","6","5","2","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","14","15","3","12","13","4","5","16","1","8","10","6","17","7","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","23","20","24","26","21","5","13","4","31","12","17","10","11","7","14","28","3","18","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","16","3","6","11","30","21","5","19","4","29","1","13","10","12","9","31","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","5","15","12","8","13","9","3","1","2","10","6","11","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","5","31","2","20","1","3","7","4","23","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","8","1","21","27","16","29","11","23","4","19","28","31","15","13","14","5","20","10","17","26","22","6","3","7","12","9","25","2","30","24","nan","nan"
"15","17","4","14","16","20","27","10","21","6","22","25","29","11","7","8","5","19","9","13","26","18","12","3","30","2","28","24","1","31","23","nan","nan"
"20","15","2","11","31","8","24","23","22","3","26","27","13","21","10","4","9","25","14","19","6","18","1","12","17","5","7","30","16","skipped","skipped","nan","nan"
"12","3","11","4","6","10","7","5","9","8","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","4","2","3","20","25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","3","1","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","10","3","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"30","15","1","25","17","16","24","20","31","6","18","3","4","23","11","2","8","29","19","22","27","14","9","10","5","21","12","13","26","7","skipped","nan","nan"
"5","6","11","8","12","9","4","2","7","3","1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","23","1","8","29","12","25","10","30","31","2","4","17","28","6","7","14","22","13","3","9","21","15","19","18","20","5","11","16","24","skipped","nan","nan"
"28","23","6","12","24","5","14","26","13","11","18","17","22","7","8","15","21","31","1","27","29","16","9","2","20","19","10","4","3","25","30","nan","nan"
"5","18","10","8","12","2","9","11","13","6","15","7","3","1","4","16","17","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","29","9","20","4","27","13","14","31","12","2","22","18","11","3","30","5","23","17","25","8","19","21","7","24","6","1","16","15","skipped","skipped","nan","nan"
"2","10","1","31","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","4","13","14","5","2","8","7","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","8","5","7","6","2","4","11","3","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","2","19","8","7","14","5","3","18","9","10","6","12","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","1","9","14","26","4","2","22","3","25","20","10","16","21","31","12","17","8","29","11","6","7","5","23","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","13","1","10","28","16","25","4","22","15","11","26","29","23","18","20","17","14","5","12","8","7","2","6","19","30","3","27","24","31","skipped","nan","nan"
"17","7","1","16","29","21","28","5","30","3","27","22","13","14","24","15","23","20","8","12","2","31","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","5","13","20","10","19","4","21","23","8","17","11","9","7","12","14","15","16","1","6","3","22","2","31","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","7","28","9","13","26","8","27","5","29","4","3","10","12","15","24","11","14","6","1","2","31","30","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","7","6","5","3","1","4","8","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"31","30","4","1","6","15","3","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","12","1","14","26","17","22","20","29","7","31","19","11","28","15","21","9","13","10","6","25","5","24","2","4","23","3","8","18","30","27","nan","nan"
"1","14","7","4","16","21","15","11","2","25","13","19","5","3","10","12","9","6","23","20","22","8","17","18","24","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","4","9","8","2","7","1","13","11","3","6","10","5","12","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","15","6","9","7","14","5","12","16","4","18","2","19","8","13","11","3","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","4","12","2","6","7","5","9","10","1","13","3","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","6","2","10","7","8","3","1","9","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","30","3","20","29","7","17","14","23","12","24","16","15","6","11","22","2","27","28","13","18","9","5","21","4","26","8","1","19","25","skipped","nan","nan"
