ballotID,precinctPortion,ballot_type,countingGroup,votingLocation,district,districtType,precinct,rank1,rank2,rank3,Num cands,Num seats
00018_00883_000090,PCT 7914,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7914,HILLARY RONEN,skipped,skipped,2,1
00021_01024_000034,PCT 7913,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7913,HILLARY RONEN,skipped,skipped,2,1
00021_01024_000061,PCT 7909,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7909,HILLARY RONEN,skipped,skipped,2,1
00021_01024_000023,PCT 7901,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7901,HILLARY RONEN,skipped,skipped,2,1
00021_01025_000031,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00022_01394_000056,PCT 7913,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7913,HILLARY RONEN,skipped,skipped,2,1
00023_00978_000019,PCT 7937,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7937,HILLARY RONEN,skipped,skipped,2,1
00023_00978_000002,PCT 7937,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7937,HILLARY RONEN,skipped,skipped,2,1
00023_00978_000006,PCT 7905,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7905,HILLARY RONEN,skipped,skipped,2,1
00020_00047_000079,PCT 7908,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7908,HILLARY RONEN,skipped,skipped,2,1
00020_00047_000018,PCT 7921,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7921,HILLARY RONEN,skipped,skipped,2,1
00020_00047_000036,PCT 7952,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7952,HILLARY RONEN,skipped,skipped,2,1
00020_00047_000014,PCT 7907,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7907,HILLARY RONEN,skipped,skipped,2,1
00024_01219_000020,PCT 7931,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7931,HILLARY RONEN,skipped,skipped,2,1
00024_01219_000077,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00024_01219_000078,PCT 7911,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7911,HILLARY RONEN,skipped,skipped,2,1
00025_00664_000077,PCT 7955,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7955,HILLARY RONEN,skipped,skipped,2,1
00026_01193_000014,PCT 7903,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7903,HILLARY RONEN,skipped,skipped,2,1
00027_01465_000040,PCT 7952,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7952,HILLARY RONEN,skipped,skipped,2,1
00018_00884_000003,PCT 7937,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7937,HILLARY RONEN,skipped,skipped,2,1
00018_00884_000106,PCT 7902,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7902,HILLARY RONEN,skipped,skipped,2,1
00018_00884_000056,PCT 7928,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7928,HILLARY RONEN,skipped,skipped,2,1
00018_00884_000036,PCT 7916,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7916,HILLARY RONEN,skipped,skipped,2,1
00018_00884_000085,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00018_00884_000045,PCT 7902,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7902,HILLARY RONEN,skipped,skipped,2,1
00019_00917_000045,PCT 7938,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7938,HILLARY RONEN,skipped,skipped,2,1
00021_01026_000001,PCT 7938,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7938,HILLARY RONEN,skipped,skipped,2,1
00021_01026_000019,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00021_01026_000056,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00021_01026_000066,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00021_01026_000044,PCT 7905,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7905,HILLARY RONEN,skipped,skipped,2,1
00022_01395_000043,PCT 7923,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7923,HILLARY RONEN,skipped,skipped,2,1
00022_01395_000051,PCT 7907,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7907,HILLARY RONEN,skipped,skipped,2,1
00022_01396_000008,PCT 7925,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7925,HILLARY RONEN,skipped,skipped,2,1
00022_01396_000030,PCT 7946,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7946,HILLARY RONEN,skipped,skipped,2,1
00023_00980_000013,PCT 7913,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7913,HILLARY RONEN,skipped,skipped,2,1
00023_00980_000059,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00023_00980_000046,PCT 7936,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7936,HILLARY RONEN,skipped,skipped,2,1
00023_00981_000012,PCT 7952,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7952,HILLARY RONEN,skipped,skipped,2,1
00023_00981_000016,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00023_00981_000004,PCT 7943,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7943,HILLARY RONEN,skipped,skipped,2,1
00024_01221_000027,PCT 7948,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7948,HILLARY RONEN,skipped,skipped,2,1
00024_01221_000015,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00026_01194_000091,PCT 7932,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7932,HILLARY RONEN,skipped,skipped,2,1
00026_01194_000090,PCT 7913,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7913,HILLARY RONEN,skipped,skipped,2,1
00026_01194_000086,PCT 7936,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7936,HILLARY RONEN,skipped,skipped,2,1
00026_01194_000069,PCT 7949,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7949,HILLARY RONEN,skipped,skipped,2,1
00026_01195_000032,PCT 7901,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7901,HILLARY RONEN,skipped,skipped,2,1
00026_01195_000042,PCT 7915,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7915,HILLARY RONEN,skipped,skipped,2,1
00026_01195_000045,PCT 7924,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7924,HILLARY RONEN,skipped,skipped,2,1
00026_01195_000063,PCT 7906,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7906,HILLARY RONEN,skipped,skipped,2,1
00030_00114_000090,PCT 7902,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7902,HILLARY RONEN,skipped,skipped,2,1
00019_00919_000059,PCT 7906,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7906,HILLARY RONEN,skipped,skipped,2,1
00019_00919_000036,PCT 7952,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7952,HILLARY RONEN,skipped,skipped,2,1
00023_00982_000007,PCT 7946,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7946,HILLARY RONEN,skipped,skipped,2,1
00023_00982_000111,PCT 7952,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7952,HILLARY RONEN,skipped,skipped,2,1
00023_00982_000119,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00023_00982_000086,PCT 7913,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7913,HILLARY RONEN,skipped,skipped,2,1
00023_00982_000029,PCT 7911,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7911,HILLARY RONEN,skipped,skipped,2,1
00024_01222_000014,PCT 7914,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7914,HILLARY RONEN,skipped,skipped,2,1
00025_00666_000097,PCT 7938,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7938,HILLARY RONEN,skipped,skipped,2,1
00025_00666_000056,PCT 7945,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7945,HILLARY RONEN,skipped,skipped,2,1
00025_00666_000057,PCT 7904,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7904,HILLARY RONEN,skipped,skipped,2,1
00025_00666_000070,PCT 7901,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7901,HILLARY RONEN,skipped,skipped,2,1
00025_00666_000064,PCT 7943,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7943,HILLARY RONEN,skipped,skipped,2,1
00019_00920_000077,PCT 7956,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7956,HILLARY RONEN,skipped,skipped,2,1
00019_00920_000073,PCT 7952,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7952,HILLARY RONEN,skipped,skipped,2,1
00019_00920_000065,PCT 7958 MB,Ballot Type 21,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7958 MB,HILLARY RONEN,skipped,skipped,2,1
00019_00920_000045,PCT 7958 MB,Ballot Type 21,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7958 MB,HILLARY RONEN,skipped,skipped,2,1
00019_00920_000039,PCT 7947,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7947,HILLARY RONEN,skipped,skipped,2,1
00021_00155_000084,PCT 7938,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7938,HILLARY RONEN,skipped,skipped,2,1
00021_00155_000024,PCT 7948,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7948,HILLARY RONEN,skipped,skipped,2,1
00021_00155_000066,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00024_01223_000041,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00018_00886_000075,PCT 7955,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7955,HILLARY RONEN,skipped,skipped,2,1
00018_00888_000072,PCT 7953,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7953,HILLARY RONEN,skipped,skipped,2,1
00018_00890_000046,PCT 7936,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7936,HILLARY RONEN,skipped,skipped,2,1
00022_00184_000014,PCT 7955,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7955,HILLARY RONEN,skipped,skipped,2,1
00022_00184_000090,PCT 7937,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7937,HILLARY RONEN,skipped,skipped,2,1
00022_00184_000067,PCT 7943,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7943,HILLARY RONEN,skipped,skipped,2,1
00018_00891_000032,PCT 7901,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7901,HILLARY RONEN,skipped,skipped,2,1
00018_00891_000044,PCT 7953,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7953,HILLARY RONEN,skipped,skipped,2,1
00031_00098_000057,PCT 7938,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7938,HILLARY RONEN,skipped,skipped,2,1
00031_00098_000073,PCT 7945,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7945,HILLARY RONEN,skipped,skipped,2,1
00031_00098_000062,PCT 7939,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7939,HILLARY RONEN,skipped,skipped,2,1
00031_00098_000061,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00031_00098_000077,PCT 7936,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7936,HILLARY RONEN,skipped,skipped,2,1
00031_00098_000069,PCT 7945,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7945,HILLARY RONEN,skipped,skipped,2,1
00027_01468_000008,PCT 7941,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7941,HILLARY RONEN,skipped,skipped,2,1
00024_00126_000037,PCT 7912,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7912,HILLARY RONEN,skipped,skipped,2,1
00024_00126_000029,PCT 7947,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7947,HILLARY RONEN,skipped,skipped,2,1
00018_00892_000085,PCT 7922,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7922,HILLARY RONEN,skipped,skipped,2,1
00026_00134_000006,PCT 7956,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7956,HILLARY RONEN,skipped,skipped,2,1
00025_00667_000051,PCT 7911,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7911,HILLARY RONEN,skipped,skipped,2,1
00025_00667_000014,PCT 7913,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7913,HILLARY RONEN,skipped,skipped,2,1
00025_00667_000062,PCT 7952,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7952,HILLARY RONEN,skipped,skipped,2,1
00025_00668_000092,PCT 7916,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7916,HILLARY RONEN,skipped,skipped,2,1
00025_00668_000079,PCT 7916,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7916,HILLARY RONEN,skipped,skipped,2,1
00022_00185_000029,PCT 7911,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7911,HILLARY RONEN,skipped,skipped,2,1
00024_00127_000005,PCT 7943,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7943,HILLARY RONEN,skipped,skipped,2,1
00031_00099_000004,PCT 7932,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7932,HILLARY RONEN,skipped,skipped,2,1
00031_00099_000008,PCT 7932,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7932,HILLARY RONEN,skipped,skipped,2,1
00031_00099_000024,PCT 7952,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7952,HILLARY RONEN,skipped,skipped,2,1
00031_00099_000019,PCT 7937,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7937,HILLARY RONEN,skipped,skipped,2,1
00030_00115_000094,PCT 7917,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7917,HILLARY RONEN,skipped,skipped,2,1
00030_00115_000074,PCT 7936,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7936,HILLARY RONEN,skipped,skipped,2,1
00030_00115_000070,PCT 7913,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7913,HILLARY RONEN,skipped,skipped,2,1
00025_00108_000013,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00018_00893_000016,PCT 7921,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7921,HILLARY RONEN,skipped,skipped,2,1
00018_00893_000029,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00018_00893_000019,PCT 7904,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7904,HILLARY RONEN,skipped,skipped,2,1
00018_00893_000022,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00026_00135_000024,PCT 7917,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7917,HILLARY RONEN,skipped,skipped,2,1
00026_00135_000043,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00026_00135_000018,PCT 7913,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7913,HILLARY RONEN,skipped,skipped,2,1
00024_01224_000096,PCT 7955,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7955,HILLARY RONEN,skipped,skipped,2,1
00024_01224_000049,PCT 7901,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7901,HILLARY RONEN,skipped,skipped,2,1
00024_01224_000008,PCT 7915,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7915,HILLARY RONEN,skipped,skipped,2,1
00024_01224_000086,PCT 7905,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7905,HILLARY RONEN,skipped,skipped,2,1
00024_01225_000093,PCT 7949,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7949,HILLARY RONEN,skipped,skipped,2,1
00024_01225_000071,PCT 7915,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7915,HILLARY RONEN,skipped,skipped,2,1
00030_01399_000091,PCT 7927,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7927,HILLARY RONEN,skipped,skipped,2,1
00030_01399_000015,PCT 7928,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7928,HILLARY RONEN,skipped,skipped,2,1
00030_01400_000074,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00030_01400_000062,PCT 7923,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7923,HILLARY RONEN,skipped,skipped,2,1
00030_01400_000069,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00018_00894_000058,PCT 7924,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7924,HILLARY RONEN,skipped,skipped,2,1
00018_00894_000042,PCT 7914,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7914,HILLARY RONEN,skipped,skipped,2,1
00018_00894_000023,PCT 7941,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7941,HILLARY RONEN,skipped,skipped,2,1
00018_00894_000028,PCT 7915,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7915,HILLARY RONEN,skipped,skipped,2,1
00018_00894_000010,PCT 7936,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7936,HILLARY RONEN,skipped,skipped,2,1
00018_00895_000010,PCT 7958 MB,Ballot Type 21,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7958 MB,HILLARY RONEN,skipped,skipped,2,1
00018_00895_000058,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00018_00895_000057,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00018_00895_000022,PCT 7925,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7925,HILLARY RONEN,skipped,skipped,2,1
00018_00895_000023,PCT 7911,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7911,HILLARY RONEN,skipped,skipped,2,1
00018_00895_000047,PCT 7914,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7914,HILLARY RONEN,skipped,skipped,2,1
00018_00895_000068,PCT 7904,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7904,HILLARY RONEN,skipped,skipped,2,1
00018_00895_000043,PCT 7929,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7929,HILLARY RONEN,skipped,skipped,2,1
00018_00896_000055,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00018_00896_000007,PCT 7945,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7945,HILLARY RONEN,skipped,skipped,2,1
00018_00896_000061,PCT 7908,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7908,HILLARY RONEN,skipped,skipped,2,1
00018_00896_000044,PCT 7906,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7906,HILLARY RONEN,skipped,skipped,2,1
00018_00896_000013,PCT 7917,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7917,HILLARY RONEN,skipped,skipped,2,1
00019_00921_000006,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00019_00921_000014,PCT 7922,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7922,HILLARY RONEN,skipped,skipped,2,1
00019_00921_000010,PCT 7917,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7917,HILLARY RONEN,skipped,skipped,2,1
00019_00921_000027,PCT 7916,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7916,HILLARY RONEN,skipped,skipped,2,1
00019_00921_000073,PCT 7941,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7941,HILLARY RONEN,skipped,skipped,2,1
00019_00921_000021,PCT 7922,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7922,HILLARY RONEN,skipped,skipped,2,1
00019_00921_000025,PCT 7923,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7923,HILLARY RONEN,skipped,skipped,2,1
00019_00921_000037,PCT 7906,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7906,HILLARY RONEN,skipped,skipped,2,1
00019_00921_000029,PCT 7958 MB,Ballot Type 21,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7958 MB,HILLARY RONEN,skipped,skipped,2,1
00025_00008_000067,PCT 7957,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7957,HILLARY RONEN,skipped,skipped,2,1
00022_00186_000005,PCT 7932,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7932,HILLARY RONEN,skipped,skipped,2,1
00024_01226_000010,PCT 7903,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7903,HILLARY RONEN,skipped,skipped,2,1
00025_00669_000005,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00025_00669_000022,PCT 7913,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7913,HILLARY RONEN,skipped,skipped,2,1
00026_01196_000044,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00026_01198_000078,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00026_01198_000094,PCT 7904,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7904,HILLARY RONEN,skipped,skipped,2,1
00026_01198_000098,PCT 7955,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7955,HILLARY RONEN,skipped,skipped,2,1
00026_01198_000025,PCT 7942,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7942,HILLARY RONEN,skipped,skipped,2,1
00030_01401_000080,PCT 7941,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7941,HILLARY RONEN,skipped,skipped,2,1
00030_01401_000039,PCT 7921,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7921,HILLARY RONEN,skipped,skipped,2,1
00030_01401_000076,PCT 7941,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7941,HILLARY RONEN,skipped,skipped,2,1
00024_00128_000051,PCT 7911,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7911,HILLARY RONEN,skipped,skipped,2,1
00018_00899_000018,PCT 7921,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7921,HILLARY RONEN,skipped,skipped,2,1
00018_00899_000004,PCT 7947,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7947,HILLARY RONEN,skipped,skipped,2,1
00019_00923_000037,PCT 7937,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7937,HILLARY RONEN,skipped,skipped,2,1
00019_00923_000024,PCT 7948,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7948,HILLARY RONEN,skipped,skipped,2,1
