rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,numSeats,numCands
5,14,4,6,15,2,13,15,15,Skipped,4,4,8,Skipped,15,9,11,12,10,1,Skipped,6,3,Skipped,Skipped,14,11,13,7,Skipped,Skipped,8,Skipped,7,,
11,16,14,Skipped,Skipped,2,12,Skipped,Skipped,Skipped,7,6,Skipped,Skipped,Skipped,8,Skipped,Skipped,1,4,Skipped,3,5,Skipped,9,Skipped,Skipped,Skipped,15,Skipped,Skipped,13,Skipped,10,,
34,34,34,34,34,1,34,34,34,34,2,3,34,34,34,34,34,34,34,4,34,8,34,34,34,34,34,34,6,34,34,5,34,7,,
34,34,34,34,34,1,34,34,34,34,34,3,34,34,34,34,34,34,34,2,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
6,7,2,34,34,1,34,11,34,34,10,5,9,34,34,34,34,34,8,3,34,4,34,34,34,34,34,34,34,34,34,34,34,34,,
5,23,7,22,23,2,20,23,24,34,5,3,9,24,24,10,23,20,12,5,24,10,2,23,25,27,14,20,14,26,24,10,24,11,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
3,34,34,34,34,1,34,34,34,34,4,34,34,34,34,34,34,34,5,2,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
4,34,6,34,9,1,34,34,34,34,34,5,7,34,34,34,34,34,8,2,34,34,3,34,34,10,34,34,34,34,34,34,34,34,,
9,15,20,17,26,1,18,27,13,32,4,5,22,19,12,21,14,11,29,2,31,7,3,24,34,34,28,16,8,25,23,6,33,10,,
11,7,3,23,Skipped,2,20,24,Skipped,Skipped,8,4,5,19,Skipped,16,Skipped,17,15,1,Skipped,14,6,13,Skipped,Skipped,Skipped,18,12,22,21,9,Skipped,10,,
2,34,33,34,34,1,34,34,34,34,34,2,34,34,34,34,34,34,34,2,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,1,34,34,,
6,34,4,34,34,1,34,34,34,34,5,3,34,34,34,34,34,34,34,2,34,7,34,34,34,34,34,34,34,34,34,34,34,34,,
3,6,10,34,34,2,11,15,13,34,34,34,34,34,34,34,7,34,9,1,34,34,5,34,34,14,34,4,34,34,34,12,34,8,,
14,11,7,34,34,2,15,34,34,34,10,8,34,34,6,34,34,34,3,1,34,34,9,34,34,34,34,34,13,34,34,12,34,34,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
34,34,4,34,34,1,34,34,34,34,3,34,34,34,34,34,34,34,34,2,34,34,5,34,34,34,34,34,34,34,34,34,34,34,,
7,34,5,34,34,1,34,34,9,34,2,34,34,34,6,34,8,34,34,3,34,34,4,34,34,34,34,34,34,34,34,34,34,34,,
15,14,5,18,11,33,21,9,17,1,28,30,3,20,6,34,7,24,12,32,13,26,27,22,2,10,8,19,29,16,23,31,1,25,,
3,10,11,20,34,2,34,34,34,34,5,12,9,34,34,17,13,34,8,1,34,16,6,15,34,34,14,19,18,34,34,4,34,7,,
3,34,34,34,34,1,34,34,34,34,4,34,34,34,34,34,34,34,5,1,34,34,4,34,34,34,34,34,34,34,34,34,34,34,,
5,16,4,34,34,1,34,15,19,34,8,3,14,34,17,34,7,34,13,2,34,12,6,34,34,34,18,34,11,34,34,9,34,10,,
3,7,4,34,34,1,9,34,5,10,6,34,10,34,34,12,11,34,34,2,34,7,6,34,34,34,34,9,34,34,34,9,34,8,,
7,34,9,34,34,1,34,34,34,34,6,5,34,34,34,34,3,34,34,2,34,34,4,34,34,34,34,34,34,34,34,8,34,34,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
34,34,5,34,34,2,34,34,34,34,4,6,34,34,34,34,34,34,34,1,34,34,3,34,34,34,34,34,34,34,34,34,34,34,,
6,15,7,18,24,1,28,23,21,27,5,3,16,29,17,13,19,22,8,4,34,11,2,14,34,34,34,20,12,26,25,9,34,10,,
7,14,6,32,34,1,32,32,32,32,3,7,11,15,32,32,30,32,31,2,32,29,4,32,32,33,32,32,11,32,32,11,32,28,,
6,34,8,34,34,1,9,34,13,34,4,5,34,34,12,11,7,34,7,3,34,34,2,34,34,34,34,34,15,34,34,14,34,10,,
3,11,9,30,23,1,22,23,15,19,4,5,13,20,Skipped,18,14,Skipped,8,2,Skipped,10,12,23,Skipped,Skipped,23,Skipped,17,23,16,6,29,21,,
1,34,2,3,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
6,Skipped,5,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,2,11,12,Skipped,8,Skipped,10,Skipped,Skipped,3,Skipped,Skipped,4,13,Skipped,Skipped,Skipped,Skipped,8,Skipped,Skipped,Skipped,Skipped,11,,
4,10,5,20,29,2,19,14,28,34,11,6,16,18,33,15,8,23,13,3,33,7,9,17,33,1,25,12,24,22,26,21,33,27,,
2,34,3,34,5,1,34,34,34,34,34,34,34,34,4,34,34,34,34,6,34,34,34,34,34,34,34,7,34,34,34,34,34,34,,
34,34,34,4,34,34,1,34,3,34,34,34,34,5,34,2,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
10,34,7,34,25,1,34,28,34,34,3,10,15,34,34,34,23,34,17,2,34,10,4,22,34,20,30,34,14,19,12,21,34,9,,
34,34,34,34,34,1,34,34,34,34,34,34,34,34,34,34,34,34,3,34,34,34,34,34,34,34,34,34,2,34,34,34,34,34,,
4,8,3,Skipped,16,2,Skipped,Skipped,Skipped,Skipped,9,1,13,Skipped,Skipped,Skipped,15,17,10,6,Skipped,7,5,Skipped,Skipped,12,14,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,11,,
12,34,9,34,34,2,13,34,14,34,3,5,34,34,10,34,34,34,34,4,34,11,1,34,34,34,34,34,8,34,34,6,34,7,,
5,30,6,16,27,1,25,28,13,14,2,7,18,17,10,23,9,22,8,3,Skipped,15,4,19,34,31,29,14,11,21,24,12,33,20,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,1,34,34,,
5,7,4,34,34,1,34,15,34,34,11,3,8,34,34,34,8,15,6,2,18,11,10,34,34,34,15,34,11,34,34,11,18,15,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
5,33,2,18,13,1,11,15,4,31,9,3,Skipped,Skipped,14,Skipped,8,34,32,6,Skipped,16,7,Skipped,34,32,Skipped,19,5,10,Skipped,12,Skipped,17,,
4,5,6,Skipped,Skipped,1,34,Skipped,Skipped,Skipped,10,3,9,Skipped,Skipped,16,17,14,8,2,Skipped,13,7,34,Skipped,Skipped,Skipped,Skipped,15,34,18,11,Skipped,12,,
34,34,34,34,34,33,34,34,34,34,1,34,34,34,34,34,34,34,34,32,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
5,34,6,34,11,2,15,34,10,34,5,4,13,34,8,34,12,34,9,1,34,14,3,34,34,34,34,34,34,34,34,34,34,7,,
8,15,3,34,34,1,34,34,10,34,7,11,21,34,34,34,34,34,34,2,34,18,4,34,34,34,34,34,13,34,34,12,34,19,,
5,13,4,8,34,1,34,34,34,34,6,10,34,34,34,34,34,7,11,2,34,34,3,34,34,34,34,34,34,34,34,12,34,9,,
5,13,6,34,34,2,34,14,34,34,4,3,14,34,34,15,12,11,9,1,34,8,3,23,34,34,34,16,7,20,18,7,16,10,,
4,34,34,34,34,1,34,34,9,34,3,6,34,34,34,34,34,34,34,5,34,34,2,34,34,34,34,34,34,34,34,7,34,8,,
15,20,12,17,25,1,18,7,27,29,4,5,33,16,13,19,30,10,14,3,32,8,2,23,28,24,26,21,6,34,22,11,31,9,,
2,34,34,34,34,34,34,34,34,34,1,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
6,34,7,34,34,1,34,34,34,34,4,5,34,34,34,34,34,34,34,2,34,34,3,34,34,34,34,34,34,34,34,34,34,34,,
6,7,9,15,13,1,21,25,24,29,17,4,16,32,10,28,31,14,8,2,34,5,3,23,27,18,26,30,12,22,19,20,33,11,,
9,23,11,16,5,2,33,19,22,33,3,14,20,33,4,33,17,22,8,6,33,12,1,33,34,7,18,33,13,33,33,10,33,15,,
2,34,5,34,34,1,34,34,34,34,34,34,34,34,4,34,34,34,34,3,34,34,7,34,34,34,34,34,34,34,34,34,34,5,,
34,34,34,34,34,1,34,34,2,34,3,34,34,34,2,34,34,34,34,1,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
34,34,34,34,34,2,34,34,34,34,34,34,34,34,34,34,34,34,34,1,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
10,34,8,34,34,1,34,34,34,34,5,2,34,34,34,34,34,34,3,4,34,34,6,34,34,34,11,34,7,9,34,34,34,34,,
13,34,3,34,6,34,34,7,12,34,34,34,34,34,34,34,34,12,34,4,34,12,34,2,34,6,8,1,5,34,34,34,34,9,,
1,5,7,29,18,2,16,19,12,15,14,17,8,28,23,10,4,20,6,3,11,21,27,26,33,32,13,9,24,30,25,17,31,22,,
4,12,2,Skipped,Skipped,1,Skipped,Skipped,9,Skipped,8,6,13,Skipped,17,Skipped,10,Skipped,7,5,Skipped,Skipped,3,18,Skipped,Skipped,Skipped,15,14,Skipped,Skipped,11,Skipped,16,,
8,32,4,16,14,1,32,33,11,32,2,6,32,32,7,21,34,18,16,5,32,10,3,22,16,15,33,32,17,32,32,32,32,10,,
5,10,4,34,34,1,34,34,34,34,6,3,11,34,34,20,12,17,20,2,34,9,8,15,34,19,16,34,7,34,13,14,34,18,,
4,Skipped,3,Skipped,5,1,Skipped,7,5,Skipped,2,3,4,7,6,Skipped,6,Skipped,Skipped,2,Skipped,4,1,Skipped,Skipped,Skipped,6,Skipped,3,7,Skipped,4,Skipped,4,,
6,8,14,29,32,1,20,18,17,24,5,7,16,28,15,27,13,10,11,2,34,19,4,26,31,23,21,30,9,25,22,3,33,12,,
5,34,4,34,34,1,34,34,34,34,2,6,34,34,34,34,34,34,6,2,34,8,4,34,34,34,34,34,34,34,34,9,34,10,,
8,34,10,34,11,2,34,12,12,34,4,3,34,34,34,34,34,9,34,1,34,5,7,34,34,13,12,34,34,34,34,34,34,6,,
34,34,5,34,34,2,34,34,34,34,4,9,34,34,34,11,34,34,12,3,34,10,1,8,34,34,34,34,7,34,34,34,34,34,,
6,8,7,34,34,1,34,34,34,34,10,3,34,34,34,34,11,34,9,2,34,34,4,34,34,34,12,34,13,34,34,5,34,34,,
3,34,34,34,34,1,34,34,34,34,34,34,34,34,34,34,34,34,34,2,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
1,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,2,34,34,34,34,34,34,34,34,34,34,34,34,,
3,5,9,34,34,1,34,34,34,34,7,8,34,34,34,34,34,34,4,2,34,34,6,34,34,34,34,34,34,34,34,10,34,34,,
34,34,34,34,34,1,34,34,34,34,34,3,34,34,34,34,34,34,34,2,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
8,28,13,17,33,4,14,29,22,25,3,12,26,9,21,16,27,11,24,1,34,10,2,15,30,32,23,20,5,19,18,7,31,6,,
34,34,34,34,34,1,34,34,34,34,34,3,34,34,34,34,34,34,34,2,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
30,34,29,32,34,1,34,34,34,34,31,34,34,34,34,34,34,34,34,28,34,34,33,34,34,34,34,34,34,34,34,34,34,34,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,1,34,34,34,,
3,14,2,10,11,1,34,16,12,15,3,5,9,34,6,10,6,13,8,2,34,8,4,10,34,34,16,34,6,34,34,7,34,7,,
2,4,2,7,4,1,34,34,6,34,4,3,6,34,7,34,4,7,6,2,34,5,5,7,34,34,7,6,7,34,34,7,34,7,,
3,34,7,34,34,1,34,34,10,34,8,5,9,34,34,12,11,34,34,2,34,4,6,34,34,34,34,34,34,34,34,34,34,34,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
3,14,5,27,18,13,23,Skipped,7,Skipped,21,2,10,22,Skipped,6,15,19,12,1,Skipped,8,9,Skipped,Skipped,34,Skipped,Skipped,17,Skipped,29,11,Skipped,4,,
8,23,5,17,Skipped,1,Skipped,31,Skipped,Skipped,3,2,14,15,13,16,15,19,12,4,32,11,2,18,33,30,21,20,7,21,Skipped,6,34,9,,
7,8,9,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,4,5,10,Skipped,11,Skipped,16,Skipped,12,2,Skipped,6,3,Skipped,Skipped,Skipped,Skipped,Skipped,13,Skipped,Skipped,14,Skipped,15,,
4,18,6,22,20,5,11,34,10,34,13,2,34,23,34,3,34,21,7,1,34,17,9,24,34,14,34,12,8,34,15,19,34,16,,
11,34,25,Skipped,34,3,18,22,12,23,2,4,21,13,8,19,17,9,24,1,34,5,7,15,26,34,34,Skipped,14,16,20,10,27,6,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
5,34,5,34,34,1,34,34,10,34,5,34,9,34,34,34,34,34,7,3,34,6,2,34,34,Skipped,34,34,8,34,34,4,34,34,,
18,17,6,30,28,1,29,20,18,26,10,7,16,29,25,23,9,24,11,5,27,13,8,28,34,30,15,25,17,30,29,12,33,14,,
6,5,34,34,34,1,34,34,34,34,2,3,34,34,34,34,34,34,34,3,34,34,4,34,34,34,34,34,34,34,34,34,34,34,,
3,34,4,34,34,1,34,34,19,34,5,6,34,34,34,34,24,34,34,2,34,34,10,34,34,34,34,34,34,34,34,34,34,34,,
4,34,34,34,34,2,10,34,8,34,7,3,34,34,9,11,34,34,34,1,34,34,5,34,34,34,34,34,34,34,34,3,34,6,,
7,34,15,34,34,1,34,34,34,34,5,4,8,34,34,34,12,34,6,3,34,10,2,14,34,34,34,34,9,34,34,13,34,11,,
4,34,2,11,34,1,9,34,5,34,9,15,34,34,34,34,34,11,34,3,34,34,14,34,34,34,34,34,34,34,34,34,34,11,,
4,14,7,16,16,1,25,16,16,27,2,6,13,30,16,22,12,24,9,3,23,9,5,26,34,34,15,29,9,28,20,8,31,20,,
3,34,34,34,4,2,34,6,5,34,1,34,34,34,34,34,7,34,34,8,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
2,34,34,34,34,1,34,34,34,34,3,4,34,34,34,34,34,34,34,2,34,34,1,34,34,34,34,34,34,34,34,4,34,34,,
10,11,5,Skipped,13,1,Skipped,9,8,Skipped,7,6,15,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,3,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,14,Skipped,12,,
10,20,10,Skipped,Skipped,1,30,Skipped,30,Skipped,10,20,10,Skipped,Skipped,Skipped,20,30,30,10,Skipped,20,20,Skipped,Skipped,Skipped,Skipped,Skipped,10,Skipped,Skipped,30,Skipped,20,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
7,5,3,10,34,1,34,34,34,34,34,9,34,34,34,34,11,6,8,2,4,34,34,34,34,34,34,34,12,34,34,13,34,34,,
6,15,7,23,4,1,32,12,21,20,10,5,14,22,32,18,13,25,16,2,32,11,8,32,33,3,9,17,34,32,32,32,24,19,,
34,34,34,34,34,1,34,34,34,34,34,2,34,34,34,34,34,34,34,3,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
34,34,34,34,34,1,34,34,34,34,2,34,34,34,34,34,34,34,34,3,34,34,4,34,34,34,34,34,34,34,34,6,34,5,,
5,6,7,16,27,1,24,22,26,31,4,9,8,23,29,18,13,17,2,10,32,15,3,21,33,25,28,19,12,30,20,11,34,14,,
34,34,2,34,34,1,34,34,34,34,1,34,34,34,19,34,34,34,34,1,34,34,1,34,34,34,15,34,34,34,34,34,34,34,,
2,6,3,18,4,1,34,4,12,20,21,11,34,34,14,20,7,18,18,8,34,19,20,34,18,5,4,20,34,34,34,34,34,10,,
14,12,10,25,34,1,19,17,30,29,4,9,13,24,16,22,28,21,5,2,27,8,7,15,34,34,26,23,6,20,18,3,34,11,,
15,17,9,13,Skipped,1,Skipped,Skipped,18,Skipped,3,3,16,13,Skipped,14,10,Skipped,11,2,Skipped,3,3,Skipped,Skipped,Skipped,Skipped,19,12,Skipped,8,3,Skipped,Skipped,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,1,34,34,34,34,34,34,34,34,34,34,34,34,2,3,34,34,34,,
34,34,34,1,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
4,10,5,34,34,1,34,11,34,34,3,7,8,34,14,34,13,34,9,2,34,34,6,34,34,34,34,34,34,34,34,34,34,12,,
16,19,3,13,22,1,21,24,14,31,6,11,23,10,26,25,15,28,8,2,30,7,4,27,33,20,32,29,5,17,12,9,34,18,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
4,34,5,34,34,1,34,34,34,34,5,5,34,34,34,34,34,34,34,3,34,34,2,34,34,34,5,34,34,34,34,34,34,34,,
4,15,5,34,34,1,18,34,34,34,7,3,34,34,34,15,18,10,32,2,34,7,9,34,34,34,22,13,13,34,34,8,34,9,,
34,34,34,34,34,1,34,34,6,34,4,4,34,34,34,34,34,34,5,2,34,34,3,34,34,34,34,34,34,34,34,34,34,34,,
3,5,34,34,34,1,34,34,34,34,34,34,34,34,34,34,34,34,4,2,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
11,18,13,27,33,2,4,17,19,25,5,9,23,12,31,15,20,7,30,8,24,16,6,21,26,34,32,28,10,22,14,3,29,1,,
5,7,10,Skipped,Skipped,1,20,32,34,33,3,9,11,21,12,18,15,Skipped,14,2,Skipped,13,4,Skipped,Skipped,Skipped,17,19,6,Skipped,Skipped,16,Skipped,8,,
34,34,34,34,34,1,34,34,34,34,5,4,34,34,34,34,34,34,34,2,34,34,3,34,34,34,34,34,34,34,34,34,34,34,,
5,34,6,34,10,1,34,11,9,34,4,12,34,34,7,34,34,34,34,2,34,34,3,34,34,34,34,34,34,34,34,8,34,8,,
5,Skipped,5,Skipped,Skipped,2,Skipped,Skipped,7,Skipped,4,6,Skipped,Skipped,6,Skipped,7,Skipped,7,3,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,,
3,13,4,23,34,1,10,7,8,34,5,21,34,34,12,9,10,34,17,2,11,20,6,19,34,34,34,22,14,34,18,15,34,16,,
5,16,3,18,34,1,34,6,7,34,9,13,10,34,34,14,11,17,4,2,34,8,20,34,34,34,34,19,15,34,34,12,34,34,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
5,34,4,34,34,1,34,34,34,34,7,3,34,34,34,34,34,34,34,2,34,34,8,34,34,34,34,34,34,34,34,34,34,34,,
3,8,4,34,34,1,34,34,14,34,5,6,34,34,34,20,15,34,16,2,34,9,7,12,34,34,13,11,18,34,34,10,34,19,,
10,6,7,15,34,1,34,14,34,34,5,12,13,34,11,34,4,34,8,2,34,34,3,34,34,34,9,34,34,34,34,34,34,34,,
2,3,34,34,34,1,34,18,4,34,1,2,34,34,34,34,3,34,3,1,34,34,1,3,34,34,17,34,2,34,34,3,34,2,,
2,34,8,34,34,1,34,34,34,34,34,5,34,34,6,34,34,34,34,3,34,34,4,34,34,34,34,34,34,34,34,34,34,34,,
4,11,20,Skipped,28,2,14,Skipped,16,Skipped,7,5,12,13,9,18,19,Skipped,27,3,Skipped,6,8,Skipped,Skipped,Skipped,Skipped,15,10,Skipped,Skipped,4,34,17,,
6,11,2,34,34,1,34,13,12,34,9,3,10,34,34,34,8,34,34,4,34,7,5,34,34,34,34,34,34,34,34,34,34,34,,
2,6,4,13,Skipped,1,Skipped,Skipped,9,26,16,11,25,Skipped,Skipped,23,8,15,5,3,Skipped,22,20,17,24,Skipped,7,10,14,21,18,19,Skipped,12,,
34,34,34,34,34,2,34,34,34,34,34,34,34,34,34,34,34,34,5,3,34,34,1,34,34,34,34,34,6,34,34,4,34,34,,
8,11,2,20,9,1,21,13,4,24,10,7,14,30,17,23,12,27,19,3,25,5,6,34,31,18,29,26,15,28,33,22,32,16,,
2,11,34,34,34,1,34,34,12,34,7,4,14,34,34,34,5,34,34,3,34,10,6,34,34,34,34,13,34,34,34,8,34,9,,
34,34,7,34,34,2,9,34,34,34,1,5,34,34,34,34,8,34,34,2,34,34,4,34,34,34,34,34,34,34,34,6,34,34,,
5,34,4,34,34,1,34,34,16,34,3,4,16,34,34,34,6,34,34,2,34,34,34,34,34,34,34,7,34,34,34,34,34,34,,
7,12,6,34,23,1,18,21,15,34,3,5,17,34,16,20,19,34,14,2,34,9,4,22,34,34,13,34,10,34,34,11,34,8,,
5,34,6,34,34,2,34,34,34,34,34,4,34,34,34,34,34,34,32,3,34,34,1,34,34,34,34,34,34,34,34,34,34,33,,
4,17,6,34,34,2,34,16,10,34,6,5,19,34,34,34,7,13,9,3,34,11,1,18,14,34,15,34,20,34,34,8,34,12,,
15,5,24,8,13,29,1,14,12,28,33,34,21,8,20,6,20,10,2,11,31,4,22,24,30,25,26,20,27,21,24,9,32,3,,
4,1,Skipped,31,Skipped,2,30,33,34,Skipped,7,6,29,12,Skipped,18,32,16,25,3,Skipped,15,6,20,Skipped,Skipped,Skipped,Skipped,9,Skipped,Skipped,13,Skipped,14,,
1,10,6,34,34,1,34,34,34,34,5,4,6,34,34,34,9,34,34,3,34,7,34,34,34,34,34,34,8,34,34,34,34,11,,
4,34,34,34,34,1,34,34,34,34,2,34,34,34,34,34,34,34,34,1,34,34,3,34,34,34,34,34,34,34,34,34,34,34,,
4,34,2,34,34,1,34,13,34,34,7,4,11,34,34,34,34,34,4,2,34,9,10,34,34,34,34,34,34,34,34,8,34,12,,
8,1,14,32,Skipped,7,Skipped,33,34,Skipped,2,6,29,3,Skipped,27,30,28,9,5,Skipped,4,11,15,16,Skipped,Skipped,Skipped,13,Skipped,18,17,Skipped,10,,
3,34,34,34,34,1,34,34,4,34,4,4,34,34,34,34,34,34,10,2,34,34,4,34,34,34,34,34,6,34,34,34,34,34,,
5,13,4,34,19,1,34,14,7,34,3,6,12,34,17,34,15,34,9,2,16,10,11,34,34,34,8,34,18,34,34,34,34,34,,
6,17,5,33,31,1,33,31,8,34,11,4,34,34,30,15,3,33,34,2,34,31,4,33,34,34,34,32,33,34,34,19,33,9,,
5,34,6,34,34,3,13,34,17,34,4,7,34,14,34,12,11,34,15,1,34,34,2,16,34,34,34,34,8,34,34,10,34,9,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,1,34,34,,
8,33,17,23,16,1,33,22,15,21,3,12,20,33,10,18,33,19,11,2,33,7,4,33,34,14,13,33,6,33,33,9,33,5,,
3,5,4,34,34,2,34,34,34,34,34,34,34,34,34,34,34,34,6,1,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
5,13,6,Skipped,9,3,Skipped,13,12,Skipped,11,7,7,Skipped,6,Skipped,10,Skipped,7,2,Skipped,7,3,Skipped,Skipped,Skipped,13,7,Skipped,Skipped,11,Skipped,Skipped,Skipped,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
6,18,2,14,Skipped,3,7,20,13,27,9,1,15,11,Skipped,10,17,26,12,4,Skipped,25,5,21,Skipped,Skipped,16,19,24,22,Skipped,8,Skipped,23,,
4,9,5,34,14,1,34,15,10,34,11,3,8,34,34,34,7,16,34,2,34,13,6,34,34,34,34,34,12,34,34,34,34,15,,
3,13,4,8,7,1,33,14,16,19,11,5,33,33,33,19,33,9,12,2,10,16,19,33,16,34,18,21,6,33,33,22,33,15,,
3,18,2,21,14,1,34,15,10,34,5,4,13,34,17,34,12,34,7,6,34,9,16,20,34,34,11,8,19,34,34,22,34,23,,
7,Skipped,3,30,Skipped,1,Skipped,25,Skipped,26,4,8,29,28,6,24,9,16,10,5,Skipped,14,2,12,27,23,31,22,11,Skipped,Skipped,15,21,13,,
6,Skipped,3,21,20,1,20,15,10,20,10,5,15,Skipped,Skipped,Skipped,Skipped,Skipped,10,2,20,5,10,Skipped,Skipped,Skipped,15,21,15,Skipped,Skipped,11,20,21,,
10,26,9,25,6,1,8,4,5,25,25,25,34,25,25,7,25,25,25,2,34,25,25,34,3,25,25,25,34,34,34,34,25,25,,
2,10,4,34,34,1,34,34,34,34,5,3,5,34,34,34,34,34,34,7,34,8,9,34,34,34,34,34,34,34,34,6,34,34,,
3,6,27,18,27,1,26,10,25,27,18,18,18,18,27,18,4,11,7,2,27,12,5,19,34,27,23,21,8,24,22,20,27,9,,
4,3,6,19,18,1,27,20,15,32,11,8,33,23,29,9,14,23,10,2,34,23,5,16,30,21,31,23,13,28,22,12,17,7,,
8,14,6,26,28,1,19,12,13,10,3,4,11,30,33,25,16,24,18,2,34,7,5,20,22,32,17,21,9,31,27,15,29,23,,
6,34,5,34,34,1,34,34,34,34,4,7,34,34,34,34,34,34,8,3,34,34,2,34,34,34,34,34,34,34,34,34,34,34,,
4,34,2,29,34,1,33,34,34,34,5,4,34,33,33,31,11,29,10,3,34,18,6,6,31,33,28,31,6,34,34,5,34,19,,
5,23,13,15,21,1,18,27,17,28,3,4,30,33,12,25,7,11,6,2,24,20,9,19,32,31,26,16,10,34,29,8,34,14,,
3,34,34,34,34,1,34,34,34,34,34,34,34,34,34,34,34,34,34,2,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
1,34,4,2,34,34,34,34,34,34,34,34,34,34,34,34,5,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
5,17,3,34,10,1,34,12,14,34,7,6,11,34,9,34,8,34,13,2,34,34,4,34,34,34,34,34,16,34,34,15,34,34,,
5,34,6,34,34,1,34,34,34,34,4,9,7,34,34,34,34,34,8,2,34,34,3,34,34,34,34,34,34,34,34,34,34,34,,
5,34,4,34,34,1,34,34,34,34,3,34,34,34,34,34,34,34,34,2,34,34,6,34,34,34,34,34,34,34,34,34,34,34,,
4,7,5,8,34,2,34,12,13,34,9,3,34,34,34,34,11,34,34,1,34,34,6,34,34,34,34,34,34,34,34,34,34,10,,
6,15,7,34,34,1,34,13,8,34,4,17,10,34,34,34,34,34,3,2,34,11,5,34,34,Skipped,14,34,9,34,34,12,16,34,,
34,34,34,34,34,2,3,34,34,34,34,34,34,34,34,34,34,34,1,34,34,34,34,34,34,34,34,34,34,34,34,34,34,4,,
