rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,numSeats,numCands
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1,29,29,29,29,29,29,29,29,29,29,29,29,29,,
29,8,5,29,3,17,10,29,29,29,7,4,13,29,6,2,9,29,14,29,29,11,12,1,29,16,15,29,29,,
29,29,8,29,1,29,6,29,29,29,11,2,10,29,4,4,5,29,29,29,29,29,9,3,29,7,8,12,29,,
11,17,6,Skipped,5,14,7,Skipped,Skipped,Skipped,12,1,8,19,3,9,4,Skipped,13,Skipped,Skipped,21,14,2,19,17,14,10,21,,
21,23,23,10,25,10,23,9,Skipped,10,22,28,21,17,20,25,28,16,20,10,10,15,20,29,Skipped,12,Skipped,19,Skipped,,
Skipped,Skipped,6,Skipped,3,Skipped,4,Skipped,Skipped,Skipped,6,2,7,17,4,6,4,27,16,Skipped,Skipped,Skipped,26,1,28,6,8,16,Skipped,,
29,12,7,29,3,22,14,29,19,29,13,2,10,11,8,9,6,29,15,28,29,20,16,1,18,4,17,5,21,,
29,29,29,29,29,29,29,29,29,29,29,4,29,29,29,29,1,29,4,29,29,29,29,2,29,29,29,29,29,,
23,7,Skipped,Skipped,5,Skipped,20,28,27,29,12,18,16,10,9,Skipped,3,25,Skipped,19,Skipped,Skipped,14,11,26,11,19,22,16,,
29,29,1,15,29,29,27,29,29,29,28,29,29,29,29,29,29,29,29,29,29,29,29,29,26,29,29,29,29,,
5,3,3,5,2,10,2,Skipped,Skipped,Skipped,3,2,2,4,1,3,1,4,4,Skipped,Skipped,4,4,1,6,3,4,3,Skipped,,
28,8,12,19,4,23,9,20,17,24,13,3,6,18,10,29,2,25,5,27,26,16,11,1,22,7,15,14,21,,
18,10,5,18,2,11,8,18,16,19,6,4,9,10,7,13,1,18,13,18,19,18,16,3,18,10,12,19,18,,
Skipped,5,3,10,2,4,3,Skipped,Skipped,5,1,2,Skipped,Skipped,1,2,4,3,5,4,Skipped,3,4,2,10,5,3,5,Skipped,,
19,16,7,22,2,13,8,26,23,27,9,4,5,21,6,9,3,29,12,20,28,18,11,1,24,14,17,15,25,,
Skipped,13,4,23,2,10,1,Skipped,16,27,6,6,4,8,9,10,3,Skipped,Skipped,14,Skipped,15,Skipped,Skipped,Skipped,12,11,Skipped,19,,
29,12,11,19,9,14,7,29,29,29,4,1,16,29,3,6,20,15,5,29,29,29,17,8,18,2,13,10,29,,
26,11,6,18,3,15,7,23,22,27,5,3,9,11,4,Skipped,2,20,13,21,24,17,16,1,18,8,14,8,25,,
20,13,23,7,14,24,9,Skipped,22,Skipped,5,11,15,17,15,10,2,29,26,25,Skipped,12,27,16,18,21,28,19,Skipped,,
25,17,9,24,5,18,8,19,Skipped,Skipped,3,1,7,14,6,12,4,23,10,21,Skipped,22,16,2,20,13,11,15,Skipped,,
9,19,4,26,5,7,11,16,29,23,1,6,13,2,3,25,15,24,17,14,27,20,22,12,21,18,8,10,28,,
12,19,22,5,24,17,21,23,16,8,1,27,26,2,28,20,4,6,18,10,11,3,25,29,13,15,7,14,9,,
21,9,11,18,4,19,13,Skipped,Skipped,Skipped,8,5,7,17,6,1,3,22,11,20,Skipped,23,15,1,24,10,16,13,Skipped,,
29,13,6,14,4,29,9,29,29,29,7,2,8,12,5,10,1,29,14,29,29,15,16,3,29,10,15,29,29,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
29,6,5,29,3,28,9,29,29,29,10,1,9,15,3,7,6,29,29,29,29,29,15,1,29,8,28,28,29,,
13,7,4,12,1,9,5,18,15,17,8,3,4,11,2,8,1,14,6,12,16,10,7,1,12,8,7,8,12,,
17,6,2,13,5,1,4,24,29,13,3,9,3,5,11,16,3,20,25,26,28,15,12,5,28,21,10,23,23,,
29,14,5,29,6,11,6,29,16,29,5,3,7,19,4,5,1,29,10,18,29,17,13,2,15,8,12,9,29,,
9,Skipped,5,6,3,5,4,7,8,8,3,2,4,6,2,2,1,6,3,8,7,6,5,1,9,5,6,5,7,,
10,15,9,25,4,Skipped,10,Skipped,Skipped,Skipped,8,1,6,18,6,Skipped,1,26,12,Skipped,Skipped,19,13,3,16,4,10,17,Skipped,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1,29,29,,
29,19,9,20,4,15,8,29,18,29,5,3,7,10,6,29,2,11,16,29,29,17,13,1,14,29,12,29,29,,
Skipped,Skipped,3,Skipped,7,Skipped,8,Skipped,Skipped,Skipped,2,6,Skipped,Skipped,4,Skipped,5,Skipped,Skipped,Skipped,Skipped,9,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,,
15,3,9,15,3,3,15,15,20,24,9,3,3,15,1,9,3,20,9,20,24,20,9,1,24,3,9,15,24,,
29,15,6,28,4,28,17,28,17,28,7,1,8,12,5,10,3,20,15,28,28,19,14,1,19,13,11,9,28,,
29,15,6,29,6,1,11,29,10,29,17,3,29,12,4,1,16,29,13,14,29,29,8,5,29,29,29,9,29,,
29,12,7,29,2,29,13,29,29,29,10,4,9,14,8,29,6,29,11,29,29,29,15,1,29,5,16,3,29,,
25,16,7,22,4,14,5,29,29,28,9,2,6,14,3,15,1,26,14,20,29,10,11,8,15,10,13,29,28,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
29,29,29,29,29,2,29,29,29,29,29,3,29,29,29,5,29,8,4,7,29,10,6,1,9,29,29,29,29,,
6,8,4,11,2,11,3,11,11,11,4,2,4,5,3,3,1,10,4,10,11,8,7,1,10,4,6,6,11,,
29,29,6,29,4,29,8,29,29,29,2,3,5,11,7,29,1,29,29,29,29,9,29,1,29,29,10,29,29,,
10,6,2,11,1,6,4,29,11,29,3,1,3,8,2,3,1,10,4,8,29,6,6,1,11,4,4,6,8,,
7,13,10,19,2,22,5,27,21,26,6,3,12,24,9,17,15,20,16,11,28,14,8,1,25,23,4,18,29,,
29,15,7,29,2,29,10,29,29,29,9,3,11,12,5,6,8,29,14,29,29,29,29,1,29,4,16,13,29,,
29,29,29,29,2,29,5,29,29,29,9,3,8,29,7,4,6,29,29,29,29,29,29,1,29,10,29,29,29,,
25,15,29,29,29,2,25,29,29,29,29,29,29,29,10,29,29,21,29,1,25,25,29,29,24,29,29,29,3,,
29,29,29,29,29,29,1,29,29,29,29,29,1,1,1,29,1,29,1,29,29,29,1,29,29,29,29,29,29,,
Skipped,5,9,12,3,14,13,Skipped,Skipped,Skipped,11,5,8,12,4,Skipped,1,9,13,13,15,15,12,2,16,7,12,13,15,,
15,6,8,14,4,13,9,14,14,15,5,1,8,12,6,2,10,14,10,14,15,11,11,3,13,9,12,11,15,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1,29,29,29,29,29,29,29,29,29,29,29,29,,
29,29,5,29,1,29,5,29,29,29,5,3,4,29,29,29,3,29,29,29,29,29,29,2,29,29,29,29,29,,
29,3,3,5,1,5,3,29,29,29,2,1,3,4,2,2,1,29,4,29,29,5,4,1,29,3,4,5,29,,
Skipped,17,5,12,9,Skipped,7,Skipped,Skipped,Skipped,3,1,5,12,1,3,9,19,12,Skipped,Skipped,18,Skipped,9,20,15,7,15,Skipped,,
29,15,29,29,5,4,12,29,29,29,14,16,6,22,3,29,1,29,29,29,29,20,29,2,29,13,23,29,29,,
29,10,8,10,2,29,8,29,29,29,5,3,7,29,5,29,4,29,10,29,29,29,29,1,29,10,10,29,29,,
29,12,9,29,5,17,11,29,29,29,6,3,7,18,2,10,4,29,12,19,29,14,16,1,20,8,13,15,29,,
29,13,7,9,2,18,15,29,29,29,6,2,7,15,5,15,4,22,9,21,29,19,9,1,29,13,9,19,29,,
14,28,1,7,5,8,29,18,20,25,27,4,23,24,13,9,3,21,15,19,6,17,10,22,12,11,26,16,2,,
29,29,9,29,4,29,6,29,29,29,5,3,8,9,7,29,2,29,29,29,29,29,29,1,29,29,10,29,29,,
29,10,8,29,3,16,9,18,29,29,6,1,7,11,5,11,4,29,11,29,29,14,16,2,18,8,14,29,29,,
Skipped,Skipped,7,Skipped,1,Skipped,9,Skipped,Skipped,Skipped,5,4,Skipped,Skipped,6,Skipped,2,Skipped,8,Skipped,Skipped,11,Skipped,3,Skipped,Skipped,10,Skipped,Skipped,,
Skipped,3,5,Skipped,1,10,4,Skipped,Skipped,Skipped,12,3,5,10,6,Skipped,3,Skipped,Skipped,11,Skipped,8,Skipped,2,Skipped,Skipped,Skipped,Skipped,27,,
29,29,3,14,4,15,7,29,29,29,5,1,9,29,2,8,11,29,6,29,29,29,12,9,29,29,10,13,29,,
29,7,29,29,1,8,4,29,29,29,9,5,29,11,6,29,2,29,29,29,29,29,29,3,29,29,29,10,29,,
Skipped,2,Skipped,Skipped,6,Skipped,7,Skipped,Skipped,Skipped,Skipped,7,Skipped,Skipped,3,Skipped,5,29,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,,
29,29,5,29,1,29,4,29,29,29,4,1,6,7,2,5,3,7,29,7,29,29,6,1,29,4,7,29,29,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1,29,29,29,29,29,29,29,29,29,29,29,29,,
29,10,9,29,2,15,11,29,29,29,8,4,7,13,5,12,3,29,18,29,29,20,17,1,19,6,16,14,29,,
29,10,8,29,4,29,6,29,29,29,7,3,29,12,5,9,2,29,13,29,29,29,29,1,29,29,11,14,29,,
29,29,29,29,29,29,29,29,29,29,29,29,29,3,29,29,29,1,29,29,29,29,29,29,29,29,29,29,2,,
29,12,9,29,2,14,6,29,29,29,8,4,7,13,5,18,3,17,10,29,29,15,16,1,29,11,13,29,29,,
28,13,7,20,5,19,10,23,21,26,9,3,8,17,4,12,2,27,11,24,29,16,18,1,22,6,14,15,25,,
28,13,5,29,2,29,12,21,29,29,6,3,7,12,5,9,4,29,17,29,29,15,17,1,29,8,15,29,29,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
24,8,9,27,5,15,6,22,19,25,7,2,11,18,4,10,3,28,12,23,21,14,17,1,29,13,16,20,26,,
29,29,29,29,2,29,29,29,29,29,29,3,29,29,29,29,29,29,29,29,29,29,29,1,29,29,29,29,29,,
17,13,4,25,7,16,10,27,29,28,15,3,2,12,6,18,1,26,9,22,20,14,8,11,21,23,5,19,24,,
Skipped,10,22,Skipped,10,Skipped,20,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,2,9,3,Skipped,Skipped,1,Skipped,Skipped,Skipped,13,7,Skipped,Skipped,Skipped,Skipped,,
22,14,4,15,7,20,10,22,22,22,9,2,6,18,3,5,8,21,12,22,22,22,13,1,19,11,16,17,22,,
Skipped,6,4,Skipped,3,Skipped,4,Skipped,Skipped,Skipped,4,3,5,6,4,Skipped,1,6,5,Skipped,Skipped,Skipped,5,2,Skipped,Skipped,7,Skipped,Skipped,,
Skipped,17,6,Skipped,4,Skipped,8,Skipped,Skipped,Skipped,7,2,12,15,5,Skipped,3,Skipped,13,Skipped,Skipped,14,9,1,16,Skipped,10,Skipped,Skipped,,
29,10,3,13,11,Skipped,4,Skipped,29,Skipped,10,2,10,10,6,7,7,29,9,29,29,10,15,5,Skipped,29,13,29,29,,
7,5,9,29,6,14,11,20,29,18,4,1,11,13,4,3,8,29,12,16,29,13,14,2,13,10,10,8,29,,
Skipped,8,Skipped,Skipped,2,7,7,Skipped,Skipped,Skipped,5,2,6,Skipped,3,4,1,Skipped,10,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,8,Skipped,,
28,28,20,28,3,28,28,28,22,28,1,4,28,28,28,2,29,28,28,28,28,21,28,28,28,28,28,28,28,,
29,13,6,29,3,29,8,29,19,29,7,4,10,12,5,29,2,14,15,29,29,29,16,1,18,11,9,17,29,,
6,29,7,8,2,29,3,29,29,29,29,29,10,1,29,16,4,29,29,29,29,29,29,29,29,29,5,29,29,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
29,29,8,29,4,29,7,29,29,29,5,3,29,29,6,29,2,29,11,29,29,10,29,1,29,29,9,29,29,,
29,29,8,29,3,29,7,29,29,29,5,1,29,29,6,29,4,29,29,29,29,29,29,2,29,29,29,29,29,,
13,12,5,13,5,13,7,13,12,13,5,3,11,10,4,12,2,12,10,10,13,11,9,1,12,11,8,11,13,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
28,9,3,23,2,22,14,15,21,25,26,7,8,6,13,28,1,10,20,24,12,16,11,4,17,27,5,18,19,,
29,29,8,29,4,29,7,29,29,29,5,3,29,10,6,29,2,29,11,29,29,29,29,1,29,29,9,29,29,,
Skipped,19,6,29,3,21,4,29,29,29,9,7,5,10,8,Skipped,2,22,14,29,29,20,16,1,15,12,11,13,29,,
29,29,7,29,5,29,3,29,29,29,1,4,29,29,29,29,6,29,29,29,29,29,29,2,29,29,29,29,29,,
29,29,7,29,4,29,29,29,29,29,8,3,6,29,5,9,2,29,11,29,29,29,29,1,29,10,29,29,29,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,2,29,29,29,29,29,29,29,29,29,1,29,29,29,29,,
29,29,29,29,4,29,29,29,29,29,5,1,29,29,29,29,3,29,29,29,29,29,29,2,29,29,29,29,29,,
28,9,7,27,2,21,5,23,19,26,11,4,8,24,6,12,3,22,16,18,25,20,14,1,29,10,17,15,13,,
Skipped,Skipped,3,Skipped,2,Skipped,4,Skipped,Skipped,Skipped,4,1,4,Skipped,2,3,1,Skipped,5,Skipped,Skipped,Skipped,5,1,Skipped,Skipped,Skipped,Skipped,Skipped,,
18,7,15,3,2,21,14,28,22,27,5,11,1,11,10,27,4,19,10,16,28,17,9,8,13,24,12,29,26,,
5,3,2,5,1,3,3,5,5,3,3,2,2,4,1,2,1,5,3,4,5,4,4,1,5,2,4,4,5,,
29,3,9,29,10,29,8,29,18,29,11,2,18,15,7,11,12,20,4,29,29,29,6,1,29,29,5,29,29,,
29,12,8,29,3,29,14,29,29,29,11,2,7,15,5,9,4,29,13,29,29,16,17,1,19,6,18,10,29,,
28,14,11,27,2,20,21,26,27,23,17,3,12,22,9,10,1,29,15,27,27,25,16,4,19,13,24,18,27,,
25,8,9,29,5,18,14,24,28,22,2,4,16,6,1,19,3,7,10,11,27,12,15,21,26,17,13,20,23,,
Skipped,6,5,Skipped,4,Skipped,9,Skipped,Skipped,Skipped,7,3,7,Skipped,13,12,2,Skipped,11,Skipped,Skipped,Skipped,10,1,Skipped,7,10,Skipped,Skipped,,
29,29,29,29,29,29,29,29,29,29,3,29,29,29,29,29,1,29,29,29,29,29,29,2,29,29,29,29,29,,
29,7,8,29,3,29,6,29,29,29,8,4,29,29,7,5,2,29,29,29,29,29,10,1,29,9,29,29,29,,
8,5,3,7,1,5,3,Skipped,9,Skipped,4,2,4,5,2,7,3,7,4,7,Skipped,6,5,1,8,6,5,8,Skipped,,
Skipped,6,Skipped,17,19,11,4,5,Skipped,Skipped,Skipped,18,16,15,2,Skipped,7,3,13,14,Skipped,10,12,8,9,20,1,20,Skipped,,
Skipped,3,3,7,2,4,3,Skipped,Skipped,Skipped,2,1,3,5,2,4,1,Skipped,5,6,Skipped,6,6,1,6,5,5,4,6,,
29,29,7,29,4,29,29,29,29,29,7,1,4,29,1,29,1,29,7,29,29,29,29,4,29,29,29,29,29,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,5,29,29,29,29,29,29,29,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
10,29,2,8,9,29,12,29,29,29,8,3,14,1,6,29,3,29,11,29,29,29,29,11,29,29,12,29,29,,
Skipped,10,4,Skipped,2,Skipped,6,Skipped,Skipped,Skipped,9,5,8,16,7,Skipped,1,15,14,Skipped,Skipped,11,12,3,Skipped,14,Skipped,15,13,,
29,29,10,29,4,15,11,29,29,29,5,3,13,14,9,29,2,18,8,7,29,17,16,1,19,29,12,29,29,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1,29,29,29,29,29,,
29,13,6,29,7,29,5,29,29,29,3,8,18,10,4,29,2,12,16,29,29,15,11,1,14,17,9,29,29,,
Skipped,9,20,29,10,6,27,Skipped,29,Skipped,8,5,1,23,7,13,2,29,Skipped,20,Skipped,16,Skipped,3,Skipped,Skipped,17,Skipped,29,,
Skipped,15,5,29,2,20,10,Skipped,Skipped,Skipped,29,15,3,10,10,Skipped,1,25,15,Skipped,Skipped,15,10,15,15,Skipped,15,Skipped,Skipped,,
5,29,3,6,5,5,4,5,6,6,3,2,3,5,2,1,3,7,4,6,6,5,4,1,5,29,4,5,6,,
21,8,4,8,1,21,13,21,8,21,4,4,8,13,8,21,1,16,16,21,16,4,16,1,21,16,13,21,21,,
Skipped,Skipped,10,Skipped,14,Skipped,29,Skipped,Skipped,Skipped,4,6,1,Skipped,5,7,18,Skipped,Skipped,Skipped,Skipped,Skipped,24,8,Skipped,1,29,Skipped,Skipped,,
29,2,29,29,7,29,10,29,11,9,29,29,29,29,29,29,29,29,29,8,29,29,29,29,29,29,29,29,29,,
20,11,6,16,3,23,18,25,Skipped,Skipped,17,2,13,10,9,22,4,8,14,24,Skipped,12,19,1,7,21,5,15,Skipped,,
15,11,10,21,3,19,9,28,23,24,7,1,8,22,5,6,4,27,18,25,29,16,17,2,20,12,14,13,26,,
Skipped,6,6,7,2,9,6,8,10,Skipped,1,4,3,6,5,7,4,29,5,7,29,7,5,2,10,Skipped,5,7,29,,
9,13,11,29,4,29,4,29,29,29,6,3,29,8,7,29,1,29,16,29,29,29,15,2,13,10,12,29,29,,
29,11,4,17,3,14,7,29,17,29,9,2,8,17,10,5,6,16,12,18,29,18,13,1,20,14,15,12,29,,
20,11,8,29,1,29,3,29,29,29,7,5,18,15,12,4,2,21,14,16,29,9,10,13,19,29,6,17,29,,
Skipped,7,12,Skipped,2,Skipped,8,Skipped,Skipped,Skipped,4,3,10,16,4,9,1,Skipped,10,15,Skipped,Skipped,Skipped,12,14,Skipped,6,17,Skipped,,
Skipped,12,10,Skipped,1,Skipped,5,Skipped,25,Skipped,Skipped,10,11,28,20,8,2,29,15,25,Skipped,28,25,12,29,Skipped,29,Skipped,Skipped,,
10,15,1,10,15,5,25,27,20,Skipped,20,15,1,5,15,1,1,29,15,29,28,20,5,15,25,20,10,20,29,,
29,29,7,16,3,29,6,29,29,29,2,2,5,12,4,29,2,14,11,29,29,15,9,1,13,10,8,29,29,,
16,10,11,20,7,10,10,17,20,27,12,6,8,12,5,20,10,12,14,10,25,14,12,5,14,24,18,21,17,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
Skipped,9,8,29,3,14,10,29,29,29,6,4,6,29,5,Skipped,1,29,11,29,29,29,12,2,29,Skipped,13,Skipped,29,,
Skipped,10,7,17,4,14,11,Skipped,Skipped,Skipped,6,1,5,12,3,14,4,16,8,Skipped,Skipped,15,13,2,17,9,13,12,Skipped,,
29,29,5,29,4,29,9,29,29,29,7,1,4,14,1,4,8,29,10,29,29,29,22,5,29,6,10,29,29,,
18,10,5,28,2,15,11,25,22,29,8,3,14,17,9,4,6,19,13,23,27,16,24,1,21,7,20,12,26,,
9,14,4,Skipped,8,Skipped,7,20,15,Skipped,6,1,13,12,5,10,2,12,11,17,Skipped,17,11,3,13,9,11,13,13,,
29,29,29,29,29,2,29,29,6,29,7,3,29,29,8,1,29,29,29,29,29,29,29,4,29,29,29,5,29,,
3,Skipped,2,Skipped,1,3,1,Skipped,Skipped,Skipped,2,1,2,Skipped,2,3,1,Skipped,3,Skipped,Skipped,Skipped,3,1,Skipped,3,Skipped,3,Skipped,,
Skipped,Skipped,7,Skipped,6,Skipped,4,28,Skipped,29,5,3,9,Skipped,2,Skipped,8,Skipped,11,Skipped,26,Skipped,Skipped,1,16,10,17,Skipped,27,,
Skipped,Skipped,6,Skipped,4,14,8,Skipped,Skipped,Skipped,7,3,9,10,5,15,2,Skipped,13,Skipped,Skipped,16,12,1,Skipped,Skipped,11,Skipped,Skipped,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
16,25,19,5,18,12,23,4,1,10,24,28,8,22,26,21,29,17,15,3,14,6,11,27,2,9,20,7,13,,
29,11,5,8,3,27,7,18,19,Skipped,11,10,5,8,14,Skipped,2,13,17,20,29,15,16,1,21,Skipped,4,23,Skipped,,
29,29,29,29,1,1,29,29,29,29,1,29,29,3,3,29,1,1,29,3,29,29,2,1,3,29,29,29,29,,
29,29,6,29,7,29,5,29,29,29,3,8,29,29,4,29,2,29,29,29,29,29,29,1,29,29,9,29,29,,
Skipped,8,4,Skipped,2,Skipped,5,Skipped,Skipped,Skipped,6,3,Skipped,14,3,5,6,12,7,20,Skipped,11,10,1,21,7,Skipped,8,Skipped,,
Skipped,4,2,4,1,4,2,5,5,5,2,1,3,3,1,3,1,4,3,5,Skipped,5,4,1,4,3,3,3,5,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
Skipped,4,6,8,3,Skipped,6,10,8,Skipped,3,2,4,8,4,5,2,20,5,8,11,10,6,1,20,6,10,6,8,,
29,9,15,29,5,19,7,29,29,29,11,2,10,6,3,20,1,29,13,18,29,16,12,4,14,17,8,29,29,,
29,8,11,20,1,17,3,29,22,18,9,4,12,15,7,5,10,21,22,19,29,13,16,6,29,2,14,23,29,,
29,6,5,29,3,29,5,12,14,29,5,3,29,29,5,3,3,29,7,29,29,29,10,3,29,5,6,29,29,,
Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,,
19,14,8,16,3,13,7,18,18,19,8,2,9,13,3,8,3,17,10,19,19,15,11,1,17,3,14,12,19,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1,29,29,29,29,29,29,29,29,29,,
Skipped,1,3,5,1,Skipped,3,Skipped,5,Skipped,2,1,4,Skipped,2,2,1,Skipped,4,Skipped,Skipped,Skipped,6,4,Skipped,4,10,Skipped,Skipped,,
Skipped,10,19,Skipped,29,Skipped,25,Skipped,Skipped,Skipped,19,27,21,Skipped,22,Skipped,20,Skipped,Skipped,Skipped,Skipped,Skipped,15,29,Skipped,18,15,Skipped,Skipped,,
29,15,5,16,3,12,7,29,29,29,9,1,4,29,2,10,8,29,11,29,29,20,13,6,29,14,17,29,29,,
12,12,2,15,7,1,10,17,18,20,16,6,4,10,11,22,3,8,17,11,18,14,9,3,11,12,5,15,13,,
Skipped,9,12,19,2,Skipped,11,Skipped,17,Skipped,6,3,8,16,5,10,4,Skipped,14,20,Skipped,18,21,1,Skipped,7,15,13,Skipped,,
29,18,29,13,2,6,29,29,29,29,29,1,29,29,13,29,4,29,29,29,29,29,29,1,29,1,29,29,29,,
27,15,6,22,3,18,10,25,23,28,9,2,7,19,5,8,4,26,17,21,29,14,16,1,24,11,12,13,20,,
29,13,8,29,4,29,6,29,29,29,10,2,9,29,3,7,5,29,12,29,29,29,14,1,29,29,15,11,29,,
Skipped,4,14,15,6,16,5,Skipped,Skipped,Skipped,Skipped,3,8,12,4,9,11,Skipped,Skipped,19,Skipped,Skipped,17,Skipped,15,13,7,Skipped,Skipped,,
Skipped,7,6,Skipped,4,19,10,21,Skipped,Skipped,11,2,11,18,5,8,3,15,12,Skipped,Skipped,16,14,1,17,9,13,Skipped,20,,
5,2,2,4,1,4,2,5,4,5,3,1,2,3,2,2,1,6,4,5,5,4,4,1,4,1,4,2,5,,
29,29,29,29,29,29,29,29,29,29,29,1,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
4,2,2,4,1,3,2,4,4,4,2,1,2,4,2,1,1,4,3,3,4,3,3,1,4,2,3,4,4,,
20,13,10,19,4,15,5,23,25,Skipped,7,3,8,22,6,11,1,Skipped,9,16,Skipped,21,14,2,24,12,18,17,Skipped,,
18,9,6,22,3,16,9,24,18,24,5,3,6,14,5,11,2,18,11,24,24,16,11,1,22,6,14,18,24,,
Skipped,12,9,Skipped,4,Skipped,10,Skipped,Skipped,Skipped,7,5,11,14,6,Skipped,3,Skipped,15,Skipped,Skipped,13,Skipped,1,Skipped,8,Skipped,Skipped,Skipped,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1,29,29,29,29,29,29,29,29,29,29,29,29,,
10,10,9,14,1,16,6,18,21,17,4,2,8,7,5,13,3,23,12,15,20,12,13,5,22,13,11,14,19,,
Skipped,5,Skipped,6,3,5,5,Skipped,Skipped,Skipped,4,2,4,7,1,Skipped,5,7,4,Skipped,Skipped,6,6,2,Skipped,5,5,7,Skipped,,
29,8,10,26,1,11,1,29,17,20,2,1,3,6,2,12,2,16,17,22,29,12,20,1,18,10,13,21,19,,
22,20,12,23,1,14,3,24,27,25,9,5,7,21,3,10,2,19,17,16,15,26,4,8,13,13,6,18,11,,
13,1,1,13,5,21,20,22,8,26,2,18,10,12,5,18,29,13,20,13,15,18,13,13,19,13,16,10,6,,
29,29,1,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
28,21,4,22,3,25,4,12,9,Skipped,7,4,10,11,7,18,2,23,15,17,26,19,14,1,24,16,13,20,27,,
27,13,7,19,2,23,9,18,24,21,6,3,5,14,4,15,8,20,11,26,28,25,10,1,17,16,12,22,29,,
29,29,5,29,4,29,9,29,29,29,6,3,29,5,5,11,1,29,10,29,29,11,7,2,29,29,8,29,29,,
22,12,5,21,3,24,11,27,16,28,4,1,9,18,10,26,2,29,13,17,20,19,6,8,23,7,14,15,25,,
29,29,7,29,4,29,6,29,29,29,2,3,29,29,5,29,3,29,29,29,29,29,29,1,29,29,8,29,29,,
29,17,7,29,3,Skipped,5,28,Skipped,Skipped,6,4,9,29,6,29,1,29,14,Skipped,29,29,14,2,22,10,19,16,29,,
25,10,6,20,4,23,7,26,17,Skipped,5,3,18,13,8,14,1,16,19,20,Skipped,24,12,2,21,22,11,15,Skipped,,
10,4,4,10,1,9,3,10,8,10,5,2,4,6,3,8,1,8,7,9,10,7,7,1,9,4,7,4,10,,
23,7,11,6,2,12,3,28,26,29,5,8,10,13,9,17,18,19,16,22,25,4,15,1,24,20,14,21,27,,
23,11,7,21,4,14,10,25,23,25,6,3,10,18,5,14,1,22,7,24,25,19,13,2,14,15,14,12,25,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
29,10,3,29,5,16,8,29,29,29,6,2,9,29,7,29,4,29,14,29,29,29,13,1,15,17,12,11,29,,
10,9,5,10,2,9,8,Skipped,25,20,8,4,6,Skipped,5,6,3,Skipped,9,Skipped,Skipped,9,9,1,Skipped,7,9,Skipped,Skipped,,
29,15,9,25,3,23,14,24,22,29,11,2,10,12,8,6,7,26,16,18,29,21,13,1,19,5,20,4,17,,
