rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,numSeats,numCands
21,4,3,2,21,21,5,21,21,1,7,21,21,6,21,21,21,21,21,21,21,,
3,20,7,1,12,15,9,14,13,2,18,17,21,16,11,8,19,4,6,5,10,,
7,15,3,4,18,14,19,20,8,1,5,11,21,13,17,16,9,12,2,10,6,,
7,14,5,2,20,11,19,17,16,1,8,21,18,15,13,4,10,12,3,6,9,,
6,21,2,8,7,21,4,21,5,1,21,12,11,21,14,13,21,15,10,9,3,,
4,16,7,2,15,8,10,17,17,1,19,15,21,18,13,14,9,6,5,3,11,,
21,21,2,21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,,
3,21,3,7,21,21,11,20,9,1,6,10,21,21,21,17,21,18,12,13,5,,
3,Skipped,6,4,Skipped,Skipped,7,Skipped,Skipped,1,4,8,Skipped,Skipped,5,11,Skipped,Skipped,2,10,9,,
21,21,6,7,21,21,21,21,3,1,21,21,21,21,9,8,21,21,6,2,5,,
4,10,15,3,17,19,16,20,8,1,12,14,21,7,5,9,8,13,2,6,11,,
7,16,5,2,12,15,17,11,8,3,10,20,21,18,19,9,14,13,4,6,1,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,21,,
5,15,2,7,19,19,9,19,8,1,12,13,19,14,16,10,19,11,3,6,4,,
21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,1,21,21,21,1,21,,
21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
2,21,3,2,21,21,6,21,21,1,5,21,21,4,21,6,21,5,4,3,21,,
2,21,2,2,20,21,10,3,9,1,10,12,21,20,21,13,3,21,7,2,7,,
4,11,12,2,21,21,21,21,21,1,12,6,21,21,9,7,21,21,3,3,5,,
2,21,2,2,20,21,10,3,9,1,10,12,21,20,21,13,3,21,7,2,7,,
3,21,4,2,21,21,6,21,5,1,21,21,21,7,21,4,21,21,6,3,5,,
2,20,2,3,15,6,4,6,5,1,5,6,21,5,10,4,20,5,4,2,3,,
9,11,2,5,18,7,19,17,6,1,10,14,21,20,16,8,15,13,12,3,4,,
2,21,4,2,20,21,8,Skipped,8,1,10,12,21,20,21,13,12,21,5,4,7,,
3,14,5,2,21,15,10,13,8,1,9,16,17,20,12,11,19,18,4,7,6,,
4,9,3,3,21,21,7,9,7,1,11,9,21,6,21,8,12,12,11,5,2,,
3,21,9,6,21,11,14,16,15,1,21,21,12,8,13,2,12,10,5,5,7,,
5,21,4,3,21,10,21,21,21,1,9,21,21,21,21,7,21,21,2,6,8,,
4,6,2,2,5,4,3,Skipped,3,3,6,5,6,4,4,5,5,3,Skipped,1,4,,
5,15,3,4,21,11,14,17,8,1,10,7,20,16,9,12,19,18,2,6,13,,
3,21,4,5,21,21,21,21,10,1,21,9,21,21,21,8,21,21,7,2,6,,
21,21,2,4,21,21,21,21,21,1,9,21,21,21,8,21,21,7,6,5,3,,
3,14,2,4,17,18,13,11,10,1,15,16,20,19,21,7,9,8,5,6,12,,
21,21,21,2,21,21,21,21,21,1,3,21,21,21,21,21,21,4,21,21,21,,
4,21,5,3,17,15,14,16,11,1,18,19,20,7,13,7,12,10,6,2,8,,
2,16,17,1,12,6,3,20,7,21,10,13,18,11,19,4,15,14,8,9,5,,
6,21,7,3,17,21,15,21,9,1,13,13,21,4,21,10,17,8,11,2,5,,
21,21,21,21,21,2,21,5,21,1,21,21,21,21,21,21,21,21,21,4,3,,
21,21,21,21,21,21,21,21,21,1,21,6,21,21,21,21,21,21,21,21,21,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
3,18,10,5,13,13,14,16,16,1,19,16,21,17,20,2,9,6,7,4,9,,
13,18,4,2,14,11,10,15,9,1,21,8,20,7,17,5,12,19,16,6,3,,
7,21,21,8,21,21,21,21,21,3,21,21,21,2,21,6,21,1,5,4,21,,
3,12,5,6,11,21,21,21,4,1,5,4,21,21,21,21,21,9,5,8,21,,
3,21,6,7,9,10,17,13,18,1,21,14,11,19,15,16,12,5,5,2,9,,
4,12,3,7,20,17,16,21,11,2,10,14,13,6,5,18,15,19,1,8,9,,
9,21,13,1,21,Skipped,20,21,21,2,21,21,20,7,18,4,18,12,5,3,7,,
4,20,3,2,17,15,8,19,7,1,16,18,21,10,13,6,14,12,9,5,11,,
21,21,21,21,21,21,21,21,21,1,21,21,21,21,21,21,21,3,2,21,21,,
3,12,6,2,10,21,21,21,8,1,9,7,21,21,11,21,21,21,4,3,5,,
21,21,21,2,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,3,,
21,21,21,21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,,
21,21,7,2,21,21,5,21,21,1,8,21,10,21,21,21,9,6,4,21,3,,
3,21,2,2,21,7,2,21,3,1,21,21,21,21,21,21,21,7,21,3,7,,
4,20,2,4,9,15,7,19,21,1,12,16,18,13,17,5,14,6,8,3,5,,
9,15,2,4,14,16,10,13,15,1,5,15,21,7,16,12,16,10,6,2,7,,
5,Skipped,1,2,Skipped,Skipped,6,Skipped,6,3,Skipped,Skipped,Skipped,Skipped,Skipped,7,Skipped,Skipped,8,7,4,,
2,9,6,4,14,19,14,14,14,1,4,14,9,9,19,6,19,9,8,2,9,,
3,20,10,4,15,9,11,17,15,1,20,15,9,21,11,16,6,6,7,2,12,,
1,19,16,8,18,10,14,17,20,2,15,13,11,21,12,6,9,5,4,3,8,,
7,21,2,4,21,21,21,21,21,1,21,21,21,5,21,21,21,21,21,3,5,,
21,21,3,2,21,5,4,21,21,1,21,21,21,21,21,21,21,8,7,6,21,,
2,21,3,7,21,21,12,20,9,1,4,11,21,21,21,17,21,18,7,7,6,,
21,21,1,4,21,21,21,21,21,2,21,21,21,6,21,21,21,21,21,3,5,,
8,14,7,1,16,17,15,21,19,2,9,21,13,11,18,12,6,5,3,4,10,,
2,21,2,2,20,21,9,3,4,1,10,12,21,20,21,13,3,21,1,2,7,,
6,21,21,2,21,21,11,21,13,1,21,21,10,12,21,3,7,9,8,5,4,,
3,12,3,4,21,21,14,21,21,1,15,21,21,21,12,5,21,21,6,2,6,,
21,3,2,1,21,21,21,1,1,21,21,1,21,21,21,21,21,21,21,21,21,,
3,Skipped,4,2,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,9,8,Skipped,7,6,5,,
5,21,6,4,21,21,21,21,21,1,3,7,21,21,8,9,11,10,21,2,21,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
4,19,3,2,17,16,7,20,11,1,14,8,21,18,15,5,13,12,9,6,10,,
6,15,16,8,18,14,7,5,13,2,11,4,21,12,20,10,19,17,9,3,1,,
3,21,3,7,21,21,11,20,9,1,6,10,21,21,21,17,21,18,12,13,5,,
7,16,2,3,9,11,12,13,5,1,15,18,21,8,17,19,20,21,14,10,6,,
5,21,6,1,21,21,21,21,21,3,21,21,21,21,21,21,21,2,4,21,7,,
2,21,4,2,20,21,8,Skipped,8,1,10,12,21,20,21,13,12,21,5,4,7,,
4,16,6,5,11,21,12,17,2,1,15,10,18,13,14,21,21,9,6,3,8,,
1,8,15,3,20,18,19,17,9,4,16,21,10,11,7,2,14,13,6,12,5,,
4,20,5,6,14,11,15,19,12,1,18,16,21,17,13,2,11,8,7,3,9,,
4,9,6,2,21,13,21,21,21,1,10,21,21,21,21,11,12,21,5,3,8,,
2,21,3,3,21,21,12,19,9,1,4,13,21,20,21,13,21,18,7,5,6,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
