rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,numSeats,numCands
2,7,4,Skipped,Skipped,Skipped,3,Skipped,Skipped,5,Skipped,8,Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,,
13,Skipped,7,5,10,Skipped,1,Skipped,12,3,Skipped,11,4,6,Skipped,Skipped,Skipped,Skipped,8,Skipped,2,,
2,8,3,9,Skipped,Skipped,1,Skipped,13,6,Skipped,7,11,5,Skipped,10,Skipped,Skipped,12,Skipped,4,,
21,21,21,21,21,21,2,21,4,21,6,3,7,8,21,1,21,21,21,21,21,,
5,6,9,2,10,11,1,14,14,3,13,8,7,8,12,12,14,14,14,14,4,,
1,21,2,6,21,21,21,21,21,3,21,21,21,5,21,21,21,21,21,21,4,,
4,21,7,6,21,21,2,21,21,3,21,21,5,8,21,21,21,21,21,21,1,,
10,21,3,4,21,21,1,5,21,4,21,21,10,6,21,21,21,21,16,21,2,,
7,8,21,5,3,21,2,21,11,6,10,9,21,4,21,21,21,21,21,21,1,,
8,8,5,5,6,10,2,10,21,4,9,6,7,3,11,11,10,13,16,18,1,,
4,16,9,6,7,19,1,15,14,2,17,13,5,8,11,21,10,18,12,20,3,,
21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
3,8,4,10,13,16,1,12,14,5,15,6,7,9,18,21,17,19,11,20,2,,
4,Skipped,Skipped,4,5,Skipped,1,6,Skipped,3,Skipped,Skipped,Skipped,3,7,Skipped,Skipped,Skipped,6,Skipped,2,,
1,Skipped,10,7,Skipped,9,3,Skipped,8,2,Skipped,Skipped,Skipped,4,Skipped,5,Skipped,Skipped,10,Skipped,6,,
9,21,21,21,6,21,2,21,5,4,21,10,21,3,7,8,21,21,21,21,1,,
4,9,2,6,16,15,1,10,17,7,19,11,8,5,14,12,18,21,13,19,3,,
4,8,11,6,7,Skipped,1,Skipped,Skipped,5,Skipped,12,10,3,Skipped,13,9,Skipped,Skipped,Skipped,2,,
1,9,3,6,21,21,2,21,21,4,21,21,8,7,Skipped,21,21,21,21,21,5,,
2,5,2,3,9,13,1,4,12,1,11,6,4,2,10,7,Skipped,14,8,9,1,,
21,21,21,3,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,2,,
2,21,3,3,21,21,1,21,21,2,21,5,3,3,21,21,21,21,4,21,2,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
4,10,9,4,7,Skipped,1,Skipped,13,5,11,12,6,3,Skipped,12,Skipped,Skipped,8,Skipped,2,,
3,7,4,8,10,16,1,14,13,5,15,6,11,9,18,20,17,21,12,19,2,,
5,Skipped,7,6,10,Skipped,1,9,Skipped,4,Skipped,Skipped,Skipped,3,Skipped,11,8,Skipped,Skipped,Skipped,2,,
1,7,3,4,5,21,2,7,21,4,7,7,6,3,21,21,3,21,7,21,2,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
21,3,21,21,21,2,21,21,1,21,21,4,21,21,21,21,21,21,21,21,21,,
3,21,2,2,21,21,1,21,21,5,21,21,21,21,21,21,21,21,21,21,4,,
4,8,7,2,8,20,1,20,20,5,20,7,7,6,20,21,20,20,8,20,3,,
6,10,4,8,12,16,1,17,13,7,21,11,5,3,20,14,19,18,9,15,2,,
16,16,16,16,20,15,16,16,16,18,1,16,14,21,16,19,16,16,16,2,17,,
2,11,6,3,9,21,5,13,21,1,10,12,8,7,21,21,21,21,21,21,4,,
5,21,21,21,21,21,1,21,21,2,21,21,21,3,21,21,21,21,21,21,3,,
3,21,10,21,4,Skipped,1,Skipped,Skipped,2,Skipped,Skipped,Skipped,2,Skipped,Skipped,15,21,Skipped,Skipped,1,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
7,9,6,8,5,21,1,21,21,4,21,10,21,3,21,21,21,21,21,21,2,,
1,21,3,5,21,21,2,21,21,21,21,21,21,21,21,21,21,21,21,21,4,,
4,6,5,1,10,19,2,15,13,9,14,12,11,7,21,18,8,20,17,16,3,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
6,6,6,5,4,6,1,6,6,2,6,6,6,5,6,6,6,6,6,6,3,,
10,21,10,7,20,21,1,21,21,3,21,21,10,5,21,21,21,21,9,21,2,,
1,9,5,2,20,20,2,13,20,3,17,9,12,3,21,21,21,21,9,21,3,,
10,21,7,5,11,21,1,21,21,3,21,8,9,4,21,21,21,21,6,21,2,,
2,21,2,2,3,21,1,21,21,1,21,3,3,2,21,21,21,21,21,21,1,,
13,4,14,21,21,21,8,21,21,11,21,14,12,10,10,21,21,21,21,21,3,,
5,21,21,4,21,21,1,21,21,3,21,21,21,2,21,21,21,21,21,21,21,,
7,21,21,2,21,21,10,21,21,6,21,21,21,5,21,21,7,21,21,21,1,,
7,21,21,3,21,21,1,21,21,4,21,21,21,21,21,21,21,21,21,21,2,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
5,4,7,3,21,12,1,21,21,6,10,8,11,9,21,21,21,13,21,21,2,,
3,8,5,4,9,14,1,17,10,6,15,13,11,7,21,18,20,21,12,16,2,,
2,10,2,2,21,21,1,21,21,2,21,10,21,7,21,21,21,21,21,21,2,,
21,1,21,21,21,21,21,21,21,21,21,21,21,3,21,2,21,21,21,21,21,,
2,Skipped,4,8,11,Skipped,1,Skipped,Skipped,6,10,7,9,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,,
9,3,4,6,11,19,1,18,14,7,15,8,5,10,12,17,20,21,13,16,2,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,21,21,21,,
6,8,9,3,7,21,1,21,21,2,21,21,21,5,21,21,21,21,10,21,4,,
3,21,21,21,21,21,1,21,21,4,21,21,21,5,Skipped,21,21,21,21,21,1,,
4,21,6,5,9,21,1,21,21,2,21,21,21,7,21,21,21,21,10,21,3,,
18,15,12,7,20,6,8,3,14,2,19,1,9,21,13,5,4,10,18,17,15,,
21,21,21,21,21,21,3,2,21,21,21,21,21,21,21,21,21,21,21,21,1,,
8,8,3,5,10,17,1,Skipped,12,5,14,13,7,3,16,15,Skipped,18,11,Skipped,2,,
4,4,4,4,12,Skipped,1,Skipped,Skipped,3,Skipped,4,4,10,Skipped,13,11,Skipped,14,15,2,,
21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
3,8,2,5,19,13,1,16,17,6,12,9,15,7,21,14,10,20,11,18,4,,
3,10,5,Skipped,Skipped,Skipped,2,Skipped,Skipped,4,Skipped,8,11,7,Skipped,9,Skipped,Skipped,Skipped,Skipped,1,,
11,12,15,3,6,18,1,7,16,4,14,9,10,5,14,13,Skipped,Skipped,8,17,2,,
4,3,8,10,14,18,1,17,20,9,5,6,7,11,15,16,13,12,19,21,2,,
8,11,5,2,13,21,1,9,21,3,15,16,14,4,12,21,7,18,10,17,6,,
2,3,3,2,2,Skipped,1,3,Skipped,1,3,Skipped,5,1,1,Skipped,Skipped,Skipped,3,5,2,,
7,Skipped,7,Skipped,3,Skipped,1,Skipped,16,5,9,9,6,2,6,8,Skipped,Skipped,20,Skipped,4,,
5,Skipped,6,8,7,Skipped,1,Skipped,Skipped,4,Skipped,11,13,3,12,14,9,Skipped,10,Skipped,2,,
4,7,10,9,6,17,2,16,12,3,18,5,13,8,11,14,Skipped,21,15,20,1,,
6,13,3,4,10,21,1,21,21,9,21,8,5,7,11,21,21,21,21,12,2,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,21,21,21,,
5,7,6,2,11,21,1,21,21,4,21,21,10,9,21,21,21,21,8,21,3,,
3,10,5,10,5,21,2,21,21,1,21,21,21,21,21,10,21,21,21,21,4,,
1,11,1,1,11,12,1,12,16,7,16,12,7,7,16,13,13,16,9,15,1,,
21,21,21,6,21,21,1,21,21,5,21,21,2,4,21,21,21,21,21,21,3,,
4,4,5,3,21,21,1,21,21,4,21,6,5,4,21,21,21,21,21,21,2,,
1,4,3,2,7,8,2,10,9,5,6,4,4,5,9,6,9,13,7,12,3,,
7,9,18,8,14,16,1,15,20,2,13,10,6,3,12,11,5,17,19,21,4,,
4,10,3,7,9,21,1,18,21,5,13,13,12,6,Skipped,21,Skipped,Skipped,11,21,2,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
1,8,9,2,13,Skipped,3,12,10,7,14,15,6,4,16,Skipped,11,17,Skipped,Skipped,5,,
1,Skipped,1,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,21,,
2,21,1,5,21,21,3,21,21,21,21,21,21,10,21,21,21,21,21,21,5,,
3,9,4,5,8,16,1,17,13,7,14,11,12,6,18,10,Skipped,Skipped,15,Skipped,2,,
15,6,21,3,Skipped,Skipped,10,1,4,Skipped,2,21,13,14,Skipped,5,Skipped,Skipped,17,16,13,,
2,8,7,6,21,21,1,21,21,5,21,21,9,4,21,21,21,21,10,21,3,,
4,Skipped,Skipped,2,8,Skipped,1,Skipped,Skipped,3,Skipped,Skipped,6,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,,
5,21,21,21,1,21,21,21,21,4,21,21,21,2,Skipped,21,Skipped,21,21,Skipped,3,,
6,9,4,3,8,21,1,21,21,2,21,10,5,7,21,21,21,21,21,21,21,,
13,14,9,2,3,15,7,16,18,4,20,11,12,1,8,10,5,21,17,19,6,,
3,21,6,2,21,21,1,12,21,5,21,10,7,8,21,21,21,21,9,21,4,,
3,10,5,2,18,14,1,13,15,7,11,8,9,4,17,16,19,21,12,20,5,,
21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
1,9,7,1,21,21,1,21,21,5,21,21,8,6,21,21,21,21,21,21,1,,
7,12,8,3,10,Skipped,1,Skipped,Skipped,5,11,13,4,6,Skipped,21,Skipped,Skipped,9,Skipped,2,,
7,5,21,3,8,21,2,21,21,1,11,21,21,4,21,21,12,21,21,21,3,,
6,12,5,7,21,21,1,21,21,2,11,9,4,3,21,8,21,21,13,10,2,,
8,5,7,6,10,21,1,21,21,3,21,9,21,3,21,21,21,21,21,21,4,,
5,14,13,6,7,Skipped,1,Skipped,12,4,16,8,16,2,11,9,10,18,15,Skipped,2,,
6,20,20,20,20,20,4,20,20,2,20,20,20,5,20,3,20,20,20,20,1,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
8,15,6,2,13,17,1,7,10,5,18,16,12,4,21,11,20,19,9,14,3,,
3,10,1,4,4,21,2,21,21,2,5,21,21,4,21,11,21,21,21,21,2,,
9,4,14,20,13,7,19,15,10,5,3,8,12,2,16,1,17,21,11,18,6,,
3,21,21,21,21,21,7,21,21,21,21,21,2,21,21,21,21,21,21,21,21,,
5,13,4,3,2,Skipped,1,12,10,6,Skipped,11,Skipped,9,Skipped,8,Skipped,Skipped,Skipped,Skipped,7,,
1,4,2,3,14,16,2,6,7,5,9,5,5,4,10,10,5,9,13,13,2,,
21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
4,21,7,5,6,21,1,21,21,2,21,8,21,9,21,21,21,21,21,21,3,,
21,21,21,21,21,5,21,7,2,21,21,21,3,21,21,2,21,8,21,21,21,,
3,21,7,6,6,21,1,21,21,4,21,21,8,5,21,21,21,21,21,21,2,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
7,11,4,12,9,16,1,17,10,3,8,6,14,4,21,13,21,18,10,15,2,,
1,2,1,3,5,Skipped,5,Skipped,15,7,Skipped,12,17,11,21,1,Skipped,10,7,21,5,,
2,4,5,12,21,19,5,21,21,10,16,7,13,21,21,17,20,21,18,21,1,,
8,6,3,10,5,20,2,Skipped,10,7,18,21,19,9,12,13,Skipped,Skipped,Skipped,Skipped,1,,
4,9,3,6,15,18,2,16,10,5,17,11,14,7,12,13,8,21,19,20,1,,
12,21,5,6,8,21,1,21,21,3,21,21,4,2,9,11,7,21,21,21,10,,
21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
14,19,10,18,17,8,3,20,12,1,6,Skipped,7,4,16,11,15,21,9,13,2,,
5,9,6,7,10,15,1,16,13,2,14,12,11,4,Skipped,Skipped,Skipped,Skipped,8,Skipped,3,,
4,21,5,6,21,21,1,21,21,2,21,21,5,4,21,21,21,21,21,21,3,,
7,13,7,3,4,16,1,9,17,5,15,18,14,6,Skipped,10,12,Skipped,11,19,1,,
4,7,5,2,11,19,1,13,20,2,12,8,6,9,18,18,18,21,10,18,3,,
5,10,3,6,21,21,1,21,21,4,21,7,21,8,12,21,21,11,9,21,2,,
11,2,10,12,17,13,3,15,9,6,14,7,8,4,21,1,20,18,19,16,5,,
7,10,1,21,21,21,1,21,21,5,21,11,6,4,21,9,21,21,8,21,1,,
5,17,2,4,18,20,1,20,21,7,20,20,19,3,20,20,20,20,20,20,6,,
4,5,5,4,4,5,1,5,5,3,5,5,5,4,5,5,5,5,5,5,2,,
8,21,6,7,21,21,1,21,21,3,21,10,9,4,21,21,21,21,5,21,2,,
3,7,5,2,21,21,1,21,21,6,21,21,21,8,21,21,21,21,21,21,4,,
9,4,15,11,7,12,6,18,2,8,3,5,10,13,19,21,20,17,14,16,1,,
3,8,6,5,Skipped,Skipped,1,Skipped,Skipped,4,Skipped,Skipped,Skipped,7,Skipped,Skipped,Skipped,Skipped,9,Skipped,2,,
5,8,7,6,19,17,1,12,14,2,16,9,10,3,20,13,21,18,11,15,4,,
2,21,3,6,10,21,1,21,21,5,21,11,8,7,21,21,21,21,9,21,4,,
8,6,7,11,15,17,1,16,21,5,4,3,12,19,13,14,9,18,20,10,2,,
10,7,11,12,15,16,1,21,17,3,14,6,8,4,5,19,20,13,9,18,2,,
6,8,4,7,21,21,2,21,21,3,21,6,21,5,21,9,21,21,21,21,1,,
4,10,7,6,11,Skipped,1,Skipped,21,5,Skipped,12,13,2,12,15,14,21,21,21,3,,
3,10,21,7,6,21,1,21,9,4,21,21,11,8,21,5,21,21,21,21,2,,
2,21,4,21,21,21,1,21,21,6,21,7,21,8,21,21,21,21,21,21,2,,
1,21,21,21,21,21,2,21,21,21,21,21,21,21,21,21,21,21,21,21,3,,
2,10,5,7,Skipped,Skipped,1,Skipped,Skipped,6,8,9,Skipped,4,11,Skipped,Skipped,Skipped,Skipped,Skipped,3,,
2,8,5,4,21,21,1,21,21,6,21,21,9,7,11,21,10,21,12,21,3,,
7,21,6,1,21,21,3,21,21,2,21,21,21,4,21,21,21,21,21,21,5,,
7,11,5,4,10,14,1,15,16,6,13,12,3,2,19,21,18,20,9,17,8,,
5,12,9,8,11,15,1,21,21,2,21,11,14,5,13,21,21,21,21,21,7,,
4,7,9,3,11,21,1,21,12,6,14,13,10,5,21,21,21,21,8,21,2,,
2,Skipped,6,4,Skipped,Skipped,1,Skipped,Skipped,2,15,Skipped,Skipped,7,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,,
3,8,2,3,6,8,1,6,11,2,7,5,3,2,7,10,10,9,7,7,2,,
9,7,10,3,4,18,1,19,14,5,11,13,12,6,17,20,16,21,8,15,2,,
21,5,4,21,21,21,3,21,1,21,21,21,21,21,21,21,21,21,21,21,2,,
4,8,3,6,21,21,1,21,21,5,21,10,9,7,21,21,21,21,21,21,2,,
6,8,7,4,Skipped,Skipped,1,15,Skipped,2,Skipped,Skipped,6,5,Skipped,Skipped,Skipped,Skipped,15,Skipped,3,,
7,13,6,3,8,20,1,9,11,5,12,14,10,2,20,21,20,20,20,20,4,,
2,2,2,2,10,21,3,21,21,2,21,2,2,12,21,1,2,3,3,2,2,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
5,9,7,8,16,12,1,15,10,3,18,11,6,4,21,14,19,20,13,17,1,,
2,14,4,6,13,19,1,19,21,8,16,11,7,9,10,21,Skipped,20,12,15,3,,
4,9,6,3,8,21,1,21,21,5,21,10,11,7,21,21,21,21,12,21,2,,
8,Skipped,Skipped,5,15,Skipped,1,Skipped,Skipped,2,Skipped,9,Skipped,4,13,Skipped,13,21,Skipped,Skipped,3,,
4,6,7,4,5,21,1,21,21,2,21,21,21,3,21,21,21,21,21,21,4,,
3,Skipped,Skipped,4,Skipped,Skipped,1,Skipped,Skipped,2,Skipped,Skipped,Skipped,3,Skipped,12,Skipped,Skipped,10,Skipped,4,,
10,19,12,1,11,21,7,16,21,6,21,15,13,8,20,21,21,17,14,18,9,,
1,21,3,21,21,21,4,21,21,21,21,21,21,21,21,21,21,21,21,21,2,,
20,20,20,1,2,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
11,21,6,5,3,21,4,21,21,7,20,21,11,1,9,10,12,7,8,21,2,,
2,Skipped,2,7,Skipped,Skipped,1,Skipped,10,6,11,Skipped,8,5,Skipped,Skipped,Skipped,Skipped,9,12,4,,
3,Skipped,Skipped,4,8,Skipped,1,Skipped,Skipped,6,Skipped,Skipped,Skipped,7,Skipped,Skipped,Skipped,Skipped,9,Skipped,2,,
5,10,6,3,8,17,1,17,20,4,17,16,7,9,17,18,17,19,15,21,2,,
5,10,3,4,11,16,1,18,17,6,13,8,8,6,11,14,21,19,15,20,1,,
21,21,2,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
4,21,3,6,9,21,1,21,21,7,21,21,8,5,21,21,21,21,10,21,2,,
