Precinct,Ballot Style,source_file,rank1,rank2,rank3,rank4,numSeats,numCands
AD: 58 ED: 043,,2021P3V1_ELE1,Cyril F. Joseph,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,Anthony Beckford,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Cyril F. Joseph,Anthony Beckford,Farah N. Louis,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Cyril F. Joseph,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,Anthony Beckford,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,Anthony Beckford,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Cyril F. Joseph,Farah N. Louis,Anthony Beckford,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,Cyril F. Joseph,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Cyril F. Joseph,Farah N. Louis,Anthony Beckford,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Cyril F. Joseph,Farah N. Louis,Anthony Beckford,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,Anthony Beckford,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,Cyril F. Joseph,Farah N. Louis,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,Anthony Beckford,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,Cyril F. Joseph,Farah N. Louis,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,Anthony Beckford,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Cyril F. Joseph,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Cyril F. Joseph,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,Anthony Beckford,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Cyril F. Joseph,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,Anthony Beckford,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Cyril F. Joseph,Anthony Beckford,Farah N. Louis,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,Cyril F. Joseph,Farah N. Louis,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,Cyril F. Joseph,Farah N. Louis,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,Anthony Beckford,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,Cyril F. Joseph,Farah N. Louis,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,Cyril F. Joseph,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Cyril F. Joseph,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Cyril F. Joseph,Farah N. Louis,Anthony Beckford,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,Anthony Beckford,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,Cyril F. Joseph,Farah N. Louis,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Cyril F. Joseph,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,Anthony Beckford,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,writein,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Cyril F. Joseph,Anthony Beckford,Farah N. Louis,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Cyril F. Joseph,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Cyril F. Joseph,Anthony Beckford,Farah N. Louis,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,Anthony Beckford,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Cyril F. Joseph,Farah N. Louis,Anthony Beckford,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,Cyril F. Joseph,Farah N. Louis,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,writein,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Cyril F. Joseph,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,writein,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,Anthony Beckford,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Cyril F. Joseph,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,Cyril F. Joseph,Farah N. Louis,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,writein,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,Farah N. Louis,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Anthony Beckford,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Cyril F. Joseph,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,Anthony Beckford,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,writein,Anthony Beckford,Cyril F. Joseph,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,skipped,skipped,1,4
AD: 58 ED: 043,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,Anthony Beckford,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 037,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 030,,2021P3V1_ELE1,Farah N. Louis,Cyril F. Joseph,Anthony Beckford,skipped,1,4
AD: 58 ED: 030,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 030,,2021P3V1_ELE1,Cyril F. Joseph,Anthony Beckford,Farah N. Louis,skipped,1,4
AD: 58 ED: 030,,2021P3V1_ELE1,Farah N. Louis,Anthony Beckford,Cyril F. Joseph,skipped,1,4
AD: 58 ED: 030,,2021P3V1_ELE1,Cyril F. Joseph,Anthony Beckford,Farah N. Louis,skipped,1,4
AD: 58 ED: 030,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 030,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 030,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 030,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
AD: 58 ED: 030,,2021P3V1_ELE1,Farah N. Louis,skipped,skipped,skipped,1,4
