voter_id,rank1,rank2,rank3,num_positions
391,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
392,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
393,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
394,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
395,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
396,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
397,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
398,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
399,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
400,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
401,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
402,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
403,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
404,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
405,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
406,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
407,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
408,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
409,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
410,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
411,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
412,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
413,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
414,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
415,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
416,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
417,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
418,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
419,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
420,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
421,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
422,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
423,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
424,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
425,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
426,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
427,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
428,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
429,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
430,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
431,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
432,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
433,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
434,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
435,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
436,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
437,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
438,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
439,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
440,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
441,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
442,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
443,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
444,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
445,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
446,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
447,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
448,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
449,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
450,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
451,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
452,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
453,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
454,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
455,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
456,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
457,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
458,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
459,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
460,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
461,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
462,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
463,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
464,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
465,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
466,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
467,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
468,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
469,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
470,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
471,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
472,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
473,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
474,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
475,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
476,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
477,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
478,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
479,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
480,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
481,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
482,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
483,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
484,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
485,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
486,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
487,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
488,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
489,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
490,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
491,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
492,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
493,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
494,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
495,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
496,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
497,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
498,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
499,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
500,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
501,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
502,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
503,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
504,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
505,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
506,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
507,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
508,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
509,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
510,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
511,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
512,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
513,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
514,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
515,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
516,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
517,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
518,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
519,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
520,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
521,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
522,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
523,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
524,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
525,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
526,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
527,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
528,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
529,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
530,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
531,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
532,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
533,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
534,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
535,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
536,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
537,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
538,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
539,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
540,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
541,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
542,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
543,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
544,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
545,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
546,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
547,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
548,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
549,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
550,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
551,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
552,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
553,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
554,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
555,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
556,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
557,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
558,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
559,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
560,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
561,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
562,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
563,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
564,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
565,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
566,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
567,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
568,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
569,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
570,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
571,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
572,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
573,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
574,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
575,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
576,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
577,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
578,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
579,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
580,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
581,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
582,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
583,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
584,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
585,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
586,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
587,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
588,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
589,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
590,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
591,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
592,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
593,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
594,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
595,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
596,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
597,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
598,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
599,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
600,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
601,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
602,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
603,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
604,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,2
605,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
606,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
607,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
608,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
609,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
610,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
611,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
612,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
613,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
614,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
615,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
616,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
617,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
618,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
619,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
620,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
621,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
622,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
623,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
624,John Graham MITCHELL Scottish National Party (SNP),skipped,skipped,2
625,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,skipped,2
626,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,skipped,2
627,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,skipped,2
628,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
629,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
630,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
631,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
632,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
633,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
634,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
635,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
636,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
637,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
638,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
639,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
640,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
641,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
642,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
643,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
644,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
645,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
646,John Graham MITCHELL Scottish National Party (SNP),Paul FINNEGAN Independent,Grant FULTON Independent,2
647,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
648,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
649,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
650,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
651,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
652,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
653,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
654,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
655,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
656,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
657,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
658,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
659,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
660,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
661,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
662,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
663,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
664,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
665,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
666,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
667,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
668,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
669,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
670,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
671,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
672,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
673,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
674,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
675,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
676,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
677,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
678,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
679,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
680,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
681,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
682,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,skipped,2
683,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,Paul FINNEGAN Independent,2
684,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,Paul FINNEGAN Independent,2
